"num_samples","replay_buffer_size: 20000 (Replay size: partner OBL5) - _step","replay_buffer_size: 20000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 20000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 20000 (Replay size: partner OBL5) - perfect","replay_buffer_size: 20000 (Replay size: partner OBL5) - perfect__MIN","replay_buffer_size: 20000 (Replay size: partner OBL5) - perfect__MAX","replay_buffer_size: 50000 (Replay size: partner OBL5) - _step","replay_buffer_size: 50000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 50000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 50000 (Replay size: partner OBL5) - perfect","replay_buffer_size: 50000 (Replay size: partner OBL5) - perfect__MIN","replay_buffer_size: 50000 (Replay size: partner OBL5) - perfect__MAX","replay_buffer_size: 100000 (Replay size: partner OBL5) - _step","replay_buffer_size: 100000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 100000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 100000 (Replay size: partner OBL5) - perfect","replay_buffer_size: 100000 (Replay size: partner OBL5) - perfect__MIN","replay_buffer_size: 100000 (Replay size: partner OBL5) - perfect__MAX","replay_buffer_size: 150000 (Replay size: partner OBL5) - _step","replay_buffer_size: 150000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 150000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 150000 (Replay size: partner OBL5) - perfect","replay_buffer_size: 150000 (Replay size: partner OBL5) - perfect__MIN","replay_buffer_size: 150000 (Replay size: partner OBL5) - perfect__MAX"
"5548539","","","","","","","","","","","","","399","399","399","30.7","30.7","30.7","","","","","",""
"5548794","","","","","","","397","397","397","32.2","32.2","32.2","","","","","","","","","","","",""
"5549074","","","","","","","","","","","","","","","","","","","406","406","406","29.5","29.5","29.5"
"5549639","","","","","","","","","","","","","414","414","414","33.300000000000004","33.300000000000004","33.300000000000004","","","","","",""
"5551591","","","","","","","","","","","","","409","409","409","33.1","33.1","33.1","","","","","",""
"5553180","","","","","","","","","","","","","405","405","405","30.8","30.8","30.8","","","","","",""
"5554323","","","","","","","416","416","416","30.599999999999998","30.599999999999998","30.599999999999998","","","","","","","","","","","",""
"5556374","","","","","","","","","","","","","","","","","","","412","412","412","32.300000000000004","32.300000000000004","32.300000000000004"
"5557418","","","","","","","","","","","","","","","","","","","405","405","405","35","35","35"
"5558826","","","","","","","","","","","","","417","417","417","33","33","33","","","","","",""
"5559443","","","","","","","422","422","422","31.6","31.6","31.6","","","","","","","","","","","",""
"5561932","","","","","","","","","","","","","404","404","404","33.6","33.6","33.6","","","","","",""
"5562473","","","","","","","","","","","","","415","415","415","30.2","30.2","30.2","","","","","",""
"5562668","","","","","","","","","","","","","400","400","400","32","32","32","","","","","",""
"5562679","","","","","","","398","398","398","32.7","32.7","32.7","","","","","","","","","","","",""
"5563002","","","","","","","","","","","","","","","","","","","407","407","407","31.900000000000002","31.900000000000002","31.900000000000002"
"5563637","","","","","","","","","","","","","415","415","415","30.8","30.8","30.8","","","","","",""
"5564912","","","","","","","","","","","","","410","410","410","33.300000000000004","33.300000000000004","33.300000000000004","","","","","",""
"5567301","","","","","","","","","","","","","406","406","406","31.5","31.5","31.5","","","","","",""
"5567769","","","","","","","417","417","417","31.7","31.7","31.7","","","","","","","","","","","",""
"5569908","","","","","","","","","","","","","","","","","","","413","413","413","33.1","33.1","33.1"
"5572098","","","","","","","","","","","","","418","418","418","32.7","32.7","32.7","","","","","",""
"5572773","","","","","","","","","","","","","","","","","","","406","406","406","29.299999999999997","29.299999999999997","29.299999999999997"
"5572776","","","","","","","423","423","423","32.7","32.7","32.7","","","","","","","","","","","",""
"5576186","","","","","","","","","","","","","401","401","401","30.9","30.9","30.9","","","","","",""
"5576384","","","","","","","","","","","","","405","405","405","35","35","35","","","","","",""
"5576437","","","","","","","399","399","399","33.1","33.1","33.1","","","","","","","","","","","",""
"5576498","","","","","","","","","","","","","416","416","416","30.099999999999998","30.099999999999998","30.099999999999998","","","","","",""
"5577017","","","","","","","","","","","","","","","","","","","408","408","408","31.5","31.5","31.5"
"5577155","","","","","","","","","","","","","416","416","416","31.7","31.7","31.7","","","","","",""
"5578807","","","","","","","","","","","","","411","411","411","31.6","31.6","31.6","","","","","",""
"5580898","","","","","","","","","","","","","407","407","407","30.099999999999998","30.099999999999998","30.099999999999998","","","","","",""
"5581617","","","","","","","418","418","418","33.900000000000006","33.900000000000006","33.900000000000006","","","","","","","","","","","",""
"5583997","","","","","","","","","","","","","","","","","","","414","414","414","31.6","31.6","31.6"
"5585283","","","","","","","","","","","","","419","419","419","28.499999999999996","28.499999999999996","28.499999999999996","","","","","",""
"5586424","","","","","","","424","424","424","31.7","31.7","31.7","","","","","","","","","","","",""
"5588288","","","","","","","","","","","","","","","","","","","407","407","407","31.5","31.5","31.5"
"5589955","","","","","","","","","","","","","406","406","406","29.7","29.7","29.7","","","","","",""
"5590030","","","","","","","","","","","","","417","417","417","31.3","31.3","31.3","","","","","",""
"5590204","","","","","","","400","400","400","31.900000000000002","31.900000000000002","31.900000000000002","","","","","","","","","","","",""
"5590429","","","","","","","","","","","","","417","417","417","30.8","30.8","30.8","","","","","",""
"5590656","","","","","","","","","","","","","402","402","402","29.299999999999997","29.299999999999997","29.299999999999997","","","","","",""
"5591392","","","","","","","","","","","","","","","","","","","409","409","409","32.2","32.2","32.2"
"5592230","","","","","","","","","","","","","412","412","412","31","31","31","","","","","",""
"5595027","","","","","","","419","419","419","28.299999999999997","28.299999999999997","28.299999999999997","","","","","","","","","","","",""
"5595238","","","","","","","","","","","","","408","408","408","31.5","31.5","31.5","","","","","",""
"5597993","","","","","","","","","","","","","","","","","","","415","415","415","31.4","31.4","31.4"
"5598806","","","","","","","","","","","","","420","420","420","30.099999999999998","30.099999999999998","30.099999999999998","","","","","",""
"5600512","","","","","","","425","425","425","30.9","30.9","30.9","","","","","","","","","","","",""
"5602983","","","","","","","","","","","","","","","","","","","408","408","408","33.900000000000006","33.900000000000006","33.900000000000006"
"5603629","","","","","","","","","","","","","418","418","418","31.8","31.8","31.8","","","","","",""
"5604039","","","","","","","401","401","401","31.5","31.5","31.5","","","","","","","","","","","",""
"5604077","","","","","","","","","","","","","418","418","418","32.4","32.4","32.4","","","","","",""
"5604095","","","","","","","","","","","","","407","407","407","32.7","32.7","32.7","","","","","",""
"5605329","","","","","","","","","","","","","403","403","403","29.599999999999998","29.599999999999998","29.599999999999998","","","","","",""
"5605388","","","","","","","","","","","","","413","413","413","32.1","32.1","32.1","","","","","",""
"5605580","","","","","","","","","","","","","","","","","","","410","410","410","34.699999999999996","34.699999999999996","34.699999999999996"
"5608316","","","","","","","420","420","420","32.4","32.4","32.4","","","","","","","","","","","",""
"5609088","","","","","","","","","","","","","409","409","409","30.599999999999998","30.599999999999998","30.599999999999998","","","","","",""
"5611805","","","","","","","","","","","","","","","","","","","416","416","416","33","33","33"
"5612156","","","","","","","","","","","","","421","421","421","28.999999999999996","28.999999999999996","28.999999999999996","","","","","",""
"5614220","","","","","","","426","426","426","27.900000000000002","27.900000000000002","27.900000000000002","","","","","","","","","","","",""
"5617645","","","","","","","","","","","","","419","419","419","32.300000000000004","32.300000000000004","32.300000000000004","","","","","",""
"5618211","","","","","","","","","","","","","419","419","419","31","31","31","","","","","",""
"5618322","","","","","","","","","","","","","408","408","408","31.8","31.8","31.8","","","","","",""
"5618629","","","","","","","","","","","","","","","","","","","409","409","409","33.7","33.7","33.7"
"5618754","","","","","","","402","402","402","31.7","31.7","31.7","","","","","","","","","","","",""
"5618899","","","","","","","","","","","","","404","404","404","32.300000000000004","32.300000000000004","32.300000000000004","","","","","",""
"5619175","","","","","","","","","","","","","414","414","414","32.9","32.9","32.9","","","","","",""
"5619559","","","","","","","","","","","","","","","","","","","411","411","411","32.2","32.2","32.2"
"5621813","","","","","","","421","421","421","31.4","31.4","31.4","","","","","","","","","","","",""
"5622878","","","","","","","","","","","","","410","410","410","33.6","33.6","33.6","","","","","",""
"5625238","","","","","","","","","","","","","","","","","","","417","417","417","29.799999999999997","29.799999999999997","29.799999999999997"
"5625376","","","","","","","","","","","","","422","422","422","30.2","30.2","30.2","","","","","",""
"5627825","","","","","","","427","427","427","33.5","33.5","33.5","","","","","","","","","","","",""
"5631019","","","","","","","","","","","","","420","420","420","30.4","30.4","30.4","","","","","",""
"5631704","","","","","","","","","","","","","420","420","420","33.4","33.4","33.4","","","","","",""
"5632287","","","","","","","","","","","","","409","409","409","32.2","32.2","32.2","","","","","",""
"5632514","","","","","","","","","","","","","405","405","405","30.3","30.3","30.3","","","","","",""
"5632690","","","","","","","403","403","403","30.7","30.7","30.7","","","","","","","","","","","",""
"5632901","","","","","","","","","","","","","415","415","415","33","33","33","","","","","",""
"5633413","","","","","","","","","","","","","","","","","","","410","410","410","33.6","33.6","33.6"
"5633789","","","","","","","","","","","","","","","","","","","412","412","412","32.9","32.9","32.9"
"5634860","","","","","","","422","422","422","29.4","29.4","29.4","","","","","","","","","","","",""
"5637130","","","","","","","","","","","","","411","411","411","30.5","30.5","30.5","","","","","",""
"5638588","","","","","","","","","","","","","","","","","","","418","418","418","30.5","30.5","30.5"
"5638689","","","","","","","","","","","","","423","423","423","28.7","28.7","28.7","","","","","",""
"5641200","","","","","","","428","428","428","30.9","30.9","30.9","","","","","","","","","","","",""
"5644309","","","","","","","","","","","","","421","421","421","29.4","29.4","29.4","","","","","",""
"5645448","","","","","","","","","","","","","421","421","421","30.4","30.4","30.4","","","","","",""
"5646324","","","","","","","","","","","","","416","416","416","33.1","33.1","33.1","","","","","",""
"5646338","","","","","","","","","","","","","410","410","410","33.5","33.5","33.5","","","","","",""
"5646644","","","","","","","404","404","404","33.900000000000006","33.900000000000006","33.900000000000006","","","","","","","","","","","",""
"5646736","","","","","","","","","","","","","406","406","406","32.800000000000004","32.800000000000004","32.800000000000004","","","","","",""
"5647683","","","","","","","","","","","","","","","","","","","413","413","413","34.1","34.1","34.1"
"5648514","","","","","","","423","423","423","33.6","33.6","33.6","","","","","","","","","","","",""
"5649116","","","","","","","","","","","","","","","","","","","411","411","411","31.1","31.1","31.1"
"5650768","","","","","","","","","","","","","412","412","412","33.1","33.1","33.1","","","","","",""
"5652311","","","","","","","","","","","","","424","424","424","33.800000000000004","33.800000000000004","33.800000000000004","","","","","",""
"5652337","","","","","","","","","","","","","","","","","","","419","419","419","31.3","31.3","31.3"
"5654778","","","","","","","429","429","429","30.4","30.4","30.4","","","","","","","","","","","",""
"5657978","","","","","","","","","","","","","422","422","422","30","30","30","","","","","",""
"5659898","","","","","","","","","","","","","417","417","417","30.099999999999998","30.099999999999998","30.099999999999998","","","","","",""
"5659919","","","","","","","","","","","","","422","422","422","28.4","28.4","28.4","","","","","",""
"5660445","","","","","","","","","","","","","411","411","411","33","33","33","","","","","",""
"5660481","","","","","","","405","405","405","33.1","33.1","33.1","","","","","","","","","","","",""
"5661100","","","","","","","","","","","","","407","407","407","31.5","31.5","31.5","","","","","",""
"5661654","","","","","","","","","","","","","","","","","","","414","414","414","31.900000000000002","31.900000000000002","31.900000000000002"
"5661897","","","","","","","424","424","424","32.9","32.9","32.9","","","","","","","","","","","",""
"5663674","","","","","","","","","","","","","","","","","","","412","412","412","34.599999999999994","34.599999999999994","34.599999999999994"
"5665923","","","","","","","","","","","","","413","413","413","33.4","33.4","33.4","","","","","",""
"5665945","","","","","","","","","","","","","","","","","","","420","420","420","30.3","30.3","30.3"
"5666006","","","","","","","","","","","","","425","425","425","27.900000000000002","27.900000000000002","27.900000000000002","","","","","",""
"5668567","","","","","","","430","430","430","31","31","31","","","","","","","","","","","",""
"5671358","","","","","","","","","","","","","423","423","423","29.7","29.7","29.7","","","","","",""
"5673119","","","","","","","","","","","","","423","423","423","32.800000000000004","32.800000000000004","32.800000000000004","","","","","",""
"5673395","","","","","","","","","","","","","418","418","418","31.7","31.7","31.7","","","","","",""
"5674529","","","","","","","406","406","406","31.8","31.8","31.8","","","","","","","","","","","",""
"5674648","","","","","","","","","","","","","412","412","412","32.2","32.2","32.2","","","","","",""
"5674896","","","","","","","","","","","","","","","","","","","415","415","415","31.900000000000002","31.900000000000002","31.900000000000002"
"5675386","","","","","","","","","","","","","408","408","408","29.599999999999998","29.599999999999998","29.599999999999998","","","","","",""
"5675555","","","","","","","425","425","425","30.3","30.3","30.3","","","","","","","","","","","",""
"5677480","","","","","","","","","","","","","","","","","","","413","413","413","33","33","33"
"5679218","","","","","","","","","","","","","426","426","426","32.2","32.2","32.2","","","","","",""
"5679237","","","","","","","","","","","","","","","","","","","421","421","421","30.099999999999998","30.099999999999998","30.099999999999998"
"5680200","","","","","","","","","","","","","414","414","414","31.6","31.6","31.6","","","","","",""
"5681815","","","","","","","431","431","431","31.8","31.8","31.8","","","","","","","","","","","",""
"5684848","","","","","","","","","","","","","424","424","424","30.2","30.2","30.2","","","","","",""
"5686675","","","","","","","","","","","","","424","424","424","31.5","31.5","31.5","","","","","",""
"5686875","","","","","","","","","","","","","419","419","419","29.299999999999997","29.299999999999997","29.299999999999997","","","","","",""
"5688752","","","","","","","407","407","407","33.5","33.5","33.5","","","","","","","","","","","",""
"5688999","","","","","","","","","","","","","413","413","413","32.9","32.9","32.9","","","","","",""
"5689008","","","","","","","","","","","","","","","","","","","416","416","416","32.4","32.4","32.4"
"5689233","","","","","","","426","426","426","31.2","31.2","31.2","","","","","","","","","","","",""
"5689714","","","","","","","","","","","","","409","409","409","34.4","34.4","34.4","","","","","",""
"5692529","","","","","","","","","","","","","427","427","427","28.9","28.9","28.9","","","","","",""
"5692988","","","","","","","","","","","","","","","","","","","422","422","422","29.9","29.9","29.9"
"5693532","","","","","","","","","","","","","","","","","","","414","414","414","35.8","35.8","35.8"
"5693972","","","","","","","","","","","","","415","415","415","32.9","32.9","32.9","","","","","",""
"5695206","","","","","","","432","432","432","32.300000000000004","32.300000000000004","32.300000000000004","","","","","","","","","","","",""
"5698330","","","","","","","","","","","","","425","425","425","32.7","32.7","32.7","","","","","",""
"5700461","","","","","","","","","","","","","420","420","420","32.800000000000004","32.800000000000004","32.800000000000004","","","","","",""
"5700462","","","","","","","","","","","","","425","425","425","30.099999999999998","30.099999999999998","30.099999999999998","","","","","",""
"5702499","","","","","","","408","408","408","32","32","32","","","","","","","","","","","",""
"5702931","","","","","","","427","427","427","32.4","32.4","32.4","","","","","","","","","","","",""
"5703173","","","","","","","","","","","","","","","","","","","417","417","417","34.300000000000004","34.300000000000004","34.300000000000004"
"5703369","","","","","","","","","","","","","414","414","414","35.099999999999994","35.099999999999994","35.099999999999994","","","","","",""
"5703662","","","","","","","","","","","","","410","410","410","30.2","30.2","30.2","","","","","",""
"5705808","","","","","","","","","","","","","428","428","428","31.1","31.1","31.1","","","","","",""
"5706964","","","","","","","","","","","","","","","","","","","423","423","423","32.1","32.1","32.1"
"5707717","","","","","","","","","","","","","416","416","416","32.6","32.6","32.6","","","","","",""
"5707877","","","","","","","","","","","","","","","","","","","415","415","415","31.900000000000002","31.900000000000002","31.900000000000002"
"5708443","","","","","","","433","433","433","29.799999999999997","29.799999999999997","29.799999999999997","","","","","","","","","","","",""
"5711963","","","","","","","","","","","","","426","426","426","30.9","30.9","30.9","","","","","",""
"5714090","","","","","","","","","","","","","426","426","426","31.7","31.7","31.7","","","","","",""
"5714316","","","","","","","","","","","","","421","421","421","30.4","30.4","30.4","","","","","",""
"5716457","","","","","","","409","409","409","29.4","29.4","29.4","","","","","","","","","","","",""
"5716931","","","","","","","","","","","","","","","","","","","418","418","418","32.300000000000004","32.300000000000004","32.300000000000004"
"5717085","","","","","","","428","428","428","32.1","32.1","32.1","","","","","","","","","","","",""
"5717491","","","","","","","","","","","","","411","411","411","28.000000000000004","28.000000000000004","28.000000000000004","","","","","",""
"5717695","","","","","","","","","","","","","415","415","415","33.7","33.7","33.7","","","","","",""
"5718690","","","","","","","","","","","","","429","429","429","31.8","31.8","31.8","","","","","",""
"5721344","","","","","","","","","","","","","","","","","","","424","424","424","33.300000000000004","33.300000000000004","33.300000000000004"
"5721971","","","","","","","434","434","434","28.499999999999996","28.499999999999996","28.499999999999996","","","","","","","","","","","",""
"5722551","","","","","","","","","","","","","417","417","417","32","32","32","","","","","",""
"5723197","","","","","","","","","","","","","","","","","","","416","416","416","32.7","32.7","32.7"
"5725293","","","","","","","","","","","","","427","427","427","28.4","28.4","28.4","","","","","",""
"5727876","","","","","","","","","","","","","422","422","422","30","30","30","","","","","",""
"5728102","","","","","","","","","","","","","427","427","427","30.3","30.3","30.3","","","","","",""
"5730577","","","","","","","410","410","410","32.6","32.6","32.6","","","","","","","","","","","",""
"5730876","","","","","","","429","429","429","29.9","29.9","29.9","","","","","","","","","","","",""
"5730930","","","","","","","","","","","","","","","","","","","419","419","419","32.4","32.4","32.4"
"5731622","","","","","","","","","","","","","412","412","412","30.599999999999998","30.599999999999998","30.599999999999998","","","","","",""
"5731688","","","","","","","","","","","","","430","430","430","31.3","31.3","31.3","","","","","",""
"5731957","","","","","","","","","","","","","416","416","416","31.7","31.7","31.7","","","","","",""
"5734851","","","","","","","","","","","","","","","","","","","425","425","425","28.999999999999996","28.999999999999996","28.999999999999996"
"5735623","","","","","","","435","435","435","31.5","31.5","31.5","","","","","","","","","","","",""
"5736068","","","","","","","","","","","","","418","418","418","31.7","31.7","31.7","","","","","",""
"5737737","","","","","","","","","","","","","","","","","","","417","417","417","32.6","32.6","32.6"
"5738436","","","","","","","","","","","","","428","428","428","30.8","30.8","30.8","","","","","",""
"5741929","","","","","","","","","","","","","423","423","423","31.900000000000002","31.900000000000002","31.900000000000002","","","","","",""
"5742110","","","","","","","","","","","","","428","428","428","30.8","30.8","30.8","","","","","",""
"5744359","","","","","","","411","411","411","29.4","29.4","29.4","","","","","","","","","","","",""
"5744456","","","","","","","430","430","430","31.7","31.7","31.7","","","","","","","","","","","",""
"5744795","","","","","","","","","","","","","","","","","","","420","420","420","31.3","31.3","31.3"
"5744801","","","","","","","","","","","","","431","431","431","33.800000000000004","33.800000000000004","33.800000000000004","","","","","",""
"5745903","","","","","","","","","","","","","413","413","413","31.3","31.3","31.3","","","","","",""
"5746507","","","","","","","","","","","","","417","417","417","33","33","33","","","","","",""
"5748904","","","","","","","","","","","","","","","","","","","426","426","426","33.1","33.1","33.1"
"5749351","","","","","","","436","436","436","31.4","31.4","31.4","","","","","","","","","","","",""
"5750358","","","","","","","","","","","","","419","419","419","31.3","31.3","31.3","","","","","",""
"5751781","","","","","","","","","","","","","","","","","","","418","418","418","30.9","30.9","30.9"
"5752385","","","","","","","","","","","","","429","429","429","29.9","29.9","29.9","","","","","",""
"5755663","","","","","","","","","","","","","429","429","429","27.800000000000004","27.800000000000004","27.800000000000004","","","","","",""
"5755830","","","","","","","","","","","","","424","424","424","30.4","30.4","30.4","","","","","",""
"5758128","","","","","","","","","","","","","432","432","432","31.6","31.6","31.6","","","","","",""
"5758132","","","","","","","431","431","431","32.7","32.7","32.7","","","","","","","","","","","",""
"5758287","","","","","","","412","412","412","31.1","31.1","31.1","","","","","","","","","","","",""
"5758858","","","","","","","","","","","","","","","","","","","421","421","421","30.4","30.4","30.4"
"5760187","","","","","","","","","","","","","414","414","414","33.2","33.2","33.2","","","","","",""
"5760331","","","","","","","","","","","","","418","418","418","34.1","34.1","34.1","","","","","",""
"5762944","","","","","","","437","437","437","30.8","30.8","30.8","","","","","","","","","","","",""
"5763230","","","","","","","","","","","","","","","","","","","427","427","427","31.3","31.3","31.3"
"5763904","","","","","","","","","","","","","420","420","420","29.599999999999998","29.599999999999998","29.599999999999998","","","","","",""
"5764620","","","","","","","","","","","","","","","","","","","419","419","419","33.300000000000004","33.300000000000004","33.300000000000004"
"5765916","","","","","","","","","","","","","430","430","430","32.2","32.2","32.2","","","","","",""
"5769029","","","","","","","","","","","","","430","430","430","33.7","33.7","33.7","","","","","",""
"5769458","","","","","","","","","","","","","425","425","425","30.5","30.5","30.5","","","","","",""
"5771004","","","","","","","","","","","","","433","433","433","31.1","31.1","31.1","","","","","",""
"5771939","","","","","","","432","432","432","33.7","33.7","33.7","","","","","","","","","","","",""
"5772680","","","","","","","413","413","413","30.7","30.7","30.7","","","","","","","","","","","",""
"5773156","","","","","","","","","","","","","","","","","","","422","422","422","34.1","34.1","34.1"
"5774311","","","","","","","","","","","","","417","415","419","30.7","30.5","30.9","","","","","",""
"5776578","","","","","","","438","438","438","33.7","33.7","33.7","","","","","","","","","","","",""
"5776997","","","","","","","","","","","","","","","","","","","428","428","428","32.9","32.9","32.9"
"5777638","","","","","","","","","","","","","421","421","421","30.099999999999998","30.099999999999998","30.099999999999998","","","","","",""
"5777943","","","","","","","","","","","","","","","","","","","420","420","420","33.300000000000004","33.300000000000004","33.300000000000004"
"5779901","","","","","","","","","","","","","431","431","431","30.4","30.4","30.4","","","","","",""
"5782413","","","","","","","","","","","","","431","431","431","32.2","32.2","32.2","","","","","",""
"5783426","","","","","","","","","","","","","426","426","426","30.4","30.4","30.4","","","","","",""
"5784189","","","","","","","","","","","","","434","434","434","33.900000000000006","33.900000000000006","33.900000000000006","","","","","",""
"5785191","","","","","","","433","433","433","30","30","30","","","","","","","","","","","",""
"5786159","","","","","","","414","414","414","30.4","30.4","30.4","","","","","","","","","","","",""
"5786774","","","","","","","","","","","","","","","","","","","423","423","423","32.7","32.7","32.7"
"5787970","","","","","","","","","","","","","420","420","420","31.8","31.8","31.8","","","","","",""
"5788668","","","","","","","","","","","","","416","416","416","31.2","31.2","31.2","","","","","",""
"5790040","","","","","","","439","439","439","32.5","32.5","32.5","","","","","","","","","","","",""
"5791168","","","","","","","","","","","","","422","422","422","29.799999999999997","29.799999999999997","29.799999999999997","","","","","",""
"5791313","","","","","","","","","","","","","","","","","","","429","429","429","29.2","29.2","29.2"
"5793428","","","","","","","","","","","","","432","432","432","30.3","30.3","30.3","","","","","",""
"5793585","","","","","","","","","","","","","","","","","","","421","421","421","32.300000000000004","32.300000000000004","32.300000000000004"
"5795851","","","","","","","","","","","","","432","432","432","32.800000000000004","32.800000000000004","32.800000000000004","","","","","",""
"5796970","","","","","","","","","","","","","427","427","427","30.9","30.9","30.9","","","","","",""
"5797163","","","","","","","","","","","","","435","435","435","30.4","30.4","30.4","","","","","",""
"5798758","","","","","","","434","434","434","32.9","32.9","32.9","","","","","","","","","","","",""
"5800256","","","","","","","415","415","415","33.2","33.2","33.2","","","","","","","","","","","",""
"5800781","","","","","","","","","","","","","","","","","","","424","424","424","34.300000000000004","34.300000000000004","34.300000000000004"
"5802202","","","","","","","","","","","","","421","421","421","32.1","32.1","32.1","","","","","",""
"5803397","","","","","","","","","","","","","417","417","417","29.299999999999997","29.299999999999997","29.299999999999997","","","","","",""
"5803552","","","","","","","440","440","440","33.6","33.6","33.6","","","","","","","","","","","",""
"5804719","","","","","","","","","","","","","423","423","423","30.4","30.4","30.4","","","","","",""
"5805777","","","","","","","","","","","","","","","","","","","430","430","430","33.1","33.1","33.1"
"5806888","","","","","","","","","","","","","433","433","433","31.5","31.5","31.5","","","","","",""
"5808731","","","","","","","","","","","","","","","","","","","422","422","422","30.9","30.9","30.9"
"5809752","","","","","","","","","","","","","433","433","433","28.9","28.9","28.9","","","","","",""
"5810216","","","","","","","","","","","","","436","436","436","28.499999999999996","28.499999999999996","28.499999999999996","","","","","",""
"5810675","","","","","","","","","","","","","428","428","428","30","30","30","","","","","",""
"5812147","","","","","","","435","435","435","31.2","31.2","31.2","","","","","","","","","","","",""
"5813931","","","","","","","416","416","416","30.5","30.5","30.5","","","","","","","","","","","",""
"5814353","","","","","","","","","","","","","","","","","","","425","425","425","29.099999999999998","29.099999999999998","29.099999999999998"
"5816331","","","","","","","","","","","","","422","422","422","28.9","28.9","28.9","","","","","",""
"5816793","","","","","","","441","441","441","30.5","30.5","30.5","","","","","","","","","","","",""
"5817354","","","","","","","","","","","","","418","418","418","32.2","32.2","32.2","","","","","",""
"5818881","","","","","","","","","","","","","424","424","424","33.900000000000006","33.900000000000006","33.900000000000006","","","","","",""
"5819761","","","","","","","","","","","","","","","","","","","431","431","431","33","33","33"
"5820543","","","","","","","","","","","","","434","434","434","31.2","31.2","31.2","","","","","",""
"5823568","","","","","","","","","","","","","437","437","437","30.7","30.7","30.7","","","","","",""
"5823790","","","","","","","","","","","","","434","434","434","30.5","30.5","30.5","","","","","",""
"5824098","","","","","","","","","","","","","","","","","","","423","423","423","34.8","34.8","34.8"
"5824931","","","","","","","","","","","","","429","429","429","28.000000000000004","28.000000000000004","28.000000000000004","","","","","",""
"5825775","","","","","","","436","436","436","32.1","32.1","32.1","","","","","","","","","","","",""
"5827707","","","","","","","417","417","417","32.6","32.6","32.6","","","","","","","","","","","",""
"5828225","","","","","","","","","","","","","","","","","","","426","426","426","32.2","32.2","32.2"
"5830339","","","","","","","442","442","442","33.300000000000004","33.300000000000004","33.300000000000004","","","","","","","","","","","",""
"5830425","","","","","","","","","","","","","423","423","423","32.5","32.5","32.5","","","","","",""
"5830801","","","","","","","","","","","","","419","419","419","28.1","28.1","28.1","","","","","",""
"5833230","","","","","","","","","","","","","","","","","","","432","432","432","31.2","31.2","31.2"
"5833240","","","","","","","","","","","","","425","425","425","31.1","31.1","31.1","","","","","",""
"5833852","","","","","","","","","","","","","435","435","435","29.4","29.4","29.4","","","","","",""
"5836767","","","","","","","","","","","","","438","438","438","31.3","31.3","31.3","","","","","",""
"5837602","","","","","","","","","","","","","435","435","435","30.8","30.8","30.8","","","","","",""
"5838422","","","","","","","","","","","","","","","","","","","424","424","424","29.599999999999998","29.599999999999998","29.599999999999998"
"5839032","","","","","","","","","","","","","430","430","430","33.300000000000004","33.300000000000004","33.300000000000004","","","","","",""
"5839191","","","","","","","437","437","437","33.6","33.6","33.6","","","","","","","","","","","",""
"5841551","","","","","","","418","418","418","31.5","31.5","31.5","","","","","","","","","","","",""
"5842732","","","","","","","","","","","","","","","","","","","427","427","427","30.9","30.9","30.9"
"5843814","","","","","","","443","443","443","31.5","31.5","31.5","","","","","","","","","","","",""
"5844078","","","","","","","","","","","","","424","424","424","34","34","34","","","","","",""
"5844897","","","","","","","","","","","","","420","420","420","31.3","31.3","31.3","","","","","",""
"5847021","","","","","","","","","","","","","426","426","426","31.3","31.3","31.3","","","","","",""
"5847259","","","","","","","","","","","","","436","436","436","29.7","29.7","29.7","","","","","",""
"5847328","","","","","","","","","","","","","","","","","","","433","433","433","31.900000000000002","31.900000000000002","31.900000000000002"
"5849894","","","","","","","","","","","","","439","439","439","30.4","30.4","30.4","","","","","",""
"5852064","","","","","","","","","","","","","436","436","436","29.9","29.9","29.9","","","","","",""
"5852507","","","","","","","438","438","438","32.2","32.2","32.2","","","","","","","","","","","",""
"5852670","","","","","","","","","","","","","431","431","431","34.599999999999994","34.599999999999994","34.599999999999994","","","","","",""
"5852779","","","","","","","","","","","","","","","","","","","425","425","425","30.9","30.9","30.9"
"5855367","","","","","","","419","419","419","31.7","31.7","31.7","","","","","","","","","","","",""
"5856530","","","","","","","","","","","","","","","","","","","428","428","428","33.2","33.2","33.2"
"5857230","","","","","","","444","444","444","33.2","33.2","33.2","","","","","","","","","","","",""
"5858135","","","","","","","","","","","","","425","425","425","30.3","30.3","30.3","","","","","",""
"5859091","","","","","","","","","","","","","421","421","421","29.4","29.4","29.4","","","","","",""
"5860614","","","","","","","","","","","","","437","437","437","32.1","32.1","32.1","","","","","",""
"5860692","","","","","","","","","","","","","427","427","427","31.6","31.6","31.6","","","","","",""
"5861279","","","","","","","","","","","","","","","","","","","434","434","434","33.6","33.6","33.6"
"5863126","","","","","","","","","","","","","440","440","440","32.9","32.9","32.9","","","","","",""
"5865948","","","","","","","","","","","","","437","437","437","28.9","28.9","28.9","","","","","",""
