"num_samples","replay_buffer_size: 20000 (Replay size: partner IQL) - _step","replay_buffer_size: 20000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 20000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 20000 (Replay size: partner IQL) - score","replay_buffer_size: 20000 (Replay size: partner IQL) - score__MIN","replay_buffer_size: 20000 (Replay size: partner IQL) - score__MAX","replay_buffer_size: 50000 (Replay size: partner IQL) - _step","replay_buffer_size: 50000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 50000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 50000 (Replay size: partner IQL) - score","replay_buffer_size: 50000 (Replay size: partner IQL) - score__MIN","replay_buffer_size: 50000 (Replay size: partner IQL) - score__MAX","replay_buffer_size: 100000 (Replay size: partner IQL) - _step","replay_buffer_size: 100000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 100000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 100000 (Replay size: partner IQL) - score","replay_buffer_size: 100000 (Replay size: partner IQL) - score__MIN","replay_buffer_size: 100000 (Replay size: partner IQL) - score__MAX","replay_buffer_size: 150000 (Replay size: partner IQL) - _step","replay_buffer_size: 150000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 150000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 150000 (Replay size: partner IQL) - score","replay_buffer_size: 150000 (Replay size: partner IQL) - score__MIN","replay_buffer_size: 150000 (Replay size: partner IQL) - score__MAX","replay_buffer_size: 200000 (Replay size: partner IQL) - _step","replay_buffer_size: 200000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 200000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 200000 (Replay size: partner IQL) - score","replay_buffer_size: 200000 (Replay size: partner IQL) - score__MIN","replay_buffer_size: 200000 (Replay size: partner IQL) - score__MAX"
"2718832","","","","","","","","","","","","","187","187","187","23.098","23.098","23.098","","","","","","","","","","","",""
"2719049","","","","","","","231","231","231","23.018","23.018","23.018","","","","","","","","","","","","","","","","","",""
"2720373","","","","","","","","","","","","","187","187","187","23.197","23.197","23.197","","","","","","","","","","","",""
"2721169","","","","","","","","","","","","","184","184","184","23.161","23.161","23.161","","","","","","","","","","","",""
"2722415","","","","","","","191","191","191","23.176","23.176","23.176","","","","","","","","","","","","","","","","","",""
"2722939","","","","","","","","","","","","","","","","","","","187","187","187","23.236","23.236","23.236","","","","","",""
"2724153","256","256","256","22.835","22.835","22.835","","","","","","","","","","","","","","","","","","","","","","","",""
"2724614","258","258","258","22.86","22.86","22.86","","","","","","","","","","","","","","","","","","","","","","","",""
"2725409","","","","","","","251","251","251","23.139","23.139","23.139","","","","","","","","","","","","","","","","","",""
"2726236","","","","","","","","","","","","","187","187","187","23.146","23.146","23.146","","","","","","","","","","","",""
"2726389","","","","","","","","","","","","","251","251","251","23.126","23.126","23.126","","","","","","","","","","","",""
"2726584","","","","","","","258","258","258","23.07","23.07","23.07","","","","","","","","","","","","","","","","","",""
"2727023","","","","","","","","","","","","","189","189","189","23.17","23.17","23.17","","","","","","","","","","","",""
"2727687","","","","","","","","","","","","","188","188","188","23.24","23.24","23.24","","","","","","","","","","","",""
"2728802","","","","","","","","","","","","","182","182","182","23.177","23.177","23.177","","","","","","","","","","","",""
"2728926","247","247","247","22.77","22.77","22.77","","","","","","","","","","","","","","","","","","","","","","","",""
"2729300","","","","","","","","","","","","","","","","","","","194","194","194","23.255","23.255","23.255","","","","","",""
"2731060","","","","","","","232","232","232","23.086","23.086","23.086","","","","","","","","","","","","","","","","","",""
"2731849","","","","","","","207","207","207","23.1","23.1","23.1","","","","","","","","","","","","","","","","","",""
"2731864","","","","","","","190","190","190","23.131","23.131","23.131","","","","","","","","","","","","","","","","","",""
"2731927","","","","","","","","","","","","","191","191","191","23.122","23.122","23.122","","","","","","","","","","","",""
"2732232","","","","","","","","","","","","","","","","","","","191","191","191","23.303","23.303","23.303","","","","","",""
"2733618","","","","","","","","","","","","","185","185","185","23.057","23.057","23.057","","","","","","","","","","","",""
"2733670","","","","","","","","","","","","","188","188","188","23.18","23.18","23.18","","","","","","","","","","","",""
"2734438","257","257","257","22.753","22.753","22.753","","","","","","","","","","","","","","","","","","","","","","","",""
"2734870","259","259","259","22.799","22.799","22.799","","","","","","","","","","","","","","","","","","","","","","","",""
"2735024","","","","","","","","","","","","","188","188","188","23.194","23.194","23.194","","","","","","","","","","","",""
"2736266","","","","","","","","","","","","","185","185","185","23.183","23.183","23.183","","","","","","","","","","","",""
"2736376","","","","","","","252","252","252","23.061","23.061","23.061","","","","","","","","","","","","","","","","","",""
"2736422","","","","","","","192","192","192","23.005","23.005","23.005","","","","","","","","","","","","","","","","","",""
"2736627","","","","","","","","","","","","","252","252","252","23.134","23.134","23.134","","","","","","","","","","","",""
"2737613","","","","","","","259","259","259","22.975","22.975","22.975","","","","","","","","","","","","","","","","","",""
"2738282","","","","","","","","","","","","","","","","","","","188","188","188","23.214","23.214","23.214","","","","","",""
"2740112","248","248","248","22.646","22.646","22.646","","","","","","","","","","","","","","","","","","","","","","","",""
"2741083","","","","","","","","","","","","","188","188","188","23.15","23.15","23.15","","","","","","","","","","","",""
"2741652","","","","","","","","","","","","","189","189","189","23.222","23.222","23.222","","","","","","","","","","","",""
"2741730","","","","","","","","","","","","","190","190","190","23.106","23.106","23.106","","","","","","","","","","","",""
"2742977","","","","","","","233","233","233","23.026","23.026","23.026","","","","","","","","","","","","","","","","","",""
"2743665","","","","","","","","","","","","","183","183","183","23.124","23.124","23.124","","","","","","","","","","","",""
"2743892","","","","","","","","","","","","","","","","","","","195","195","195","23.069","23.069","23.069","","","","","",""
"2745049","258","258","258","22.811","22.811","22.811","","","","","","","","","","","","","","","","","","","","","","","",""
"2745144","","","","","","","208","208","208","22.956","22.956","22.956","","","","","","","","","","","","","","","","","",""
"2745415","260","260","260","22.811","22.811","22.811","","","","","","","","","","","","","","","","","","","","","","","",""
"2746223","","","","","","","","","","","","","192","192","192","23.013","23.013","23.013","","","","","","","","","","","",""
"2746311","","","","","","","191","191","191","23.187","23.187","23.187","","","","","","","","","","","","","","","","","",""
"2746613","","","","","","","","","","","","","","","","","","","192","192","192","23.04","23.04","23.04","","","","","",""
"2747164","","","","","","","253","253","253","22.886","22.886","22.886","","","","","","","","","","","","","","","","","",""
"2747393","","","","","","","","","","","","","253","253","253","22.908","22.908","22.908","","","","","","","","","","","",""
"2748208","","","","","","","260","260","260","23.103","23.103","23.103","","","","","","","","","","","","","","","","","",""
"2748308","","","","","","","","","","","","","189","189","189","23.207","23.207","23.207","","","","","","","","","","","",""
"2748785","","","","","","","","","","","","","186","186","186","23.1","23.1","23.1","","","","","","","","","","","",""
"2749540","","","","","","","","","","","","","189","189","189","23.096","23.096","23.096","","","","","","","","","","","",""
"2750256","","","","","","","193","193","193","23.05","23.05","23.05","","","","","","","","","","","","","","","","","",""
"2750774","249","249","249","22.847","22.847","22.847","","","","","","","","","","","","","","","","","","","","","","","",""
"2751348","","","","","","","","","","","","","186","186","186","23.102","23.102","23.102","","","","","","","","","","","",""
"2753468","","","","","","","","","","","","","","","","","","","189","189","189","23.249","23.249","23.249","","","","","",""
"2754804","","","","","","","234","234","234","23.129","23.129","23.129","","","","","","","","","","","","","","","","","",""
"2755538","259","259","259","22.853","22.853","22.853","","","","","","","","","","","","","","","","","","","","","","","",""
"2755728","","","","","","","","","","","","","189","189","189","23.281","23.281","23.281","","","","","","","","","","","",""
"2755933","261","261","261","22.948","22.948","22.948","","","","","","","","","","","","","","","","","","","","","","","",""
"2756167","","","","","","","","","","","","","190","190","190","23.148","23.148","23.148","","","","","","","","","","","",""
"2756211","","","","","","","","","","","","","191","191","191","23.128","23.128","23.128","","","","","","","","","","","",""
"2758042","","","","","","","254","254","254","22.926","22.926","22.926","","","","","","","","","","","","","","","","","",""
"2758166","","","","","","","209","209","209","23.114","23.114","23.114","","","","","","","","","","","","","","","","","",""
"2758216","","","","","","","","","","","","","","","","","","","196","196","196","23.088","23.088","23.088","","","","","",""
"2758616","","","","","","","","","","","","","254","254","254","23.051","23.051","23.051","","","","","","","","","","","",""
"2758878","","","","","","","261","261","261","23.08","23.08","23.08","","","","","","","","","","","","","","","","","",""
"2758984","","","","","","","","","","","","","184","184","184","23.119","23.119","23.119","","","","","","","","","","","",""
"2760761","","","","","","","","","","","","","193","193","193","23.044","23.044","23.044","","","","","","","","","","","",""
"2760980","","","","","","","192","192","192","23.083","23.083","23.083","","","","","","","","","","","","","","","","","",""
"2761173","","","","","","","","","","","","","","","","","","","193","193","193","23.083","23.083","23.083","","","","","",""
"2761888","250","250","250","22.666","22.666","22.666","","","","","","","","","","","","","","","","","","","","","","","",""
"2763136","","","","","","","","","","","","","190","190","190","23.164","23.164","23.164","","","","","","","","","","","",""
"2763260","","","","","","","","","","","","","187","187","187","23.26","23.26","23.26","","","","","","","","","","","",""
"2764075","","","","","","","","","","","","","190","190","190","23.083","23.083","23.083","","","","","","","","","","","",""
"2764140","","","","","","","194","194","194","23.21","23.21","23.21","","","","","","","","","","","","","","","","","",""
"2766157","260","260","260","22.712","22.712","22.712","","","","","","","","","","","","","","","","","","","","","","","",""
"2766283","262","262","262","22.577","22.577","22.577","","","","","","","","","","","","","","","","","","","","","","","",""
"2766687","","","","","","","235","235","235","23.054","23.054","23.054","","","","","","","","","","","","","","","","","",""
"2766781","","","","","","","","","","","","","187","187","187","23.178","23.178","23.178","","","","","","","","","","","",""
"2768304","","","","","","","","","","","","","","","","","","","190","190","190","23.234","23.234","23.234","","","","","",""
"2769043","","","","","","","255","255","255","22.999","22.999","22.999","","","","","","","","","","","","","","","","","",""
"2769084","","","","","","","","","","","","","255","255","255","22.948","22.948","22.948","","","","","","","","","","","",""
"2769259","","","","","","","262","262","262","22.894","22.894","22.894","","","","","","","","","","","","","","","","","",""
"2770124","","","","","","","","","","","","","190","190","190","23.228","23.228","23.228","","","","","","","","","","","",""
"2770568","","","","","","","","","","","","","191","191","191","23.098","23.098","23.098","","","","","","","","","","","",""
"2770696","","","","","","","","","","","","","192","192","192","23.039","23.039","23.039","","","","","","","","","","","",""
"2771532","","","","","","","210","210","210","23.182","23.182","23.182","","","","","","","","","","","","","","","","","",""
"2772563","251","251","251","22.754","22.754","22.754","","","","","","","","","","","","","","","","","","","","","","","",""
"2772639","","","","","","","","","","","","","","","","","","","197","197","197","23.173","23.173","23.173","","","","","",""
"2773945","","","","","","","","","","","","","185","185","185","23.119","23.119","23.119","","","","","","","","","","","",""
"2775243","","","","","","","193","193","193","22.888","22.888","22.888","","","","","","","","","","","","","","","","","",""
"2775290","","","","","","","","","","","","","194","194","194","23.176","23.176","23.176","","","","","","","","","","","",""
"2775846","","","","","","","","","","","","","","","","","","","194","194","194","23.203","23.203","23.203","","","","","",""
"2776593","263","263","263","22.721","22.721","22.721","","","","","","","","","","","","","","","","","","","","","","","",""
"2776890","261","261","261","22.884","22.884","22.884","","","","","","","","","","","","","","","","","","","","","","","",""
"2777632","","","","","","","","","","","","","191","191","191","23.16","23.16","23.16","","","","","","","","","","","",""
"2778243","","","","","","","195","195","195","23.023","23.023","23.023","","","","","","","","","","","","","","","","","",""
"2778301","","","","","","","","","","","","","188","188","188","23.208","23.208","23.208","","","","","","","","","","","",""
"2778414","","","","","","","236","236","236","23.203","23.203","23.203","","","","","","","","","","","","","","","","","",""
"2778495","","","","","","","","","","","","","191","191","191","23.204","23.204","23.204","","","","","","","","","","","",""
"2779617","","","","","","","256","256","256","23.082","23.082","23.082","","","","","","","","","","","","","","","","","",""
"2779923","","","","","","","263","263","263","22.762","22.762","22.762","","","","","","","","","","","","","","","","","",""
"2780067","","","","","","","","","","","","","256","256","256","23.116","23.116","23.116","","","","","","","","","","","",""
"2781596","","","","","","","","","","","","","188","188","188","23.289","23.289","23.289","","","","","","","","","","","",""
"2782955","","","","","","","211","211","211","23.067","23.067","23.067","","","","","","","","","","","","","","","","","",""
"2783095","","","","","","","","","","","","","","","","","","","191","191","191","23.247","23.247","23.247","","","","","",""
"2783749","252","252","252","22.865","22.865","22.865","","","","","","","","","","","","","","","","","","","","","","","",""
"2784815","","","","","","","","","","","","","191","191","191","23.254","23.254","23.254","","","","","","","","","","","",""
"2785044","","","","","","","","","","","","","192","192","192","23.038","23.038","23.038","","","","","","","","","","","",""
"2785479","","","","","","","","","","","","","193","193","193","22.985","22.985","22.985","","","","","","","","","","","",""
"2786939","","","","","","","","","","","","","","","","","","","198","198","198","23.172","23.172","23.172","","","","","",""
"2787111","264","264","264","22.778","22.778","22.778","","","","","","","","","","","","","","","","","","","","","","","",""
"2787382","262","262","262","22.679","22.679","22.679","","","","","","","","","","","","","","","","","","","","","","","",""
"2788892","","","","","","","","","","","","","186","186","186","23.085","23.085","23.085","","","","","","","","","","","",""
"2789596","","","","","","","194","194","194","23.143","23.143","23.143","","","","","","","","","","","","","","","","","",""
"2789611","","","","","","","","","","","","","195","195","195","23.033","23.033","23.033","","","","","","","","","","","",""
"2790171","","","","","","","237","237","237","23.133","23.133","23.133","","","","","","","","","","","","","","","","","",""
"2790259","","","","","","","","","","","","","257","257","257","23.138","23.138","23.138","","","","","","","","","","","",""
"2790315","","","","","","","257","257","257","23.079","23.079","23.079","","","","","","","","","","","","","","","","","",""
"2790346","","","","","","","264","264","264","22.97","22.97","22.97","","","","","","","","","","","","","","","","","",""
"2790802","","","","","","","","","","","","","","","","","","","195","195","195","23.07","23.07","23.07","","","","","",""
"2792155","","","","","","","","","","","","","192","192","192","23.026","23.026","23.026","","","","","","","","","","","",""
"2792444","","","","","","","196","196","196","23.014","23.014","23.014","","","","","","","","","","","","","","","","","",""
"2793266","","","","","","","","","","","","","189","189","189","23.186","23.186","23.186","","","","","","","","","","","",""
"2793466","","","","","","","","","","","","","192","192","192","23.022","23.022","23.022","","","","","","","","","","","",""
"2794382","","","","","","","212","212","212","23.071","23.071","23.071","","","","","","","","","","","","","","","","","",""
"2794934","253","253","253","22.808","22.808","22.808","","","","","","","","","","","","","","","","","","","","","","","",""
"2796781","","","","","","","","","","","","","189","189","189","23.154","23.154","23.154","","","","","","","","","","","",""
"2797796","265","265","265","22.673","22.673","22.673","","","","","","","","","","","","","","","","","","","","","","","",""
"2797875","","","","","","","","","","","","","","","","","","","192","192","192","23.144","23.144","23.144","","","","","",""
"2798055","263","263","263","22.714","22.714","22.714","","","","","","","","","","","","","","","","","","","","","","","",""
"2799216","","","","","","","","","","","","","193","193","193","22.986","22.986","22.986","","","","","","","","","","","",""
"2799399","","","","","","","","","","","","","192","192","192","23.084","23.084","23.084","","","","","","","","","","","",""
"2800236","","","","","","","","","","","","","258","258","258","23.077","23.077","23.077","","","","","","","","","","","",""
"2800278","","","","","","","","","","","","","194","194","194","23.166","23.166","23.166","","","","","","","","","","","",""
"2800751","","","","","","","265","265","265","22.762","22.762","22.762","","","","","","","","","","","","","","","","","",""
"2801298","","","","","","","258","258","258","23.023","23.023","23.023","","","","","","","","","","","","","","","","","",""
"2801591","","","","","","","","","","","","","","","","","","","199","199","199","23.133","23.133","23.133","","","","","",""
"2801850","","","","","","","238","238","238","23.098","23.098","23.098","","","","","","","","","","","","","","","","","",""
"2803610","","","","","","","195","195","195","23.042","23.042","23.042","","","","","","","","","","","","","","","","","",""
"2803735","","","","","","","","","","","","","187","187","187","23.316","23.316","23.316","","","","","","","","","","","",""
"2803949","","","","","","","","","","","","","196","196","196","23.149","23.149","23.149","","","","","","","","","","","",""
"2805242","","","","","","","","","","","","","","","","","","","196","196","196","23.127","23.127","23.127","","","","","",""
"2806126","","","","","","","213","213","213","23.103","23.103","23.103","","","","","","","","","","","","","","","","","",""
"2806221","254","254","254","22.933","22.933","22.933","","","","","","","","","","","","","","","","","","","","","","","",""
"2806587","","","","","","","197","197","197","23.096","23.096","23.096","","","","","","","","","","","","","","","","","",""
"2806667","","","","","","","","","","","","","193","193","193","23.057","23.057","23.057","","","","","","","","","","","",""
"2808082","","","","","","","","","","","","","193","193","193","23.007","23.007","23.007","","","","","","","","","","","",""
"2808161","","","","","","","","","","","","","190","190","190","23.209","23.209","23.209","","","","","","","","","","","",""
"2808443","266","266","266","22.715","22.715","22.715","","","","","","","","","","","","","","","","","","","","","","","",""
"2808771","264","264","264","22.83","22.83","22.83","","","","","","","","","","","","","","","","","","","","","","","",""
"2811004","","","","","","","","","","","","","259","259","259","23.107","23.107","23.107","","","","","","","","","","","",""
"2811331","","","","","","","266","266","266","22.93","22.93","22.93","","","","","","","","","","","","","","","","","",""
"2811762","","","","","","","","","","","","","190","190","190","23.176","23.176","23.176","","","","","","","","","","","",""
"2812023","","","","","","","259","259","259","23.06","23.06","23.06","","","","","","","","","","","","","","","","","",""
"2812570","","","","","","","","","","","","","","","","","","","193","193","193","23.087","23.087","23.087","","","","","",""
"2813004","","","","","","","","","","","","","194","194","194","23.196","23.196","23.196","","","","","","","","","","","",""
"2813646","","","","","","","239","239","239","23.08","23.08","23.08","","","","","","","","","","","","","","","","","",""
"2814666","","","","","","","","","","","","","193","193","193","23.061","23.061","23.061","","","","","","","","","","","",""
"2814927","","","","","","","","","","","","","195","195","195","23.025","23.025","23.025","","","","","","","","","","","",""
"2816101","","","","","","","","","","","","","","","","","","","200","200","200","23.26","23.26","23.26","","","","","",""
"2817253","255","255","255","22.954","22.954","22.954","","","","","","","","","","","","","","","","","","","","","","","",""
"2817768","","","","","","","214","214","214","23.136","23.136","23.136","","","","","","","","","","","","","","","","","",""
"2818172","","","","","","","","","","","","","197","197","197","23.238","23.238","23.238","","","","","","","","","","","",""
"2818447","","","","","","","196","196","196","23.028","23.028","23.028","","","","","","","","","","","","","","","","","",""
"2819005","267","267","267","22.751","22.751","22.751","","","","","","","","","","","","","","","","","","","","","","","",""
"2819072","","","","","","","","","","","","","188","188","188","23.277","23.277","23.277","","","","","","","","","","","",""
"2819233","265","265","265","22.743","22.743","22.743","","","","","","","","","","","","","","","","","","","","","","","",""
"2819500","","","","","","","","","","","","","","","","","","","197","197","197","23.134","23.134","23.134","","","","","",""
"2820538","","","","","","","198","198","198","23.081","23.081","23.081","","","","","","","","","","","","","","","","","",""
"2820838","","","","","","","","","","","","","260","260","260","23.124","23.124","23.124","","","","","","","","","","","",""
"2821228","","","","","","","","","","","","","194","194","194","23.163","23.163","23.163","","","","","","","","","","","",""
"2821904","","","","","","","267","267","267","22.825","22.825","22.825","","","","","","","","","","","","","","","","","",""
"2822850","","","","","","","260","260","260","23.02","23.02","23.02","","","","","","","","","","","","","","","","","",""
"2823293","","","","","","","","","","","","","194","194","194","23.226","23.226","23.226","","","","","","","","","","","",""
"2823535","","","","","","","","","","","","","191","191","191","23.234","23.234","23.234","","","","","","","","","","","",""
"2825285","","","","","","","240","240","240","23.04","23.04","23.04","","","","","","","","","","","","","","","","","",""
"2826395","","","","","","","","","","","","","191","191","191","23.225","23.225","23.225","","","","","","","","","","","",""
"2827620","","","","","","","","","","","","","","","","","","","194","194","194","23.304","23.304","23.304","","","","","",""
"2827911","","","","","","","","","","","","","195","195","195","23.074","23.074","23.074","","","","","","","","","","","",""
"2827999","256","256","256","22.786","22.786","22.786","","","","","","","","","","","","","","","","","","","","","","","",""
"2829252","","","","","","","","","","","","","196","196","196","23.107","23.107","23.107","","","","","","","","","","","",""
"2829334","268","268","268","22.588","22.588","22.588","","","","","","","","","","","","","","","","","","","","","","","",""
"2829380","","","","","","","","","","","","","194","194","194","23.263","23.263","23.263","","","","","","","","","","","",""
"2829555","","","","","","","215","215","215","23.071","23.071","23.071","","","","","","","","","","","","","","","","","",""
"2829876","266","266","266","22.826","22.826","22.826","","","","","","","","","","","","","","","","","","","","","","","",""
"2830557","","","","","","","","","","","","","","","","","","","201","201","201","23.213","23.213","23.213","","","","","",""
"2830956","","","","","","","","","","","","","261","261","261","23.119","23.119","23.119","","","","","","","","","","","",""
"2832521","","","","","","","268","268","268","22.839","22.839","22.839","","","","","","","","","","","","","","","","","",""
"2832958","","","","","","","","","","","","","198","198","198","23.082","23.082","23.082","","","","","","","","","","","",""
"2833402","","","","","","","261","261","261","23.053","23.053","23.053","","","","","","","","","","","","","","","","","",""
"2833510","","","","","","","197","197","197","23.056","23.056","23.056","","","","","","","","","","","","","","","","","",""
"2834142","","","","","","","","","","","","","","","","","","","198","198","198","23.104","23.104","23.104","","","","","",""
"2834252","","","","","","","","","","","","","189","189","189","23.143","23.143","23.143","","","","","","","","","","","",""
"2834388","","","","","","","199","199","199","23.054","23.054","23.054","","","","","","","","","","","","","","","","","",""
"2836234","","","","","","","","","","","","","195","195","195","23.088","23.088","23.088","","","","","","","","","","","",""
"2837256","","","","","","","241","241","241","23.044","23.044","23.044","","","","","","","","","","","","","","","","","",""
"2837964","","","","","","","","","","","","","195","195","195","22.986","22.986","22.986","","","","","","","","","","","",""
"2838631","","","","","","","","","","","","","192","192","192","23.023","23.023","23.023","","","","","","","","","","","",""
"2839223","257","257","257","22.909","22.909","22.909","","","","","","","","","","","","","","","","","","","","","","","",""
"2839727","269","269","269","22.714","22.714","22.714","","","","","","","","","","","","","","","","","","","","","","","",""
"2840350","267","267","267","22.773","22.773","22.773","","","","","","","","","","","","","","","","","","","","","","","",""
"2840518","","","","","","","","","","","","","262","262","262","22.972","22.972","22.972","","","","","","","","","","","",""
"2840911","","","","","","","216","216","216","23.184","23.184","23.184","","","","","","","","","","","","","","","","","",""
"2840996","","","","","","","","","","","","","192","192","192","23.097","23.097","23.097","","","","","","","","","","","",""
"2842426","","","","","","","","","","","","","","","","","","","195","195","195","23.174","23.174","23.174","","","","","",""
"2842613","","","","","","","","","","","","","196","196","196","23.132","23.132","23.132","","","","","","","","","","","",""
"2843115","","","","","","","269","269","269","23.005","23.005","23.005","","","","","","","","","","","","","","","","","",""
"2843822","","","","","","","","","","","","","197","197","197","23.057","23.057","23.057","","","","","","","","","","","",""
"2844021","","","","","","","","","","","","","195","195","195","23.015","23.015","23.015","","","","","","","","","","","",""
"2844117","","","","","","","262","262","262","22.832","22.832","22.832","","","","","","","","","","","","","","","","","",""
"2845019","","","","","","","","","","","","","","","","","","","202","202","202","23.259","23.259","23.259","","","","","",""
"2847554","","","","","","","","","","","","","199","199","199","23.14","23.14","23.14","","","","","","","","","","","",""
"2847630","","","","","","","198","198","198","23.032","23.032","23.032","","","","","","","","","","","","","","","","","",""
"2848471","","","","","","","200","200","200","23.186","23.186","23.186","","","","","","","","","","","","","","","","","",""
"2848589","","","","","","","","","","","","","","","","","","","199","199","199","23.177","23.177","23.177","","","","","",""
"2849102","","","","","","","242","242","242","23.091","23.091","23.091","","","","","","","","","","","","","","","","","",""
"2849190","","","","","","","","","","","","","190","190","190","23.205","23.205","23.205","","","","","","","","","","","",""
"2850156","270","270","270","22.945","22.945","22.945","","","","","","","","","","","","","","","","","","","","","","","",""
"2850248","258","258","258","22.858","22.858","22.858","","","","","","","","","","","","","","","","","","","","","","","",""
"2850746","","","","","","","","","","","","","196","196","196","23.099","23.099","23.099","","","","","","","","","","","",""
"2850956","268","268","268","22.662","22.662","22.662","","","","","","","","","","","","","","","","","","","","","","","",""
"2851343","","","","","","","","","","","","","263","263","263","22.896","22.896","22.896","","","","","","","","","","","",""
"2852249","","","","","","","217","217","217","22.925","22.925","22.925","","","","","","","","","","","","","","","","","",""
"2853291","","","","","","","","","","","","","196","196","196","23.139","23.139","23.139","","","","","","","","","","","",""
"2853658","","","","","","","","","","","","","193","193","193","23.085","23.085","23.085","","","","","","","","","","","",""
"2853803","","","","","","","270","270","270","23.087","23.087","23.087","","","","","","","","","","","","","","","","","",""
"2854706","","","","","","","263","263","263","22.839","22.839","22.839","","","","","","","","","","","","","","","","","",""
"2855836","","","","","","","","","","","","","193","193","193","23.07","23.07","23.07","","","","","","","","","","","",""
"2857010","","","","","","","","","","","","","197","197","197","23.137","23.137","23.137","","","","","","","","","","","",""
"2857551","","","","","","","","","","","","","","","","","","","196","196","196","23.258","23.258","23.258","","","","","",""
"2858243","","","","","","","","","","","","","198","198","198","23.088","23.088","23.088","","","","","","","","","","","",""
"2858372","","","","","","","","","","","","","196","196","196","23.087","23.087","23.087","","","","","","","","","","","",""
"2860200","","","","","","","","","","","","","","","","","","","203","203","203","23.105","23.105","23.105","","","","","",""
"2860924","271","271","271","22.722","22.722","22.722","","","","","","","","","","","","","","","","","","","","","","","",""
"2861154","","","","","","","243","243","243","23.058","23.058","23.058","","","","","","","","","","","","","","","","","",""
"2861185","269","269","269","22.757","22.757","22.757","","","","","","","","","","","","","","","","","","","","","","","",""
"2861249","259","259","259","22.859","22.859","22.859","","","","","","","","","","","","","","","","","","","","","","","",""
"2861656","","","","","","","199","199","199","23.177","23.177","23.177","","","","","","","","","","","","","","","","","",""
"2861959","","","","","","","","","","","","","264","264","264","23.123","23.123","23.123","","","","","","","","","","","",""
"2862436","","","","","","","201","201","201","23.013","23.013","23.013","","","","","","","","","","","","","","","","","",""
"2862465","","","","","","","","","","","","","200","200","200","23.174","23.174","23.174","","","","","","","","","","","",""
"2863379","","","","","","","","","","","","","","","","","","","200","200","200","23.219","23.219","23.219","","","","","",""
"2863871","","","","","","","218","218","218","23.059","23.059","23.059","","","","","","","","","","","","","","","","","",""
"2864209","","","","","","","","","","","","","191","191","191","23.192","23.192","23.192","","","","","","","","","","","",""
"2864540","","","","","","","271","271","271","22.903","22.903","22.903","","","","","","","","","","","","","","","","","",""
"2865524","","","","","","","","","","","","","197","197","197","23.125","23.125","23.125","","","","","","","","","","","",""
"2865616","","","","","","","264","264","264","23.054","23.054","23.054","","","","","","","","","","","","","","","","","",""
"2868166","","","","","","","","","","","","","197","197","197","23.182","23.182","23.182","","","","","","","","","","","",""
"2868565","","","","","","","","","","","","","194","194","194","23.246","23.246","23.246","","","","","","","","","","","",""
"2870924","","","","","","","","","","","","","194","194","194","23.152","23.152","23.152","","","","","","","","","","","",""
"2871496","","","","","","","","","","","","","198","198","198","23.111","23.111","23.111","","","","","","","","","","","",""
"2871552","272","272","272","22.749","22.749","22.749","","","","","","","","","","","","","","","","","","","","","","","",""
"2871893","270","270","270","22.896","22.896","22.896","","","","","","","","","","","","","","","","","","","","","","","",""
"2872238","","","","","","","","","","","","","265","265","265","22.969","22.969","22.969","","","","","","","","","","","",""
"2872252","","","","","","","","","","","","","","","","","","","197","197","197","23.198","23.198","23.198","","","","","",""
"2872357","260","260","260","22.893","22.893","22.893","","","","","","","","","","","","","","","","","","","","","","","",""
"2872832","","","","","","","244","244","244","23.092","23.092","23.092","","","","","","","","","","","","","","","","","",""
"2872854","","","","","","","","","","","","","199","199","199","23.064","23.064","23.064","","","","","","","","","","","",""
"2873088","","","","","","","","","","","","","197","197","197","23.181","23.181","23.181","","","","","","","","","","","",""
"2874684","","","","","","","","","","","","","","","","","","","204","204","204","23.198","23.198","23.198","","","","","",""
"2875158","","","","","","","272","272","272","23.069","23.069","23.069","","","","","","","","","","","","","","","","","",""
"2875196","","","","","","","219","219","219","23.052","23.052","23.052","","","","","","","","","","","","","","","","","",""
"2875745","","","","","","","200","200","200","23.277","23.277","23.277","","","","","","","","","","","","","","","","","",""
"2876396","","","","","","","202","202","202","23.227","23.227","23.227","","","","","","","","","","","","","","","","","",""
"2876561","","","","","","","265","265","265","23.075","23.075","23.075","","","","","","","","","","","","","","","","","",""
"2877158","","","","","","","","","","","","","201","201","201","23.074","23.074","23.074","","","","","","","","","","","",""
"2878059","","","","","","","","","","","","","","","","","","","201","201","201","23.158","23.158","23.158","","","","","",""
"2879166","","","","","","","","","","","","","192","192","192","22.984","22.984","22.984","","","","","","","","","","","",""
"2880112","","","","","","","","","","","","","198","198","198","22.972","22.972","22.972","","","","","","","","","","","",""
"2882134","273","273","273","22.804","22.804","22.804","","","","","","","","","","","","","","","","","","","","","","","",""
