"num_samples","num_thread: 5 (threads: partner IQL) - _step","num_thread: 5 (threads: partner IQL) - _step__MIN","num_thread: 5 (threads: partner IQL) - _step__MAX","num_thread: 5 (threads: partner IQL) - score","num_thread: 5 (threads: partner IQL) - score__MIN","num_thread: 5 (threads: partner IQL) - score__MAX","num_thread: 10 (threads: partner IQL) - _step","num_thread: 10 (threads: partner IQL) - _step__MIN","num_thread: 10 (threads: partner IQL) - _step__MAX","num_thread: 10 (threads: partner IQL) - score","num_thread: 10 (threads: partner IQL) - score__MIN","num_thread: 10 (threads: partner IQL) - score__MAX","num_thread: 20 (threads: partner IQL) - _step","num_thread: 20 (threads: partner IQL) - _step__MIN","num_thread: 20 (threads: partner IQL) - _step__MAX","num_thread: 20 (threads: partner IQL) - score","num_thread: 20 (threads: partner IQL) - score__MIN","num_thread: 20 (threads: partner IQL) - score__MAX","num_thread: 40 (threads: partner IQL) - _step","num_thread: 40 (threads: partner IQL) - _step__MIN","num_thread: 40 (threads: partner IQL) - _step__MAX","num_thread: 40 (threads: partner IQL) - score","num_thread: 40 (threads: partner IQL) - score__MIN","num_thread: 40 (threads: partner IQL) - score__MAX","num_thread: 80 (threads: partner IQL) - _step","num_thread: 80 (threads: partner IQL) - _step__MIN","num_thread: 80 (threads: partner IQL) - _step__MAX","num_thread: 80 (threads: partner IQL) - score","num_thread: 80 (threads: partner IQL) - score__MIN","num_thread: 80 (threads: partner IQL) - score__MAX","num_thread: 120 (threads: partner IQL) - _step","num_thread: 120 (threads: partner IQL) - _step__MIN","num_thread: 120 (threads: partner IQL) - _step__MAX","num_thread: 120 (threads: partner IQL) - score","num_thread: 120 (threads: partner IQL) - score__MIN","num_thread: 120 (threads: partner IQL) - score__MAX","num_thread: 160 (threads: partner IQL) - _step","num_thread: 160 (threads: partner IQL) - _step__MIN","num_thread: 160 (threads: partner IQL) - _step__MAX","num_thread: 160 (threads: partner IQL) - score","num_thread: 160 (threads: partner IQL) - score__MIN","num_thread: 160 (threads: partner IQL) - score__MAX"
"1927729","","","","","","","","","","","","","","","","","","","68","68","68","23.116","23.116","23.116","","","","","","","","","","","","","","","","","",""
"1928364","","","","","","","301","301","301","22.587","22.587","22.587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1928763","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","32","32","22.798","22.798","22.798","","","","","",""
"1929145","","","","","","","308","308","308","22.784","22.784","22.784","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1931159","","","","","","","","","","","","","136","136","136","22.991","22.991","22.991","","","","","","","","","","","","","","","","","","","","","","","",""
"1931549","","","","","","","359","359","359","22.42","22.42","22.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1931671","","","","","","","","","","","","","129","129","129","23.005","23.005","23.005","","","","","","","","","","","","","","","","","","","","","","","",""
"1932154","","","","","","","","","","","","","133","133","133","23.061","23.061","23.061","","","","","","","","","","","","","","","","","","","","","","","",""
"1932228","","","","","","","","","","","","","","","","","","","","","","","","","48","48","48","23.142","23.142","23.142","","","","","","","","","","","",""
"1933378","","","","","","","","","","","","","133","133","133","23.089","23.089","23.089","","","","","","","","","","","","","","","","","","","","","","","",""
"1934171","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","22.925","22.925","22.925","","","","","","","","","","","",""
"1934752","","","","","","","302","302","302","22.795","22.795","22.795","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1935273","","","","","","","309","309","309","22.556","22.556","22.556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1935923","","","","","","","","","","","","","","","","","","","67","67","67","23.03","23.03","23.03","","","","","","","","","","","","","","","","","",""
"1936867","","","","","","","360","360","360","22.447","22.447","22.447","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1937108","","","","","","","","","","","","","132","132","132","23.085","23.085","23.085","","","","","","","","","","","","","","","","","","","","","","","",""
"1937706","","","","","","","","","","","","","179","179","179","23.019","23.019","23.019","","","","","","","","","","","","","","","","","","","","","","","",""
"1939340","","","","","","","","","","","","","","","","","","","98","98","98","23.166","23.166","23.166","","","","","","","","","","","","","","","","","",""
"1941110","","","","","","","","","","","","","135","135","135","23.032","23.032","23.032","","","","","","","","","","","","","","","","","","","","","","","",""
"1941138","","","","","","","303","303","303","22.664","22.664","22.664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1941497","","","","","","","310","310","310","22.689","22.689","22.689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1942132","","","","","","","361","361","361","22.479","22.479","22.479","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1945878","","","","","","","","","","","","","137","137","137","22.93","22.93","22.93","","","","","","","","","","","","","","","","","","","","","","","",""
"1946499","","","","","","","","","","","","","130","130","130","23.26","23.26","23.26","","","","","","","","","","","","","","","","","","","","","","","",""
"1946938","","","","","","","","","","","","","134","134","134","23.103","23.103","23.103","","","","","","","","","","","","","","","","","","","","","","","",""
"1947396","","","","","","","362","362","362","22.456","22.456","22.456","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1947464","","","","","","","304","304","304","22.717","22.717","22.717","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1947507","","","","","","","311","311","311","22.706","22.706","22.706","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1947882","","","","","","","","","","","","","134","134","134","23.01","23.01","23.01","","","","","","","","","","","","","","","","","","","","","","","",""
"1948711","","","","","","","","","","","","","180","180","180","22.881","22.881","22.881","","","","","","","","","","","","","","","","","","","","","","","",""
"1949762","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","67","67","22.877","22.877","22.877","","","","","",""
"1952316","","","","","","","","","","","","","133","133","133","23.054","23.054","23.054","","","","","","","","","","","","","","","","","","","","","","","",""
"1952589","","","","","","","363","363","363","22.344","22.344","22.344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1953716","","","","","","","312","312","312","22.703","22.703","22.703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1953795","","","","","","","305","305","305","22.655","22.655","22.655","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1955715","","","","","","","","","","","","","136","136","136","22.918","22.918","22.918","","","","","","","","","","","","","","","","","","","","","","","",""
"1956928","","","","","","","","","","","","","","","","","","","69","69","69","23.157","23.157","23.157","","","","","","","","","","","","","","","","","",""
"1958006","","","","","","","364","364","364","22.476","22.476","22.476","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1959167","","","","","","","","","","","","","","","","","","","99","99","99","23.011","23.011","23.011","","","","","","","","","","","","","","","","","",""
"1959759","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","28","28","22.671","22.671","22.671"
"1959923","","","","","","","313","313","313","22.754","22.754","22.754","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1960003","","","","","","","","","","","","","181","181","181","23.061","23.061","23.061","","","","","","","","","","","","","","","","","","","","","","","",""
"1960252","","","","","","","306","306","306","22.784","22.784","22.784","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1960635","","","","","","","","","","","","","138","138","138","23.053","23.053","23.053","","","","","","","","","","","","","","","","","","","","","","","",""
"1961288","","","","","","","","","","","","","135","135","135","23.034","23.034","23.034","","","","","","","","","","","","","","","","","","","","","","","",""
"1961851","","","","","","","","","","","","","131","131","131","23.059","23.059","23.059","","","","","","","","","","","","","","","","","","","","","","","",""
"1962520","","","","","","","","","","","","","135","135","135","23.101","23.101","23.101","","","","","","","","","","","","","","","","","","","","","","","",""
"1963265","","","","","","","365","365","365","22.427","22.427","22.427","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1964333","","","","","","","","","","","","","","","","","","","68","68","68","23.001","23.001","23.001","","","","","","","","","","","","","","","","","",""
"1966184","","","","","","","314","314","314","22.722","22.722","22.722","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1966569","","","","","","","307","307","307","22.665","22.665","22.665","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1966884","","","","","","","","","","","","","134","134","134","23.074","23.074","23.074","","","","","","","","","","","","","","","","","","","","","","","",""
"1967963","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","23.059","23.059","23.059","","","","","","","","","","","",""
"1968610","","","","","","","366","366","366","22.491","22.491","22.491","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1969366","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","41","41","22.929","22.929","22.929"
"1969854","","","","","","","","","","","","","","","","","","","","","","","","","43","43","43","22.911","22.911","22.911","","","","","","","","","","","",""
"1970421","","","","","","","","","","","","","137","137","137","22.966","22.966","22.966","","","","","","","","","","","","","","","","","","","","","","","",""
"1971243","","","","","","","","","","","","","182","182","182","23.088","23.088","23.088","","","","","","","","","","","","","","","","","","","","","","","",""
"1972263","","","","","","","","","","","","","","","","","","","","","","","","","49","49","49","22.994","22.994","22.994","","","","","","","","","","","",""
"1972330","","","","","","","315","315","315","22.753","22.753","22.753","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1972903","","","","","","","308","308","308","22.621","22.621","22.621","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1973951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","27","27","22.731","22.731","22.731"
"1973968","","","","","","","367","367","367","22.337","22.337","22.337","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1975283","","","","","","","","","","","","","139","139","139","23.013","23.013","23.013","","","","","","","","","","","","","","","","","","","","","","","",""
"1976036","","","","","","","","","","","","","136","136","136","22.957","22.957","22.957","","","","","","","","","","","","","","","","","","","","","","","",""
"1976062","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","68","68","23.04","23.04","23.04","","","","","",""
"1976977","","","","","","","","","","","","","132","132","132","23.127","23.127","23.127","","","","","","","","","","","","","","","","","","","","","","","",""
"1977156","","","","","","","","","","","","","136","136","136","23.071","23.071","23.071","","","","","","","","","","","","","","","","","","","","","","","",""
"1978569","","","","","","","316","316","316","22.611","22.611","22.611","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1979123","","","","","","","","","","","","","","","","","","","100","100","100","23.153","23.153","23.153","","","","","","","","","","","","","","","","","",""
"1979195","","","","","","","309","309","309","22.504","22.504","22.504","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1979273","","","","","","","368","368","368","22.443","22.443","22.443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1979337","","","","","","","","","","","","","","","","","","","","","","","","","45","45","45","23.06","23.06","23.06","","","","","","","","","","","",""
"1981567","","","","","","","","","","","","","135","135","135","22.958","22.958","22.958","","","","","","","","","","","","","","","","","","","","","","","",""
"1982331","","","","","","","","","","","","","183","183","183","22.904","22.904","22.904","","","","","","","","","","","","","","","","","","","","","","","",""
"1984556","","","","","","","369","369","369","22.48","22.48","22.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1984764","","","","","","","317","317","317","22.741","22.741","22.741","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1984917","","","","","","","","","","","","","138","138","138","23.039","23.039","23.039","","","","","","","","","","","","","","","","","","","","","","","",""
"1985595","","","","","","","310","310","310","22.751","22.751","22.751","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1986365","","","","","","","","","","","","","","","","","","","70","70","70","23.132","23.132","23.132","","","","","","","","","","","","","","","","","",""
"1987646","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","33","33","22.901","22.901","22.901","","","","","",""
"1989871","","","","","","","370","370","370","22.446","22.446","22.446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1990030","","","","","","","","","","","","","140","140","140","23.199","23.199","23.199","","","","","","","","","","","","","","","","","","","","","","","",""
"1990595","","","","","","","","","","","","","137","137","137","23.029","23.029","23.029","","","","","","","","","","","","","","","","","","","","","","","",""
"1990906","","","","","","","318","318","318","22.662","22.662","22.662","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1991632","","","","","","","","","","","","","137","137","137","23.109","23.109","23.109","","","","","","","","","","","","","","","","","","","","","","","",""
"1992094","","","","","","","311","311","311","22.651","22.651","22.651","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1992109","","","","","","","","","","","","","133","133","133","23.036","23.036","23.036","","","","","","","","","","","","","","","","","","","","","","","",""
"1993351","","","","","","","","","","","","","","","","","","","69","69","69","23.082","23.082","23.082","","","","","","","","","","","","","","","","","",""
"1993481","","","","","","","","","","","","","184","184","184","23.012","23.012","23.012","","","","","","","","","","","","","","","","","","","","","","","",""
"1995171","","","","","","","371","371","371","22.403","22.403","22.403","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1996443","","","","","","","","","","","","","136","136","136","23.065","23.065","23.065","","","","","","","","","","","","","","","","","","","","","","","",""
"1997270","","","","","","","319","319","319","22.695","22.695","22.695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1998541","","","","","","","312","312","312","22.636","22.636","22.636","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1998682","","","","","","","","","","","","","","","","","","","101","101","101","23.119","23.119","23.119","","","","","","","","","","","","","","","","","",""
"1999386","","","","","","","","","","","","","139","139","139","23.026","23.026","23.026","","","","","","","","","","","","","","","","","","","","","","","",""
"2000548","","","","","","","372","372","372","22.446","22.446","22.446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2003676","","","","","","","320","320","320","22.455","22.455","22.455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2004298","","","","","","","","","","","","","185","185","185","22.931","22.931","22.931","","","","","","","","","","","","","","","","","","","","","","","",""
"2004767","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","69","69","23.121","23.121","23.121","","","","","",""
"2004902","","","","","","","","","","","","","141","141","141","22.948","22.948","22.948","","","","","","","","","","","","","","","","","","","","","","","",""
"2004915","","","","","","","313","313","313","22.738","22.738","22.738","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005117","","","","","","","","","","","","","138","138","138","23.074","23.074","23.074","","","","","","","","","","","","","","","","","","","","","","","",""
"2005888","","","","","","","373","373","373","22.374","22.374","22.374","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2006101","","","","","","","","","","","","","138","138","138","23.038","23.038","23.038","","","","","","","","","","","","","","","","","","","","","","","",""
"2007175","","","","","","","","","","","","","134","134","134","23.103","23.103","23.103","","","","","","","","","","","","","","","","","","","","","","","",""
"2009979","","","","","","","321","321","321","22.682","22.682","22.682","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2011180","","","","","","","374","374","374","22.516","22.516","22.516","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2011310","","","","","","","314","314","314","22.772","22.772","22.772","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2011837","","","","","","","","","","","","","137","137","137","23.025","23.025","23.025","","","","","","","","","","","","","","","","","","","","","","","",""
"2012179","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","23.085","23.085","23.085","","","","","","","","","","","",""
"2012530","","","","","","","","","","","","","","","","","","","","","","","","","50","50","50","22.994","22.994","22.994","","","","","","","","","","","",""
"2013760","","","","","","","","","","","","","140","140","140","23.158","23.158","23.158","","","","","","","","","","","","","","","","","","","","","","","",""
"2014205","","","","","","","","","","","","","","","","","","","","","","","","","45","45","45","22.929","22.929","22.929","","","","","","","","","","","",""
"2014470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","22.903","22.903","22.903"
"2015047","","","","","","","","","","","","","","","","","","","71","71","71","23.084","23.084","23.084","","","","","","","","","","","","","","","","","",""
"2015684","","","","","","","","","","","","","186","186","186","23.114","23.114","23.114","","","","","","","","","","","","","","","","","","","","","","","",""
"2016217","","","","","","","322","322","322","22.857","22.857","22.857","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016492","","","","","","","375","375","375","22.458","22.458","22.458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017746","","","","","","","315","315","315","22.651","22.651","22.651","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018784","","","","","","","","","","","","","","","","","","","102","102","102","23.12","23.12","23.12","","","","","","","","","","","","","","","","","",""
"2019583","","","","","","","","","","","","","139","139","139","23.071","23.071","23.071","","","","","","","","","","","","","","","","","","","","","","","",""
"2019619","","","","","","","","","","","","","142","142","142","23.081","23.081","23.081","","","","","","","","","","","","","","","","","","","","","","","",""
"2021041","","","","","","","","","","","","","139","139","139","23.024","23.024","23.024","","","","","","","","","","","","","","","","","","","","","","","",""
"2021778","","","","","","","376","376","376","22.655","22.655","22.655","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022079","","","","","","","","","","","","","135","135","135","23.147","23.147","23.147","","","","","","","","","","","","","","","","","","","","","","","",""
"2022365","","","","","","","","","","","","","","","","","","","70","70","70","23.105","23.105","23.105","","","","","","","","","","","","","","","","","",""
"2022461","","","","","","","323","323","323","22.626","22.626","22.626","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024153","","","","","","","316","316","316","22.641","22.641","22.641","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024704","","","","","","","","","","","","","","","","","","","","","","","","","46","46","46","22.851","22.851","22.851","","","","","","","","","","","",""
"2026769","","","","","","","","","","","","","138","138","138","23.186","23.186","23.186","","","","","","","","","","","","","","","","","","","","","","","",""
"2027096","","","","","","","377","377","377","22.546","22.546","22.546","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2027170","","","","","","","","","","","","","187","187","187","23.001","23.001","23.001","","","","","","","","","","","","","","","","","","","","","","","",""
"2028306","","","","","","","","","","","","","141","141","141","23.014","23.014","23.014","","","","","","","","","","","","","","","","","","","","","","","",""
"2028777","","","","","","","324","324","324","22.633","22.633","22.633","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2029932","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","29","29","22.737","22.737","22.737"
"2030457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","70","70","23.152","23.152","23.152","","","","","",""
"2030482","","","","","","","317","317","317","22.775","22.775","22.775","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2032405","","","","","","","378","378","378","22.323","22.323","22.323","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2033940","","","","","","","","","","","","","140","140","140","23.159","23.159","23.159","","","","","","","","","","","","","","","","","","","","","","","",""
"2033978","","","","","","","","","","","","","143","143","143","23.145","23.145","23.145","","","","","","","","","","","","","","","","","","","","","","","",""
"2035007","","","","","","","325","325","325","22.547","22.547","22.547","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2035287","","","","","","","","","","","","","140","140","140","23.182","23.182","23.182","","","","","","","","","","","","","","","","","","","","","","","",""
"2036827","","","","","","","318","318","318","22.716","22.716","22.716","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2037472","","","","","","","","","","","","","136","136","136","23.103","23.103","23.103","","","","","","","","","","","","","","","","","","","","","","","",""
"2037572","","","","","","","379","379","379","22.41","22.41","22.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2038359","","","","","","","","","","","","","188","188","188","23.016","23.016","23.016","","","","","","","","","","","","","","","","","","","","","","","",""
"2038844","","","","","","","","","","","","","","","","","","","103","103","103","23.161","23.161","23.161","","","","","","","","","","","","","","","","","",""
"2041178","","","","","","","326","326","326","22.599","22.599","22.599","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2042103","","","","","","","","","","","","","139","139","139","23.049","23.049","23.049","","","","","","","","","","","","","","","","","","","","","","","",""
"2042686","","","","","","","","","","","","","142","142","142","23.031","23.031","23.031","","","","","","","","","","","","","","","","","","","","","","","",""
"2042816","","","","","","","380","380","380","22.556","22.556","22.556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2043256","","","","","","","319","319","319","22.677","22.677","22.677","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2043789","","","","","","","","","","","","","","","","","","","72","72","72","23.007","23.007","23.007","","","","","","","","","","","","","","","","","",""
"2045455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","28","28","22.78","22.78","22.78"
"2046558","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","34","34","22.895","22.895","22.895","","","","","",""
"2047367","","","","","","","327","327","327","22.743","22.743","22.743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2047997","","","","","","","381","381","381","22.552","22.552","22.552","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2048158","","","","","","","","","","","","","141","141","141","23.104","23.104","23.104","","","","","","","","","","","","","","","","","","","","","","","",""
"2048479","","","","","","","","","","","","","144","144","144","23.038","23.038","23.038","","","","","","","","","","","","","","","","","","","","","","","",""
"2049562","","","","","","","","","","","","","189","189","189","22.981","22.981","22.981","","","","","","","","","","","","","","","","","","","","","","","",""
"2049740","","","","","","","320","320","320","22.718","22.718","22.718","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2049982","","","","","","","","","","","","","141","141","141","22.935","22.935","22.935","","","","","","","","","","","","","","","","","","","","","","","",""
"2050736","","","","","","","","","","","","","","","","","","","71","71","71","22.987","22.987","22.987","","","","","","","","","","","","","","","","","",""
"2052062","","","","","","","","","","","","","137","137","137","23.035","23.035","23.035","","","","","","","","","","","","","","","","","","","","","","","",""
"2053274","","","","","","","382","382","382","22.449","22.449","22.449","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2053596","","","","","","","328","328","328","22.497","22.497","22.497","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2053776","","","","","","","","","","","","","","","","","","","","","","","","","51","51","51","23.043","23.043","23.043","","","","","","","","","","","",""
"2056118","","","","","","","321","321","321","22.728","22.728","22.728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2056218","","","","","","","","","","","","","","","","","","","","","","","","","45","45","45","22.967","22.967","22.967","","","","","","","","","","","",""
"2056879","","","","","","","","","","","","","143","143","143","23.082","23.082","23.082","","","","","","","","","","","","","","","","","","","","","","","",""
"2057110","","","","","","","","","","","","","140","140","140","23.143","23.143","23.143","","","","","","","","","","","","","","","","","","","","","","","",""
"2057153","","","","","","","","","","","","","","","","","","","","","","","","","46","46","46","22.945","22.945","22.945","","","","","","","","","","","",""
"2057394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","71","71","22.985","22.985","22.985","","","","","",""
"2058535","","","","","","","383","383","383","22.539","22.539","22.539","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2058908","","","","","","","","","","","","","","","","","","","104","104","104","23.305","23.305","23.305","","","","","","","","","","","","","","","","","",""
"2059860","","","","","","","329","329","329","22.71","22.71","22.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2060637","","","","","","","","","","","","","190","190","190","23.124","23.124","23.124","","","","","","","","","","","","","","","","","","","","","","","",""
"2061111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","43","43","22.921","22.921","22.921"
"2062437","","","","","","","322","322","322","22.743","22.743","22.743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2062494","","","","","","","","","","","","","142","142","142","23.229","23.229","23.229","","","","","","","","","","","","","","","","","","","","","","","",""
"2063271","","","","","","","","","","","","","145","145","145","23.11","23.11","23.11","","","","","","","","","","","","","","","","","","","","","","","",""
"2063785","","","","","","","384","384","384","22.504","22.504","22.504","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2064436","","","","","","","","","","","","","142","142","142","23.022","23.022","23.022","","","","","","","","","","","","","","","","","","","","","","","",""
"2066110","","","","","","","330","330","330","22.673","22.673","22.673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2067021","","","","","","","","","","","","","138","138","138","23.147","23.147","23.147","","","","","","","","","","","","","","","","","","","","","","","",""
"2068711","","","","","","","323","323","323","22.666","22.666","22.666","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2068986","","","","","","","","","","","","","","","","","","","","","","","","","47","47","47","22.904","22.904","22.904","","","","","","","","","","","",""
"2069057","","","","","","","385","385","385","22.536","22.536","22.536","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2071194","","","","","","","","","","","","","144","144","144","23.078","23.078","23.078","","","","","","","","","","","","","","","","","","","","","","","",""
"2071927","","","","","","","","","","","","","191","191","191","23.084","23.084","23.084","","","","","","","","","","","","","","","","","","","","","","","",""
"2072112","","","","","","","","","","","","","141","141","141","22.966","22.966","22.966","","","","","","","","","","","","","","","","","","","","","","","",""
"2072167","","","","","","","331","331","331","22.726","22.726","22.726","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2072506","","","","","","","","","","","","","","","","","","","73","73","73","23.047","23.047","23.047","","","","","","","","","","","","","","","","","",""
"2074339","","","","","","","386","386","386","22.406","22.406","22.406","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2075017","","","","","","","324","324","324","22.725","22.725","22.725","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2076927","","","","","","","","","","","","","143","143","143","23.08","23.08","23.08","","","","","","","","","","","","","","","","","","","","","","","",""
"2077653","","","","","","","","","","","","","146","146","146","23.167","23.167","23.167","","","","","","","","","","","","","","","","","","","","","","","",""
"2078296","","","","","","","332","332","332","22.589","22.589","22.589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2078706","","","","","","","","","","","","","143","143","143","23.064","23.064","23.064","","","","","","","","","","","","","","","","","","","","","","","",""
"2079009","","","","","","","","","","","","","","","","","","","105","105","105","23.123","23.123","23.123","","","","","","","","","","","","","","","","","",""
"2079571","","","","","","","387","387","387","22.401","22.401","22.401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2079736","","","","","","","","","","","","","","","","","","","72","72","72","23.051","23.051","23.051","","","","","","","","","","","","","","","","","",""
"2081441","","","","","","","325","325","325","22.657","22.657","22.657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2082378","","","","","","","","","","","","","139","139","139","23.032","23.032","23.032","","","","","","","","","","","","","","","","","","","","","","","",""
"2082773","","","","","","","","","","","","","192","192","192","22.897","22.897","22.897","","","","","","","","","","","","","","","","","","","","","","","",""
"2084526","","","","","","","333","333","333","22.524","22.524","22.524","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2084830","","","","","","","388","388","388","22.607","22.607","22.607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2085870","","","","","","","","","","","","","145","145","145","23.048","23.048","23.048","","","","","","","","","","","","","","","","","","","","","","","",""
"2085960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","72","72","23.021","23.021","23.021","","","","","",""
"2087420","","","","","","","","","","","","","142","142","142","23.107","23.107","23.107","","","","","","","","","","","","","","","","","","","","","","","",""
"2087745","","","","","","","326","326","326","22.747","22.747","22.747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2090029","","","","","","","389","389","389","22.583","22.583","22.583","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2090629","","","","","","","334","334","334","22.726","22.726","22.726","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2091532","","","","","","","","","","","","","144","144","144","23.027","23.027","23.027","","","","","","","","","","","","","","","","","","","","","","","",""
"2092205","","","","","","","","","","","","","147","147","147","23.122","23.122","23.122","","","","","","","","","","","","","","","","","","","","","","","",""
