"num_samples","replay_buffer_size: 50000 (Replay size: partner OBL5) - _step","replay_buffer_size: 50000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 50000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 50000 (Replay size: partner OBL5) - score","replay_buffer_size: 50000 (Replay size: partner OBL5) - score__MIN","replay_buffer_size: 50000 (Replay size: partner OBL5) - score__MAX","replay_buffer_size: 100000 (Replay size: partner OBL5) - _step","replay_buffer_size: 100000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 100000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 100000 (Replay size: partner OBL5) - score","replay_buffer_size: 100000 (Replay size: partner OBL5) - score__MIN","replay_buffer_size: 100000 (Replay size: partner OBL5) - score__MAX","replay_buffer_size: 150000 (Replay size: partner OBL5) - _step","replay_buffer_size: 150000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 150000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 150000 (Replay size: partner OBL5) - score","replay_buffer_size: 150000 (Replay size: partner OBL5) - score__MIN","replay_buffer_size: 150000 (Replay size: partner OBL5) - score__MAX","replay_buffer_size: 200000 (Replay size: partner OBL5) - _step","replay_buffer_size: 200000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 200000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 200000 (Replay size: partner OBL5) - score","replay_buffer_size: 200000 (Replay size: partner OBL5) - score__MIN","replay_buffer_size: 200000 (Replay size: partner OBL5) - score__MAX"
"5268225","","","","","","","379","379","379","22.846","22.846","22.846","","","","","","","","","","","",""
"5268660","","","","","","","","","","","","","","","","","","","482","482","482","22.744","22.744","22.744"
"5270768","","","","","","","","","","","","","386","386","386","23.059","23.059","23.059","","","","","",""
"5274154","","","","","","","394","394","394","22.914","22.914","22.914","","","","","","","","","","","",""
"5275555","","","","","","","385","385","385","22.728","22.728","22.728","","","","","","","","","","","",""
"5275719","","","","","","","","","","","","","386","386","386","22.687","22.687","22.687","","","","","",""
"5275890","401","401","401","22.837","22.837","22.837","","","","","","","","","","","","","","","","","",""
"5276090","","","","","","","389","389","389","22.868","22.868","22.868","","","","","","","","","","","",""
"5277765","","","","","","","396","396","396","22.822","22.822","22.822","","","","","","","","","","","",""
"5278782","","","","","","","394","394","394","22.924","22.924","22.924","","","","","","","","","","","",""
"5279633","","","","","","","","","","","","","","","","","","","483","483","483","22.524","22.524","22.524"
"5280300","","","","","","","384","384","384","22.936","22.936","22.936","","","","","","","","","","","",""
"5280625","","","","","","","","","","","","","392","392","392","22.895","22.895","22.895","","","","","",""
"5281182","396","396","396","22.942","22.942","22.942","","","","","","","","","","","","","","","","","",""
"5281856","378","378","378","22.717","22.717","22.717","","","","","","","","","","","","","","","","","",""
"5281999","","","","","","","380","380","380","22.834","22.834","22.834","","","","","","","","","","","",""
"5284820","","","","","","","","","","","","","387","387","387","22.865","22.865","22.865","","","","","",""
"5287670","","","","","","","395","395","395","22.901","22.901","22.901","","","","","","","","","","","",""
"5289194","402","402","402","22.777","22.777","22.777","","","","","","","","","","","","","","","","","",""
"5289798","","","","","","","390","390","390","22.739","22.739","22.739","","","","","","","","","","","",""
"5289896","","","","","","","386","386","386","22.937","22.937","22.937","","","","","","","","","","","",""
"5290058","","","","","","","","","","","","","","","","","","","484","484","484","22.53","22.53","22.53"
"5290191","","","","","","","","","","","","","387","387","387","22.764","22.764","22.764","","","","","",""
"5291173","","","","","","","397","397","397","22.812","22.812","22.812","","","","","","","","","","","",""
"5292287","","","","","","","395","395","395","22.866","22.866","22.866","","","","","","","","","","","",""
"5294238","","","","","","","385","385","385","22.801","22.801","22.801","","","","","","","","","","","",""
"5294358","","","","","","","","","","","","","393","393","393","22.76","22.76","22.76","","","","","",""
"5295281","397","397","397","22.75","22.75","22.75","","","","","","","","","","","","","","","","","",""
"5295491","379","379","379","22.974","22.974","22.974","","","","","","","","","","","","","","","","","",""
"5295987","","","","","","","381","381","381","22.71","22.71","22.71","","","","","","","","","","","",""
"5298566","","","","","","","","","","","","","388","388","388","22.916","22.916","22.916","","","","","",""
"5301209","","","","","","","396","396","396","22.794","22.794","22.794","","","","","","","","","","","",""
"5301295","","","","","","","","","","","","","","","","","","","485","485","485","22.618","22.618","22.618"
"5302976","403","403","403","22.881","22.881","22.881","","","","","","","","","","","","","","","","","",""
"5303127","","","","","","","391","391","391","22.784","22.784","22.784","","","","","","","","","","","",""
"5303762","","","","","","","387","387","387","23.046","23.046","23.046","","","","","","","","","","","",""
"5304389","","","","","","","398","398","398","22.677","22.677","22.677","","","","","","","","","","","",""
"5305426","","","","","","","","","","","","","388","388","388","23.1","23.1","23.1","","","","","",""
"5305679","","","","","","","396","396","396","22.739","22.739","22.739","","","","","","","","","","","",""
"5307625","","","","","","","","","","","","","394","394","394","22.844","22.844","22.844","","","","","",""
"5308124","","","","","","","386","386","386","22.883","22.883","22.883","","","","","","","","","","","",""
"5309266","398","398","398","22.69","22.69","22.69","","","","","","","","","","","","","","","","","",""
"5309740","380","380","380","22.799","22.799","22.799","","","","","","","","","","","","","","","","","",""
"5309919","","","","","","","382","382","382","22.824","22.824","22.824","","","","","","","","","","","",""
"5311659","","","","","","","","","","","","","","","","","","","486","486","486","22.466","22.466","22.466"
"5312421","","","","","","","","","","","","","389","389","389","22.933","22.933","22.933","","","","","",""
"5314720","","","","","","","397","397","397","22.742","22.742","22.742","","","","","","","","","","","",""
"5316583","404","404","404","22.784","22.784","22.784","","","","","","","","","","","","","","","","","",""
"5317247","","","","","","","392","392","392","22.797","22.797","22.797","","","","","","","","","","","",""
"5317528","","","","","","","388","388","388","22.863","22.863","22.863","","","","","","","","","","","",""
"5317708","","","","","","","399","399","399","22.769","22.769","22.769","","","","","","","","","","","",""
"5319171","","","","","","","397","397","397","22.877","22.877","22.877","","","","","","","","","","","",""
"5320853","","","","","","","","","","","","","389","389","389","22.83","22.83","22.83","","","","","",""
"5321422","","","","","","","","","","","","","395","395","395","22.6","22.6","22.6","","","","","",""
"5322196","","","","","","","387","387","387","22.886","22.886","22.886","","","","","","","","","","","",""
"5322584","","","","","","","","","","","","","","","","","","","487","487","487","22.594","22.594","22.594"
"5323051","399","399","399","22.764","22.764","22.764","","","","","","","","","","","","","","","","","",""
"5323719","381","381","381","22.957","22.957","22.957","","","","","","","","","","","","","","","","","",""
"5324681","","","","","","","383","383","383","22.799","22.799","22.799","","","","","","","","","","","",""
"5326420","","","","","","","","","","","","","390","390","390","22.625","22.625","22.625","","","","","",""
"5328286","","","","","","","398","398","398","22.632","22.632","22.632","","","","","","","","","","","",""
"5330240","405","405","405","22.523","22.523","22.523","","","","","","","","","","","","","","","","","",""
"5330852","","","","","","","393","393","393","22.682","22.682","22.682","","","","","","","","","","","",""
"5330874","","","","","","","400","400","400","22.818","22.818","22.818","","","","","","","","","","","",""
"5331293","","","","","","","389","389","389","22.68","22.68","22.68","","","","","","","","","","","",""
"5333103","","","","","","","398","398","398","22.628","22.628","22.628","","","","","","","","","","","",""
"5333530","","","","","","","","","","","","","","","","","","","488","488","488","22.614","22.614","22.614"
"5335263","","","","","","","","","","","","","396","396","396","22.901","22.901","22.901","","","","","",""
"5335955","","","","","","","388","388","388","22.89","22.89","22.89","","","","","","","","","","","",""
"5336047","","","","","","","","","","","","","390","390","390","22.813","22.813","22.813","","","","","",""
"5336990","400","400","400","22.699","22.699","22.699","","","","","","","","","","","","","","","","","",""
"5337665","382","382","382","22.817","22.817","22.817","","","","","","","","","","","","","","","","","",""
"5339184","","","","","","","384","384","384","22.917","22.917","22.917","","","","","","","","","","","",""
"5340364","","","","","","","","","","","","","391","391","391","22.624","22.624","22.624","","","","","",""
"5341997","","","","","","","399","399","399","22.805","22.805","22.805","","","","","","","","","","","",""
"5344120","","","","","","","","","","","","","","","","","","","489","489","489","22.353","22.353","22.353"
"5344140","","","","","","","401","401","401","22.72","22.72","22.72","","","","","","","","","","","",""
"5344465","406","406","406","22.765","22.765","22.765","","","","","","","","","","","","","","","","","",""
"5344668","","","","","","","390","390","390","22.866","22.866","22.866","","","","","","","","","","","",""
"5344729","","","","","","","394","394","394","22.943","22.943","22.943","","","","","","","","","","","",""
"5346983","","","","","","","399","399","399","22.72","22.72","22.72","","","","","","","","","","","",""
"5349363","","","","","","","","","","","","","397","397","397","22.665","22.665","22.665","","","","","",""
"5350182","","","","","","","389","389","389","22.756","22.756","22.756","","","","","","","","","","","",""
"5350568","401","401","401","22.765","22.765","22.765","","","","","","","","","","","","","","","","","",""
"5351515","","","","","","","","","","","","","391","391","391","23.055","23.055","23.055","","","","","",""
"5351934","383","383","383","22.789","22.789","22.789","","","","","","","","","","","","","","","","","",""
"5353575","","","","","","","","","","","","","392","392","392","22.803","22.803","22.803","","","","","",""
"5353840","","","","","","","385","385","385","22.559","22.559","22.559","","","","","","","","","","","",""
"5355601","","","","","","","","","","","","","","","","","","","490","490","490","22.371","22.371","22.371"
"5355709","","","","","","","400","400","400","22.743","22.743","22.743","","","","","","","","","","","",""
"5357282","","","","","","","402","402","402","22.46","22.46","22.46","","","","","","","","","","","",""
"5357694","407","407","407","22.644","22.644","22.644","","","","","","","","","","","","","","","","","",""
"5358578","","","","","","","395","395","395","22.864","22.864","22.864","","","","","","","","","","","",""
"5358744","","","","","","","391","391","391","22.707","22.707","22.707","","","","","","","","","","","",""
"5360263","","","","","","","400","400","400","22.645","22.645","22.645","","","","","","","","","","","",""
"5362773","","","","","","","","","","","","","398","398","398","22.573","22.573","22.573","","","","","",""
"5364090","","","","","","","390","390","390","22.607","22.607","22.607","","","","","","","","","","","",""
"5364220","402","402","402","22.779","22.779","22.779","","","","","","","","","","","","","","","","","",""
"5365840","384","384","384","22.648","22.648","22.648","","","","","","","","","","","","","","","","","",""
"5366047","","","","","","","","","","","","","392","392","392","22.93","22.93","22.93","","","","","",""
"5366379","","","","","","","","","","","","","","","","","","","491","491","491","22.453","22.453","22.453"
"5366942","","","","","","","386","386","386","22.612","22.612","22.612","","","","","","","","","","","",""
"5367450","","","","","","","","","","","","","393","393","393","22.645","22.645","22.645","","","","","",""
"5369543","","","","","","","401","401","401","22.546","22.546","22.546","","","","","","","","","","","",""
"5370485","","","","","","","403","403","403","22.532","22.532","22.532","","","","","","","","","","","",""
"5370971","408","408","408","22.688","22.688","22.688","","","","","","","","","","","","","","","","","",""
"5372201","","","","","","","392","392","392","22.955","22.955","22.955","","","","","","","","","","","",""
"5372314","","","","","","","396","396","396","22.891","22.891","22.891","","","","","","","","","","","",""
"5373924","","","","","","","401","401","401","22.791","22.791","22.791","","","","","","","","","","","",""
"5376790","","","","","","","","","","","","","399","399","399","22.863","22.863","22.863","","","","","",""
"5377144","","","","","","","","","","","","","","","","","","","492","492","492","22.398","22.398","22.398"
"5377565","403","403","403","22.864","22.864","22.864","","","","","","","","","","","","","","","","","",""
"5378148","","","","","","","391","391","391","22.915","22.915","22.915","","","","","","","","","","","",""
"5380095","385","385","385","22.751","22.751","22.751","","","","","","","","","","","","","","","","","",""
"5380531","","","","","","","387","387","387","22.911","22.911","22.911","","","","","","","","","","","",""
"5380980","","","","","","","","","","","","","393","393","393","22.841","22.841","22.841","","","","","",""
"5381853","","","","","","","","","","","","","394","394","394","22.99","22.99","22.99","","","","","",""
"5383399","","","","","","","402","402","402","22.723","22.723","22.723","","","","","","","","","","","",""
"5384056","","","","","","","404","404","404","22.617","22.617","22.617","","","","","","","","","","","",""
"5384608","409","409","409","22.932","22.932","22.932","","","","","","","","","","","","","","","","","",""
"5385497","","","","","","","393","393","393","22.736","22.736","22.736","","","","","","","","","","","",""
"5386496","","","","","","","397","397","397","22.889","22.889","22.889","","","","","","","","","","","",""
"5387323","","","","","","","402","402","402","22.843","22.843","22.843","","","","","","","","","","","",""
"5387637","","","","","","","","","","","","","","","","","","","493","493","493","22.596","22.596","22.596"
"5390674","","","","","","","","","","","","","400","400","400","22.758","22.758","22.758","","","","","",""
"5391122","404","404","404","22.688","22.688","22.688","","","","","","","","","","","","","","","","","",""
"5392446","","","","","","","392","392","392","22.828","22.828","22.828","","","","","","","","","","","",""
"5394100","386","386","386","22.92","22.92","22.92","","","","","","","","","","","","","","","","","",""
"5394259","","","","","","","388","388","388","22.682","22.682","22.682","","","","","","","","","","","",""
"5395861","","","","","","","","","","","","","395","395","395","22.794","22.794","22.794","","","","","",""
"5396420","","","","","","","","","","","","","394","394","394","22.619","22.619","22.619","","","","","",""
"5397369","","","","","","","403","403","403","22.746","22.746","22.746","","","","","","","","","","","",""
"5397544","","","","","","","405","405","405","22.718","22.718","22.718","","","","","","","","","","","",""
"5397999","410","410","410","22.722","22.722","22.722","","","","","","","","","","","","","","","","","",""
"5398374","","","","","","","","","","","","","","","","","","","494","494","494","22.525","22.525","22.525"
"5399437","","","","","","","394","394","394","22.754","22.754","22.754","","","","","","","","","","","",""
"5400083","","","","","","","398","398","398","22.821","22.821","22.821","","","","","","","","","","","",""
"5401193","","","","","","","403","403","403","22.635","22.635","22.635","","","","","","","","","","","",""
"5404393","","","","","","","","","","","","","401","401","401","22.91","22.91","22.91","","","","","",""
"5404690","405","405","405","22.797","22.797","22.797","","","","","","","","","","","","","","","","","",""
"5406404","","","","","","","393","393","393","22.768","22.768","22.768","","","","","","","","","","","",""
"5407880","","","","","","","389","389","389","22.872","22.872","22.872","","","","","","","","","","","",""
"5408313","387","387","387","22.811","22.811","22.811","","","","","","","","","","","","","","","","","",""
"5408534","","","","","","","","","","","","","","","","","","","495","495","495","22.819","22.819","22.819"
"5409759","","","","","","","","","","","","","396","396","396","23.147","23.147","23.147","","","","","",""
"5410802","","","","","","","406","406","406","22.709","22.709","22.709","","","","","","","","","","","",""
"5411033","","","","","","","404","404","404","22.854","22.854","22.854","","","","","","","","","","","",""
"5411243","","","","","","","","","","","","","395","395","395","23.089","23.089","23.089","","","","","",""
"5411576","411","411","411","22.629","22.629","22.629","","","","","","","","","","","","","","","","","",""
"5413814","","","","","","","399","399","399","22.814","22.814","22.814","","","","","","","","","","","",""
"5414023","","","","","","","395","395","395","22.994","22.994","22.994","","","","","","","","","","","",""
"5414717","","","","","","","404","404","404","22.751","22.751","22.751","","","","","","","","","","","",""
"5418301","","","","","","","","","","","","","402","402","402","22.805","22.805","22.805","","","","","",""
"5418536","406","406","406","22.971","22.971","22.971","","","","","","","","","","","","","","","","","",""
"5419064","","","","","","","","","","","","","","","","","","","496","496","496","22.539","22.539","22.539"
"5420491","","","","","","","394","394","394","22.876","22.876","22.876","","","","","","","","","","","",""
"5421772","","","","","","","390","390","390","22.598","22.598","22.598","","","","","","","","","","","",""
"5422627","388","388","388","22.907","22.907","22.907","","","","","","","","","","","","","","","","","",""
"5424075","","","","","","","","","","","","","397","397","397","22.782","22.782","22.782","","","","","",""
"5424547","","","","","","","407","407","407","22.814","22.814","22.814","","","","","","","","","","","",""
"5424975","","","","","","","405","405","405","22.803","22.803","22.803","","","","","","","","","","","",""
"5425406","412","412","412","22.863","22.863","22.863","","","","","","","","","","","","","","","","","",""
"5426050","","","","","","","","","","","","","396","396","396","22.842","22.842","22.842","","","","","",""
"5427409","","","","","","","400","400","400","22.73","22.73","22.73","","","","","","","","","","","",""
"5427507","","","","","","","396","396","396","22.734","22.734","22.734","","","","","","","","","","","",""
"5428230","","","","","","","405","405","405","22.613","22.613","22.613","","","","","","","","","","","",""
"5430447","","","","","","","","","","","","","","","","","","","497","497","497","22.673","22.673","22.673"
"5431724","","","","","","","","","","","","","403","403","403","22.888","22.888","22.888","","","","","",""
"5431958","407","407","407","22.593","22.593","22.593","","","","","","","","","","","","","","","","","",""
"5434371","","","","","","","395","395","395","22.902","22.902","22.902","","","","","","","","","","","",""
"5436322","","","","","","","391","391","391","22.712","22.712","22.712","","","","","","","","","","","",""
"5437142","389","389","389","22.755","22.755","22.755","","","","","","","","","","","","","","","","","",""
"5437759","","","","","","","408","408","408","22.752","22.752","22.752","","","","","","","","","","","",""
"5438103","","","","","","","","","","","","","398","398","398","22.844","22.844","22.844","","","","","",""
"5438160","","","","","","","406","406","406","22.773","22.773","22.773","","","","","","","","","","","",""
"5438623","413","413","413","22.953","22.953","22.953","","","","","","","","","","","","","","","","","",""
"5439178","","","","","","","","","","","","","397","397","397","22.913","22.913","22.913","","","","","",""
"5441218","","","","","","","401","401","401","22.692","22.692","22.692","","","","","","","","","","","",""
"5441695","","","","","","","406","406","406","22.796","22.796","22.796","","","","","","","","","","","",""
"5441715","","","","","","","","","","","","","","","","","","","498","498","498","22.418","22.418","22.418"
"5442394","","","","","","","397","397","397","22.96","22.96","22.96","","","","","","","","","","","",""
"5445334","","","","","","","","","","","","","404","404","404","22.894","22.894","22.894","","","","","",""
"5445576","408","408","408","22.9","22.9","22.9","","","","","","","","","","","","","","","","","",""
"5448077","","","","","","","396","396","396","22.865","22.865","22.865","","","","","","","","","","","",""
"5449728","","","","","","","392","392","392","22.748","22.748","22.748","","","","","","","","","","","",""
"5451072","","","","","","","409","409","409","22.605","22.605","22.605","","","","","","","","","","","",""
"5451507","390","390","390","22.782","22.782","22.782","","","","","","","","","","","","","","","","","",""
"5451680","","","","","","","407","407","407","22.683","22.683","22.683","","","","","","","","","","","",""
"5451732","","","","","","","","","","","","","399","399","399","23.089","23.089","23.089","","","","","",""
"5452024","","","","","","","","","","","","","","","","","","","499","499","499","22.67","22.67","22.67"
"5452095","414","414","414","22.689","22.689","22.689","","","","","","","","","","","","","","","","","",""
"5452311","","","","","","","","","","","","","398","398","398","22.854","22.854","22.854","","","","","",""
"5455229","","","","","","","402","402","402","22.81","22.81","22.81","","","","","","","","","","","",""
"5455244","","","","","","","407","407","407","22.583","22.583","22.583","","","","","","","","","","","",""
"5456172","","","","","","","398","398","398","22.874","22.874","22.874","","","","","","","","","","","",""
"5459185","409","409","409","22.779","22.779","22.779","","","","","","","","","","","","","","","","","",""
"5459596","","","","","","","","","","","","","405","405","405","22.837","22.837","22.837","","","","","",""
"5461952","","","","","","","397","397","397","22.985","22.985","22.985","","","","","","","","","","","",""
"5462779","","","","","","","","","","","","","","","","","","","500","500","500","22.54","22.54","22.54"
"5463851","","","","","","","393","393","393","22.863","22.863","22.863","","","","","","","","","","","",""
"5464449","","","","","","","410","410","410","22.954","22.954","22.954","","","","","","","","","","","",""
"5465497","","","","","","","","","","","","","400","400","400","22.842","22.842","22.842","","","","","",""
"5465545","","","","","","","408","408","408","22.724","22.724","22.724","","","","","","","","","","","",""
"5465628","391","391","391","22.853","22.853","22.853","","","","","","","","","","","","","","","","","",""
"5465773","415","415","415","22.662","22.662","22.662","","","","","","","","","","","","","","","","","",""
"5466740","","","","","","","","","","","","","399","399","399","22.979","22.979","22.979","","","","","",""
"5468509","","","","","","","408","408","408","22.524","22.524","22.524","","","","","","","","","","","",""
"5468924","","","","","","","403","403","403","22.822","22.822","22.822","","","","","","","","","","","",""
"5469961","","","","","","","399","399","399","22.818","22.818","22.818","","","","","","","","","","","",""
"5473003","410","410","410","22.688","22.688","22.688","","","","","","","","","","","","","","","","","",""
"5473539","","","","","","","","","","","","","406","406","406","22.674","22.674","22.674","","","","","",""
"5473720","","","","","","","","","","","","","","","","","","","501","501","501","22.473","22.473","22.473"
"5476765","","","","","","","398","398","398","22.948","22.948","22.948","","","","","","","","","","","",""
"5477688","","","","","","","394","394","394","22.853","22.853","22.853","","","","","","","","","","","",""
"5478068","","","","","","","411","411","411","22.539","22.539","22.539","","","","","","","","","","","",""
"5478908","416","416","416","22.854","22.854","22.854","","","","","","","","","","","","","","","","","",""
"5479317","","","","","","","","","","","","","401","401","401","22.738","22.738","22.738","","","","","",""
"5479409","","","","","","","409","409","409","22.898","22.898","22.898","","","","","","","","","","","",""
"5479440","392","392","392","22.853","22.853","22.853","","","","","","","","","","","","","","","","","",""
"5481898","","","","","","","409","409","409","22.959","22.959","22.959","","","","","","","","","","","",""
"5482160","","","","","","","","","","","","","400","400","400","23.043","23.043","23.043","","","","","",""
"5482881","","","","","","","404","404","404","22.758","22.758","22.758","","","","","","","","","","","",""
"5484007","","","","","","","400","400","400","22.855","22.855","22.855","","","","","","","","","","","",""
"5484400","","","","","","","","","","","","","","","","","","","502","502","502","22.767","22.767","22.767"
"5486715","411","411","411","22.786","22.786","22.786","","","","","","","","","","","","","","","","","",""
"5487363","","","","","","","","","","","","","407","407","407","22.686","22.686","22.686","","","","","",""
"5490625","","","","","","","399","399","399","23.02","23.02","23.02","","","","","","","","","","","",""
"5491460","","","","","","","412","412","412","22.675","22.675","22.675","","","","","","","","","","","",""
"5491885","","","","","","","395","395","395","22.953","22.953","22.953","","","","","","","","","","","",""
"5492408","417","417","417","23.019","23.019","23.019","","","","","","","","","","","","","","","","","",""
"5492877","","","","","","","410","410","410","22.783","22.783","22.783","","","","","","","","","","","",""
"5493537","","","","","","","","","","","","","402","402","402","22.696","22.696","22.696","","","","","",""
"5493639","393","393","393","22.92","22.92","22.92","","","","","","","","","","","","","","","","","",""
"5495261","","","","","","","","","","","","","","","","","","","503","503","503","22.811","22.811","22.811"
"5495651","","","","","","","410","410","410","22.953","22.953","22.953","","","","","","","","","","","",""
"5496320","","","","","","","405","405","405","22.618","22.618","22.618","","","","","","","","","","","",""
"5497966","","","","","","","","","","","","","401","401","401","22.739","22.739","22.739","","","","","",""
"5498076","","","","","","","401","401","401","22.871","22.871","22.871","","","","","","","","","","","",""
"5500490","412","412","412","22.836","22.836","22.836","","","","","","","","","","","","","","","","","",""
"5500985","","","","","","","","","","","","","408","408","408","22.71","22.71","22.71","","","","","",""
"5504573","","","","","","","413","413","413","22.719","22.719","22.719","","","","","","","","","","","",""
"5504836","","","","","","","400","400","400","22.945","22.945","22.945","","","","","","","","","","","",""
"5505834","418","418","418","22.832","22.832","22.832","","","","","","","","","","","","","","","","","",""
"5506105","","","","","","","396","396","396","22.711","22.711","22.711","","","","","","","","","","","",""
"5506119","","","","","","","","","","","","","","","","","","","504","504","504","22.702","22.702","22.702"
"5506789","","","","","","","411","411","411","22.598","22.598","22.598","","","","","","","","","","","",""
"5507149","394","394","394","22.587","22.587","22.587","","","","","","","","","","","","","","","","","",""
"5507339","","","","","","","","","","","","","403","403","403","23.081","23.081","23.081","","","","","",""
"5509243","","","","","","","411","411","411","22.699","22.699","22.699","","","","","","","","","","","",""
"5509807","","","","","","","406","406","406","22.706","22.706","22.706","","","","","","","","","","","",""
"5511732","","","","","","","402","402","402","22.514","22.514","22.514","","","","","","","","","","","",""
"5513115","","","","","","","","","","","","","402","402","402","22.999","22.999","22.999","","","","","",""
"5513946","413","413","413","22.781","22.781","22.781","","","","","","","","","","","","","","","","","",""
"5514868","","","","","","","","","","","","","409","409","409","22.806","22.806","22.806","","","","","",""
"5517088","","","","","","","","","","","","","","","","","","","505","505","505","22.553","22.553","22.553"
"5518279","","","","","","","414","414","414","22.724","22.724","22.724","","","","","","","","","","","",""
"5519238","419","419","419","22.83","22.83","22.83","","","","","","","","","","","","","","","","","",""
"5519407","","","","","","","401","401","401","23.135","23.135","23.135","","","","","","","","","","","",""
"5520257","","","","","","","397","397","397","22.944","22.944","22.944","","","","","","","","","","","",""
"5520405","","","","","","","412","412","412","22.751","22.751","22.751","","","","","","","","","","","",""
"5521318","395","395","395","22.826","22.826","22.826","","","","","","","","","","","","","","","","","",""
"5521480","","","","","","","","","","","","","404","404","404","22.839","22.839","22.839","","","","","",""
"5522888","","","","","","","412","412","412","22.819","22.819","22.819","","","","","","","","","","","",""
"5523798","","","","","","","407","407","407","22.726","22.726","22.726","","","","","","","","","","","",""
"5525794","","","","","","","403","403","403","22.806","22.806","22.806","","","","","","","","","","","",""
"5527299","414","414","414","22.892","22.892","22.892","","","","","","","","","","","","","","","","","",""
"5527387","","","","","","","","","","","","","","","","","","","506","506","506","22.655","22.655","22.655"
"5528028","","","","","","","","","","","","","403","403","403","22.911","22.911","22.911","","","","","",""
"5528626","","","","","","","","","","","","","410","410","410","22.998","22.998","22.998","","","","","",""
"5531660","","","","","","","415","415","415","22.613","22.613","22.613","","","","","","","","","","","",""
"5532585","420","420","420","22.735","22.735","22.735","","","","","","","","","","","","","","","","","",""
"5533568","","","","","","","402","402","402","22.72","22.72","22.72","","","","","","","","","","","",""
"5534955","","","","","","","413","413","413","22.672","22.672","22.672","","","","","","","","","","","",""
"5534971","","","","","","","","","","","","","405","405","405","22.905","22.905","22.905","","","","","",""
"5535010","","","","","","","398","398","398","22.631","22.631","22.631","","","","","","","","","","","",""
"5535033","396","396","396","22.92","22.92","22.92","","","","","","","","","","","","","","","","","",""
"5536453","","","","","","","413","413","413","22.868","22.868","22.868","","","","","","","","","","","",""
"5537669","","","","","","","408","408","408","22.961","22.961","22.961","","","","","","","","","","","",""
"5537785","","","","","","","","","","","","","","","","","","","507","507","507","22.526","22.526","22.526"
"5539837","","","","","","","404","404","404","22.893","22.893","22.893","","","","","","","","","","","",""
"5540834","415","415","415","22.823","22.823","22.823","","","","","","","","","","","","","","","","","",""
"5542287","","","","","","","","","","","","","411","411","411","22.932","22.932","22.932","","","","","",""
"5542637","","","","","","","","","","","","","404","404","404","22.998","22.998","22.998","","","","","",""
"5545210","","","","","","","416","416","416","22.721","22.721","22.721","","","","","","","","","","","",""
"5546124","421","421","421","22.895","22.895","22.895","","","","","","","","","","","","","","","","","",""
"5547736","","","","","","","403","403","403","22.753","22.753","22.753","","","","","","","","","","","",""
"5548467","","","","","","","414","414","414","22.905","22.905","22.905","","","","","","","","","","","",""
"5548539","","","","","","","399","399","399","22.594","22.594","22.594","","","","","","","","","","","",""
"5548794","397","397","397","22.877","22.877","22.877","","","","","","","","","","","","","","","","","",""
"5549067","","","","","","","","","","","","","","","","","","","508","508","508","22.539","22.539","22.539"
"5549074","","","","","","","","","","","","","406","406","406","22.863","22.863","22.863","","","","","",""
"5549639","","","","","","","414","414","414","22.689","22.689","22.689","","","","","","","","","","","",""
"5551591","","","","","","","409","409","409","22.764","22.764","22.764","","","","","","","","","","","",""
"5553180","","","","","","","405","405","405","22.77","22.77","22.77","","","","","","","","","","","",""
"5554323","416","416","416","22.668","22.668","22.668","","","","","","","","","","","","","","","","","",""
"5556374","","","","","","","","","","","","","412","412","412","22.958","22.958","22.958","","","","","",""
"5557418","","","","","","","","","","","","","405","405","405","22.929","22.929","22.929","","","","","",""
"5558826","","","","","","","417","417","417","22.648","22.648","22.648","","","","","","","","","","","",""
"5559443","422","422","422","22.754","22.754","22.754","","","","","","","","","","","","","","","","","",""
"5559713","","","","","","","","","","","","","","","","","","","509","509","509","22.608","22.608","22.608"
"5561932","","","","","","","404","404","404","23.019","23.019","23.019","","","","","","","","","","","",""
"5562473","","","","","","","415","415","415","22.959","22.959","22.959","","","","","","","","","","","",""
"5562668","","","","","","","400","400","400","22.676","22.676","22.676","","","","","","","","","","","",""
"5562679","398","398","398","22.861","22.861","22.861","","","","","","","","","","","","","","","","","",""
"5563002","","","","","","","","","","","","","407","407","407","22.948","22.948","22.948","","","","","",""
"5563637","","","","","","","415","415","415","22.635","22.635","22.635","","","","","","","","","","","",""
"5564912","","","","","","","410","410","410","23.075","23.075","23.075","","","","","","","","","","","",""
"5567301","","","","","","","406","406","406","22.761","22.761","22.761","","","","","","","","","","","",""
"5567769","417","417","417","22.794","22.794","22.794","","","","","","","","","","","","","","","","","",""
"5569908","","","","","","","","","","","","","413","413","413","22.955","22.955","22.955","","","","","",""
"5570083","","","","","","","","","","","","","","","","","","","510","510","510","22.52","22.52","22.52"
"5572098","","","","","","","418","418","418","22.907","22.907","22.907","","","","","","","","","","","",""
"5572773","","","","","","","","","","","","","406","406","406","22.929","22.929","22.929","","","","","",""
"5572776","423","423","423","22.72","22.72","22.72","","","","","","","","","","","","","","","","","",""
