"num_samples","replay_buffer_size: 50000 (Replay size: partner IQL) - _step","replay_buffer_size: 50000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 50000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 50000 (Replay size: partner IQL) - perfect","replay_buffer_size: 50000 (Replay size: partner IQL) - perfect__MIN","replay_buffer_size: 50000 (Replay size: partner IQL) - perfect__MAX","replay_buffer_size: 100000 (Replay size: partner IQL) - _step","replay_buffer_size: 100000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 100000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 100000 (Replay size: partner IQL) - perfect","replay_buffer_size: 100000 (Replay size: partner IQL) - perfect__MIN","replay_buffer_size: 100000 (Replay size: partner IQL) - perfect__MAX","replay_buffer_size: 150000 (Replay size: partner IQL) - _step","replay_buffer_size: 150000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 150000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 150000 (Replay size: partner IQL) - perfect","replay_buffer_size: 150000 (Replay size: partner IQL) - perfect__MIN","replay_buffer_size: 150000 (Replay size: partner IQL) - perfect__MAX","replay_buffer_size: 200000 (Replay size: partner IQL) - _step","replay_buffer_size: 200000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 200000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 200000 (Replay size: partner IQL) - perfect","replay_buffer_size: 200000 (Replay size: partner IQL) - perfect__MIN","replay_buffer_size: 200000 (Replay size: partner IQL) - perfect__MAX"
"3982781","367","367","367","27.1","27.1","27.1","","","","","","","","","","","","","","","","","",""
"3984114","","","","","","","","","","","","","275","275","275","31.900000000000002","31.900000000000002","31.900000000000002","","","","","",""
"3984407","377","377","377","24.5","24.5","24.5","","","","","","","","","","","","","","","","","",""
"3985011","","","","","","","368","368","368","29.2","29.2","29.2","","","","","","","","","","","",""
"3985489","279","279","279","27.900000000000002","27.900000000000002","27.900000000000002","","","","","","","","","","","","","","","","","",""
"3985546","276","276","276","32.1","32.1","32.1","","","","","","","","","","","","","","","","","",""
"3987795","","","","","","","269","269","269","30","30","30","","","","","","","","","","","",""
"3990370","","","","","","","","","","","","","280","280","280","30.9","30.9","30.9","","","","","",""
"3990661","","","","","","","","","","","","","272","272","272","31.3","31.3","31.3","","","","","",""
"3991298","339","339","339","26.1","26.1","26.1","","","","","","","","","","","","","","","","","",""
"3991513","","","","","","","275","275","275","31.2","31.2","31.2","","","","","","","","","","","",""
"3992041","","","","","","","273","273","273","31.4","31.4","31.4","","","","","","","","","","","",""
"3993639","368","368","368","26.200000000000003","26.200000000000003","26.200000000000003","","","","","","","","","","","","","","","","","",""
"3994003","305","305","305","28.999999999999996","28.999999999999996","28.999999999999996","","","","","","","","","","","","","","","","","",""
"3995200","378","378","378","27.900000000000002","27.900000000000002","27.900000000000002","","","","","","","","","","","","","","","","","",""
"3995491","","","","","","","369","369","369","29.099999999999998","29.099999999999998","29.099999999999998","","","","","","","","","","","",""
"3995819","","","","","","","276","276","276","29.799999999999997","29.799999999999997","29.799999999999997","","","","","","","","","","","",""
"3996418","","","","","","","266","266","266","30.9","30.9","30.9","","","","","","","","","","","",""
"3999545","","","","","","","","","","","","","276","276","276","32.800000000000004","32.800000000000004","32.800000000000004","","","","","",""
"3999876","280","280","280","32.1","32.1","32.1","","","","","","","","","","","","","","","","","",""
"4000057","277","277","277","27.900000000000002","27.900000000000002","27.900000000000002","","","","","","","","","","","","","","","","","",""
"4002752","","","","","","","270","270","270","31","31","31","","","","","","","","","","","",""
"4002954","340","340","340","27.800000000000004","27.800000000000004","27.800000000000004","","","","","","","","","","","","","","","","","",""
"4004377","369","369","369","26","26","26","","","","","","","","","","","","","","","","","",""
"4005123","","","","","","","","","","","","","281","281","281","28.4","28.4","28.4","","","","","",""
"4005887","379","379","379","25","25","25","","","","","","","","","","","","","","","","","",""
"4005974","","","","","","","","","","","","","273","273","273","30.9","30.9","30.9","","","","","",""
"4006136","","","","","","","276","276","276","29.7","29.7","29.7","","","","","","","","","","","",""
"4006505","","","","","","","370","370","370","28.000000000000004","28.000000000000004","28.000000000000004","","","","","","","","","","","",""
"4007002","","","","","","","274","274","274","29.799999999999997","29.799999999999997","29.799999999999997","","","","","","","","","","","",""
"4007471","306","306","306","30.8","30.8","30.8","","","","","","","","","","","","","","","","","",""
"4010064","","","","","","","277","277","277","31.900000000000002","31.900000000000002","31.900000000000002","","","","","","","","","","","",""
"4011536","","","","","","","267","267","267","27.800000000000004","27.800000000000004","27.800000000000004","","","","","","","","","","","",""
"4014354","341","341","341","26.900000000000002","26.900000000000002","26.900000000000002","","","","","","","","","","","","","","","","","",""
"4014384","281","281","281","27.200000000000003","27.200000000000003","27.200000000000003","","","","","","","","","","","","","","","","","",""
"4014453","278","278","278","28.799999999999997","28.799999999999997","28.799999999999997","","","","","","","","","","","","","","","","","",""
"4014560","","","","","","","","","","","","","277","277","277","30.7","30.7","30.7","","","","","",""
"4015086","370","370","370","27.500000000000004","27.500000000000004","27.500000000000004","","","","","","","","","","","","","","","","","",""
"4016597","380","380","380","24.5","24.5","24.5","","","","","","","","","","","","","","","","","",""
"4016801","","","","","","","371","371","371","27.500000000000004","27.500000000000004","27.500000000000004","","","","","","","","","","","",""
"4017927","","","","","","","271","271","271","27.700000000000003","27.700000000000003","27.700000000000003","","","","","","","","","","","",""
"4019540","","","","","","","","","","","","","282","282","282","30.5","30.5","30.5","","","","","",""
"4020775","","","","","","","277","277","277","31.8","31.8","31.8","","","","","","","","","","","",""
"4020798","307","307","307","27.800000000000004","27.800000000000004","27.800000000000004","","","","","","","","","","","","","","","","","",""
"4020992","","","","","","","","","","","","","274","274","274","32.1","32.1","32.1","","","","","",""
"4021632","","","","","","","275","275","275","29.7","29.7","29.7","","","","","","","","","","","",""
"4024515","","","","","","","278","278","278","27.900000000000002","27.900000000000002","27.900000000000002","","","","","","","","","","","",""
"4025963","371","371","371","28.199999999999996","28.199999999999996","28.199999999999996","","","","","","","","","","","","","","","","","",""
"4026272","342","342","342","26.3","26.3","26.3","","","","","","","","","","","","","","","","","",""
"4026421","","","","","","","268","268","268","27.900000000000002","27.900000000000002","27.900000000000002","","","","","","","","","","","",""
"4027261","381","381","381","25.5","25.5","25.5","","","","","","","","","","","","","","","","","",""
"4027853","","","","","","","372","372","372","30.3","30.3","30.3","","","","","","","","","","","",""
"4028767","279","279","279","29.599999999999998","29.599999999999998","29.599999999999998","","","","","","","","","","","","","","","","","",""
"4028912","282","282","282","31.8","31.8","31.8","","","","","","","","","","","","","","","","","",""
"4029895","","","","","","","","","","","","","278","278","278","30","30","30","","","","","",""
"4032658","","","","","","","272","272","272","28.499999999999996","28.499999999999996","28.499999999999996","","","","","","","","","","","",""
"4034312","","","","","","","","","","","","","283","283","283","29.299999999999997","29.299999999999997","29.299999999999997","","","","","",""
"4034394","308","308","308","30.099999999999998","30.099999999999998","30.099999999999998","","","","","","","","","","","","","","","","","",""
"4034957","","","","","","","278","278","278","32.1","32.1","32.1","","","","","","","","","","","",""
"4036093","","","","","","","","","","","","","275","275","275","31.5","31.5","31.5","","","","","",""
"4036275","","","","","","","276","276","276","28.9","28.9","28.9","","","","","","","","","","","",""
"4036953","372","372","372","28.7","28.7","28.7","","","","","","","","","","","","","","","","","",""
"4037761","382","382","382","25.4","25.4","25.4","","","","","","","","","","","","","","","","","",""
"4037785","343","343","343","27.1","27.1","27.1","","","","","","","","","","","","","","","","","",""
"4039000","","","","","","","373","373","373","29.9","29.9","29.9","","","","","","","","","","","",""
"4039264","","","","","","","279","279","279","31.3","31.3","31.3","","","","","","","","","","","",""
"4041550","","","","","","","269","269","269","31.8","31.8","31.8","","","","","","","","","","","",""
"4043425","280","280","280","30.3","30.3","30.3","","","","","","","","","","","","","","","","","",""
"4044147","283","283","283","28.599999999999998","28.599999999999998","28.599999999999998","","","","","","","","","","","","","","","","","",""
"4044890","","","","","","","","","","","","","279","279","279","28.1","28.1","28.1","","","","","",""
"4047417","309","309","309","27.700000000000003","27.700000000000003","27.700000000000003","","","","","","","","","","","","","","","","","",""
"4047576","","","","","","","273","273","273","31.4","31.4","31.4","","","","","","","","","","","",""
"4048091","373","373","373","26.400000000000002","26.400000000000002","26.400000000000002","","","","","","","","","","","","","","","","","",""
"4048580","383","383","383","25.8","25.8","25.8","","","","","","","","","","","","","","","","","",""
"4049202","","","","","","","","","","","","","284","284","284","30.099999999999998","30.099999999999998","30.099999999999998","","","","","",""
"4049464","344","344","344","30.9","30.9","30.9","","","","","","","","","","","","","","","","","",""
"4049583","","","","","","","279","279","279","28.7","28.7","28.7","","","","","","","","","","","",""
"4049910","","","","","","","374","374","374","28.799999999999997","28.799999999999997","28.799999999999997","","","","","","","","","","","",""
"4050801","","","","","","","277","277","277","31","31","31","","","","","","","","","","","",""
"4050975","","","","","","","","","","","","","276","276","276","31.3","31.3","31.3","","","","","",""
"4053590","","","","","","","280","280","280","31","31","31","","","","","","","","","","","",""
"4057046","","","","","","","270","270","270","29.7","29.7","29.7","","","","","","","","","","","",""
"4057792","281","281","281","28.599999999999998","28.599999999999998","28.599999999999998","","","","","","","","","","","","","","","","","",""
"4058955","284","284","284","28.799999999999997","28.799999999999997","28.799999999999997","","","","","","","","","","","","","","","","","",""
"4059127","374","374","374","29.599999999999998","29.599999999999998","29.599999999999998","","","","","","","","","","","","","","","","","",""
"4059197","384","384","384","27.700000000000003","27.700000000000003","27.700000000000003","","","","","","","","","","","","","","","","","",""
"4060321","","","","","","","","","","","","","280","280","280","30.7","30.7","30.7","","","","","",""
"4060399","310","310","310","30.2","30.2","30.2","","","","","","","","","","","","","","","","","",""
"4060533","","","","","","","375","375","375","26.5","26.5","26.5","","","","","","","","","","","",""
"4061435","345","345","345","28.799999999999997","28.799999999999997","28.799999999999997","","","","","","","","","","","","","","","","","",""
"4062781","","","","","","","274","274","274","32.9","32.9","32.9","","","","","","","","","","","",""
"4064002","","","","","","","","","","","","","285","285","285","31.2","31.2","31.2","","","","","",""
"4064357","","","","","","","280","280","280","34.8","34.8","34.8","","","","","","","","","","","",""
"4065938","","","","","","","","","","","","","277","277","277","31.2","31.2","31.2","","","","","",""
"4066153","","","","","","","278","278","278","30.8","30.8","30.8","","","","","","","","","","","",""
"4068194","","","","","","","281","281","281","29.9","29.9","29.9","","","","","","","","","","","",""
"4069805","385","385","385","24.9","24.9","24.9","","","","","","","","","","","","","","","","","",""
"4069860","375","375","375","25","25","25","","","","","","","","","","","","","","","","","",""
"4070080","","","","","","","376","376","376","29.9","29.9","29.9","","","","","","","","","","","",""
"4071948","","","","","","","271","271","271","27.800000000000004","27.800000000000004","27.800000000000004","","","","","","","","","","","",""
"4072091","282","282","282","29.5","29.5","29.5","","","","","","","","","","","","","","","","","",""
"4073055","311","311","311","27.900000000000002","27.900000000000002","27.900000000000002","","","","","","","","","","","","","","","","","",""
"4073316","346","346","346","27.700000000000003","27.700000000000003","27.700000000000003","","","","","","","","","","","","","","","","","",""
"4073452","285","285","285","29.7","29.7","29.7","","","","","","","","","","","","","","","","","",""
"4074983","","","","","","","","","","","","","281","281","281","28.000000000000004","28.000000000000004","28.000000000000004","","","","","",""
"4077752","","","","","","","275","275","275","28.999999999999996","28.999999999999996","28.999999999999996","","","","","","","","","","","",""
"4078494","","","","","","","","","","","","","286","286","286","30.8","30.8","30.8","","","","","",""
"4078571","","","","","","","281","281","281","30.099999999999998","30.099999999999998","30.099999999999998","","","","","","","","","","","",""
"4080184","386","386","386","25.7","25.7","25.7","","","","","","","","","","","","","","","","","",""
"4080361","","","","","","","","","","","","","278","278","278","29.099999999999998","29.099999999999998","29.099999999999998","","","","","",""
"4080805","376","376","376","29.599999999999998","29.599999999999998","29.599999999999998","","","","","","","","","","","","","","","","","",""
"4080933","","","","","","","279","279","279","29.5","29.5","29.5","","","","","","","","","","","",""
"4081302","","","","","","","377","377","377","27.200000000000003","27.200000000000003","27.200000000000003","","","","","","","","","","","",""
"4082929","","","","","","","282","282","282","31.4","31.4","31.4","","","","","","","","","","","",""
"4084636","312","312","312","29.2","29.2","29.2","","","","","","","","","","","","","","","","","",""
"4085083","347","347","347","28.000000000000004","28.000000000000004","28.000000000000004","","","","","","","","","","","","","","","","","",""
"4086208","283","283","283","28.799999999999997","28.799999999999997","28.799999999999997","","","","","","","","","","","","","","","","","",""
"4087147","","","","","","","272","272","272","30.2","30.2","30.2","","","","","","","","","","","",""
"4087901","286","286","286","30.3","30.3","30.3","","","","","","","","","","","","","","","","","",""
"4090176","","","","","","","","","","","","","282","282","282","31.8","31.8","31.8","","","","","",""
"4090400","387","387","387","25.4","25.4","25.4","","","","","","","","","","","","","","","","","",""
"4091562","377","377","377","27.6","27.6","27.6","","","","","","","","","","","","","","","","","",""
"4092351","","","","","","","378","378","378","28.499999999999996","28.499999999999996","28.499999999999996","","","","","","","","","","","",""
"4093039","","","","","","","276","276","276","30.8","30.8","30.8","","","","","","","","","","","",""
"4093099","","","","","","","282","282","282","28.999999999999996","28.999999999999996","28.999999999999996","","","","","","","","","","","",""
"4093374","","","","","","","","","","","","","287","287","287","29.2","29.2","29.2","","","","","",""
"4095071","","","","","","","","","","","","","279","279","279","29.9","29.9","29.9","","","","","",""
"4095606","","","","","","","280","280","280","33.2","33.2","33.2","","","","","","","","","","","",""
"4096826","348","348","348","27.6","27.6","27.6","","","","","","","","","","","","","","","","","",""
"4097545","","","","","","","283","283","283","29.9","29.9","29.9","","","","","","","","","","","",""
"4098108","313","313","313","28.7","28.7","28.7","","","","","","","","","","","","","","","","","",""
"4100525","284","284","284","30.5","30.5","30.5","","","","","","","","","","","","","","","","","",""
"4101035","388","388","388","26.1","26.1","26.1","","","","","","","","","","","","","","","","","",""
"4101861","","","","","","","273","273","273","28.9","28.9","28.9","","","","","","","","","","","",""
"4102115","287","287","287","29.599999999999998","29.599999999999998","29.599999999999998","","","","","","","","","","","","","","","","","",""
"4102253","378","378","378","30.2","30.2","30.2","","","","","","","","","","","","","","","","","",""
"4102774","","","","","","","379","379","379","27.800000000000004","27.800000000000004","27.800000000000004","","","","","","","","","","","",""
"4105870","","","","","","","","","","","","","283","283","283","30.5","30.5","30.5","","","","","",""
"4107754","","","","","","","283","283","283","29.099999999999998","29.099999999999998","29.099999999999998","","","","","","","","","","","",""
"4108296","","","","","","","","","","","","","288","288","288","28.499999999999996","28.499999999999996","28.499999999999996","","","","","",""
"4108393","","","","","","","277","277","277","30","30","30","","","","","","","","","","","",""
"4108714","349","349","349","25.900000000000002","25.900000000000002","25.900000000000002","","","","","","","","","","","","","","","","","",""
"4110258","","","","","","","","","","","","","280","280","280","32.9","32.9","32.9","","","","","",""
"4110730","","","","","","","281","281","281","30.599999999999998","30.599999999999998","30.599999999999998","","","","","","","","","","","",""
"4111339","314","314","314","29.099999999999998","29.099999999999998","29.099999999999998","","","","","","","","","","","","","","","","","",""
"4111745","389","389","389","25.4","25.4","25.4","","","","","","","","","","","","","","","","","",""
"4112118","","","","","","","284","284","284","32.4","32.4","32.4","","","","","","","","","","","",""
"4113060","379","379","379","25.3","25.3","25.3","","","","","","","","","","","","","","","","","",""
"4113660","","","","","","","380","380","380","27.3","27.3","27.3","","","","","","","","","","","",""
"4114816","285","285","285","30.599999999999998","30.599999999999998","30.599999999999998","","","","","","","","","","","","","","","","","",""
"4116975","288","288","288","29.7","29.7","29.7","","","","","","","","","","","","","","","","","",""
"4117036","","","","","","","274","274","274","30.599999999999998","30.599999999999998","30.599999999999998","","","","","","","","","","","",""
"4120347","350","350","350","29.4","29.4","29.4","","","","","","","","","","","","","","","","","",""
"4121240","","","","","","","","","","","","","284","284","284","32.9","32.9","32.9","","","","","",""
"4122123","","","","","","","284","284","284","29.599999999999998","29.599999999999998","29.599999999999998","","","","","","","","","","","",""
"4122587","390","390","390","25.4","25.4","25.4","","","","","","","","","","","","","","","","","",""
"4122886","","","","","","","278","278","278","29.4","29.4","29.4","","","","","","","","","","","",""
"4123242","","","","","","","","","","","","","289","289","289","29.799999999999997","29.799999999999997","29.799999999999997","","","","","",""
"4123833","380","380","380","25.7","25.7","25.7","","","","","","","","","","","","","","","","","",""
"4124661","","","","","","","381","381","381","30.7","30.7","30.7","","","","","","","","","","","",""
"4124863","315","315","315","26.5","26.5","26.5","","","","","","","","","","","","","","","","","",""
"4125297","","","","","","","","","","","","","281","281","281","28.7","28.7","28.7","","","","","",""
"4125835","","","","","","","282","282","282","32.1","32.1","32.1","","","","","","","","","","","",""
"4127012","","","","","","","285","285","285","31.8","31.8","31.8","","","","","","","","","","","",""
"4129675","286","286","286","31","31","31","","","","","","","","","","","","","","","","","",""
"4132065","289","289","289","29.099999999999998","29.099999999999998","29.099999999999998","","","","","","","","","","","","","","","","","",""
"4132180","351","351","351","25.6","25.6","25.6","","","","","","","","","","","","","","","","","",""
"4132253","","","","","","","275","275","275","30.7","30.7","30.7","","","","","","","","","","","",""
"4133299","391","391","391","27.1","27.1","27.1","","","","","","","","","","","","","","","","","",""
"4134358","","","","","","","382","382","382","27.6","27.6","27.6","","","","","","","","","","","",""
"4135063","381","381","381","27.500000000000004","27.500000000000004","27.500000000000004","","","","","","","","","","","","","","","","","",""
"4136534","","","","","","","","","","","","","285","285","285","28.199999999999996","28.199999999999996","28.199999999999996","","","","","",""
"4136628","","","","","","","285","285","285","28.799999999999997","28.799999999999997","28.799999999999997","","","","","","","","","","","",""
"4137451","316","316","316","27.400000000000002","27.400000000000002","27.400000000000002","","","","","","","","","","","","","","","","","",""
"4138104","","","","","","","","","","","","","290","290","290","31.1","31.1","31.1","","","","","",""
"4138256","","","","","","","279","279","279","29.599999999999998","29.599999999999998","29.599999999999998","","","","","","","","","","","",""
"4140093","","","","","","","","","","","","","282","282","282","32.800000000000004","32.800000000000004","32.800000000000004","","","","","",""
"4140665","","","","","","","283","283","283","31","31","31","","","","","","","","","","","",""
"4141442","","","","","","","286","286","286","30.4","30.4","30.4","","","","","","","","","","","",""
"4143930","287","287","287","27.800000000000004","27.800000000000004","27.800000000000004","","","","","","","","","","","","","","","","","",""
"4144042","352","352","352","26.900000000000002","26.900000000000002","26.900000000000002","","","","","","","","","","","","","","","","","",""
"4144125","392","392","392","25.5","25.5","25.5","","","","","","","","","","","","","","","","","",""
"4144847","","","","","","","383","383","383","28.9","28.9","28.9","","","","","","","","","","","",""
"4145776","382","382","382","26.400000000000002","26.400000000000002","26.400000000000002","","","","","","","","","","","","","","","","","",""
"4146984","290","290","290","29.099999999999998","29.099999999999998","29.099999999999998","","","","","","","","","","","","","","","","","",""
"4147238","","","","","","","276","276","276","30.3","30.3","30.3","","","","","","","","","","","",""
"4150650","317","317","317","26.8","26.8","26.8","","","","","","","","","","","","","","","","","",""
"4151357","","","","","","","286","286","286","30.8","30.8","30.8","","","","","","","","","","","",""
"4151440","","","","","","","","","","","","","286","286","286","30.7","30.7","30.7","","","","","",""
"4152744","","","","","","","","","","","","","291","291","291","30.8","30.8","30.8","","","","","",""
"4152792","","","","","","","280","280","280","31.4","31.4","31.4","","","","","","","","","","","",""
"4154847","393","393","393","24.7","24.7","24.7","","","","","","","","","","","","","","","","","",""
"4155102","","","","","","","","","","","","","283","283","283","31.8","31.8","31.8","","","","","",""
"4155215","","","","","","","284","284","284","31.6","31.6","31.6","","","","","","","","","","","",""
"4155540","","","","","","","384","384","384","29.599999999999998","29.599999999999998","29.599999999999998","","","","","","","","","","","",""
"4156011","","","","","","","287","287","287","28.4","28.4","28.4","","","","","","","","","","","",""
"4156026","353","353","353","29.2","29.2","29.2","","","","","","","","","","","","","","","","","",""
"4156862","383","383","383","28.000000000000004","28.000000000000004","28.000000000000004","","","","","","","","","","","","","","","","","",""
"4158560","288","288","288","29.2","29.2","29.2","","","","","","","","","","","","","","","","","",""
"4161601","291","291","291","26.8","26.8","26.8","","","","","","","","","","","","","","","","","",""
"4162539","","","","","","","277","277","277","33","33","33","","","","","","","","","","","",""
"4164234","318","318","318","31","31","31","","","","","","","","","","","","","","","","","",""
"4165348","394","394","394","27.6","27.6","27.6","","","","","","","","","","","","","","","","","",""
"4165514","","","","","","","287","287","287","30.099999999999998","30.099999999999998","30.099999999999998","","","","","","","","","","","",""
"4165888","","","","","","","385","385","385","29.299999999999997","29.299999999999997","29.299999999999997","","","","","","","","","","","",""
"4166667","","","","","","","","","","","","","287","287","287","30.4","30.4","30.4","","","","","",""
"4167446","","","","","","","","","","","","","292","292","292","29.7","29.7","29.7","","","","","",""
"4167797","","","","","","","281","281","281","29.2","29.2","29.2","","","","","","","","","","","",""
"4167829","384","384","384","28.1","28.1","28.1","","","","","","","","","","","","","","","","","",""
"4167903","354","354","354","27.200000000000003","27.200000000000003","27.200000000000003","","","","","","","","","","","","","","","","","",""
"4169641","","","","","","","","","","","","","284","284","284","32.4","32.4","32.4","","","","","",""
"4169650","","","","","","","285","285","285","31.3","31.3","31.3","","","","","","","","","","","",""
"4170416","","","","","","","288","288","288","30.8","30.8","30.8","","","","","","","","","","","",""
"4172991","289","289","289","27.400000000000002","27.400000000000002","27.400000000000002","","","","","","","","","","","","","","","","","",""
"4175753","292","292","292","31","31","31","","","","","","","","","","","","","","","","","",""
"4175938","395","395","395","24.099999999999998","24.099999999999998","24.099999999999998","","","","","","","","","","","","","","","","","",""
"4176882","","","","","","","386","386","386","27","27","27","","","","","","","","","","","",""
"4177450","319","319","319","26","26","26","","","","","","","","","","","","","","","","","",""
"4177753","","","","","","","278","278","278","28.799999999999997","28.799999999999997","28.799999999999997","","","","","","","","","","","",""
"4178565","385","385","385","26.400000000000002","26.400000000000002","26.400000000000002","","","","","","","","","","","","","","","","","",""
"4179513","355","355","355","26.3","26.3","26.3","","","","","","","","","","","","","","","","","",""
"4179779","","","","","","","288","288","288","31.2","31.2","31.2","","","","","","","","","","","",""
"4181650","","","","","","","","","","","","","288","288","288","29.599999999999998","29.599999999999998","29.599999999999998","","","","","",""
"4181665","","","","","","","","","","","","","293","293","293","31.2","31.2","31.2","","","","","",""
"4182557","","","","","","","282","282","282","32.5","32.5","32.5","","","","","","","","","","","",""
"4184567","","","","","","","286","286","286","31.2","31.2","31.2","","","","","","","","","","","",""
"4184835","","","","","","","","","","","","","285","285","285","29.599999999999998","29.599999999999998","29.599999999999998","","","","","",""
"4184845","","","","","","","289","289","289","27.700000000000003","27.700000000000003","27.700000000000003","","","","","","","","","","","",""
"4186509","396","396","396","27.200000000000003","27.200000000000003","27.200000000000003","","","","","","","","","","","","","","","","","",""
"4187590","290","290","290","28.7","28.7","28.7","","","","","","","","","","","","","","","","","",""
"4188160","","","","","","","387","387","387","26.200000000000003","26.200000000000003","26.200000000000003","","","","","","","","","","","",""
"4189213","386","386","386","25.6","25.6","25.6","","","","","","","","","","","","","","","","","",""
"4189954","293","293","293","29.7","29.7","29.7","","","","","","","","","","","","","","","","","",""
"4190726","320","320","320","25.1","25.1","25.1","","","","","","","","","","","","","","","","","",""
"4191296","356","356","356","26.700000000000003","26.700000000000003","26.700000000000003","","","","","","","","","","","","","","","","","",""
"4192962","","","","","","","279","279","279","31.7","31.7","31.7","","","","","","","","","","","",""
"4194442","","","","","","","289","289","289","28.999999999999996","28.999999999999996","28.999999999999996","","","","","","","","","","","",""
"4196217","","","","","","","","","","","","","289","289","289","29.299999999999997","29.299999999999997","29.299999999999997","","","","","",""
"4196271","","","","","","","","","","","","","294","294","294","33.6","33.6","33.6","","","","","",""
"4197005","397","397","397","25.8","25.8","25.8","","","","","","","","","","","","","","","","","",""
"4197438","","","","","","","283","283","283","28.799999999999997","28.799999999999997","28.799999999999997","","","","","","","","","","","",""
"4199483","","","","","","","287","287","287","29.4","29.4","29.4","","","","","","","","","","","",""
"4199507","","","","","","","388","388","388","29.799999999999997","29.799999999999997","29.799999999999997","","","","","","","","","","","",""
"4199617","","","","","","","290","290","290","31.4","31.4","31.4","","","","","","","","","","","",""
"4199776","","","","","","","","","","","","","286","286","286","29.799999999999997","29.799999999999997","29.799999999999997","","","","","",""
"4200163","387","387","387","24.6","24.6","24.6","","","","","","","","","","","","","","","","","",""
"4201803","291","291","291","27.700000000000003","27.700000000000003","27.700000000000003","","","","","","","","","","","","","","","","","",""
"4202682","357","357","357","26.8","26.8","26.8","","","","","","","","","","","","","","","","","",""
"4204181","321","321","321","28.1","28.1","28.1","","","","","","","","","","","","","","","","","",""
"4204232","294","294","294","28.9","28.9","28.9","","","","","","","","","","","","","","","","","",""
"4207513","398","398","398","26.1","26.1","26.1","","","","","","","","","","","","","","","","","",""
"4208027","","","","","","","280","280","280","31.1","31.1","31.1","","","","","","","","","","","",""
"4208713","","","","","","","290","290","290","33","33","33","","","","","","","","","","","",""
"4210277","","","","","","","389","389","389","30.4","30.4","30.4","","","","","","","","","","","",""
"4210950","","","","","","","","","","","","","290","290","290","29.599999999999998","29.599999999999998","29.599999999999998","","","","","",""
"4210962","","","","","","","","","","","","","295","295","295","28.4","28.4","28.4","","","","","",""
"4211268","388","388","388","27.700000000000003","27.700000000000003","27.700000000000003","","","","","","","","","","","","","","","","","",""
"4212458","","","","","","","284","284","284","31.1","31.1","31.1","","","","","","","","","","","",""
"4213971","","","","","","","291","291","291","28.4","28.4","28.4","","","","","","","","","","","",""
"4214359","358","358","358","24.8","24.8","24.8","","","","","","","","","","","","","","","","","",""
"4214652","","","","","","","288","288","288","31.2","31.2","31.2","","","","","","","","","","","",""
"4215071","","","","","","","","","","","","","287","287","287","30.3","30.3","30.3","","","","","",""
"4215915","292","292","292","30.4","30.4","30.4","","","","","","","","","","","","","","","","","",""
"4217303","322","322","322","28.799999999999997","28.799999999999997","28.799999999999997","","","","","","","","","","","","","","","","","",""
"4218340","399","399","399","26.400000000000002","26.400000000000002","26.400000000000002","","","","","","","","","","","","","","","","","",""
"4218860","295","295","295","29.599999999999998","29.599999999999998","29.599999999999998","","","","","","","","","","","","","","","","","",""
"4221183","","","","","","","390","390","390","26.400000000000002","26.400000000000002","26.400000000000002","","","","","","","","","","","",""
"4222092","389","389","389","26.8","26.8","26.8","","","","","","","","","","","","","","","","","",""
"4222919","","","","","","","281","281","281","30.3","30.3","30.3","","","","","","","","","","","",""
"4223146","","","","","","","291","291","291","27.6","27.6","27.6","","","","","","","","","","","",""
"4225682","","","","","","","","","","","","","291","291","291","28.599999999999998","28.599999999999998","28.599999999999998","","","","","",""
"4226174","","","","","","","","","","","","","296","296","296","30.099999999999998","30.099999999999998","30.099999999999998","","","","","",""
"4226205","359","359","359","28.4","28.4","28.4","","","","","","","","","","","","","","","","","",""
"4227753","","","","","","","285","285","285","31.3","31.3","31.3","","","","","","","","","","","",""
"4228293","","","","","","","292","292","292","28.799999999999997","28.799999999999997","28.799999999999997","","","","","","","","","","","",""
"4228924","400","400","400","25.4","25.4","25.4","","","","","","","","","","","","","","","","","",""
"4229782","","","","","","","289","289","289","28.199999999999996","28.199999999999996","28.199999999999996","","","","","","","","","","","",""
"4230108","","","","","","","","","","","","","288","288","288","30.7","30.7","30.7","","","","","",""
"4230533","323","323","323","28.199999999999996","28.199999999999996","28.199999999999996","","","","","","","","","","","","","","","","","",""
"4230674","293","293","293","28.599999999999998","28.599999999999998","28.599999999999998","","","","","","","","","","","","","","","","","",""
"4232105","","","","","","","391","391","391","27.800000000000004","27.800000000000004","27.800000000000004","","","","","","","","","","","",""
"4232765","390","390","390","25.1","25.1","25.1","","","","","","","","","","","","","","","","","",""
"4233502","296","296","296","29.7","29.7","29.7","","","","","","","","","","","","","","","","","",""
"4237670","","","","","","","292","292","292","31.3","31.3","31.3","","","","","","","","","","","",""
"4237983","","","","","","","282","282","282","32.300000000000004","32.300000000000004","32.300000000000004","","","","","","","","","","","",""
"4237984","360","360","360","30.2","30.2","30.2","","","","","","","","","","","","","","","","","",""
