"num_samples","batchsize: 8 (Batchsize: partner: IQL) - _step","batchsize: 8 (Batchsize: partner: IQL) - _step__MIN","batchsize: 8 (Batchsize: partner: IQL) - _step__MAX","batchsize: 8 (Batchsize: partner: IQL) - score","batchsize: 8 (Batchsize: partner: IQL) - score__MIN","batchsize: 8 (Batchsize: partner: IQL) - score__MAX","batchsize: 16 (Batchsize: partner: IQL) - _step","batchsize: 16 (Batchsize: partner: IQL) - _step__MIN","batchsize: 16 (Batchsize: partner: IQL) - _step__MAX","batchsize: 16 (Batchsize: partner: IQL) - score","batchsize: 16 (Batchsize: partner: IQL) - score__MIN","batchsize: 16 (Batchsize: partner: IQL) - score__MAX","batchsize: 32 (Batchsize: partner: IQL) - _step","batchsize: 32 (Batchsize: partner: IQL) - _step__MIN","batchsize: 32 (Batchsize: partner: IQL) - _step__MAX","batchsize: 32 (Batchsize: partner: IQL) - score","batchsize: 32 (Batchsize: partner: IQL) - score__MIN","batchsize: 32 (Batchsize: partner: IQL) - score__MAX","batchsize: 64 (Batchsize: partner: IQL) - _step","batchsize: 64 (Batchsize: partner: IQL) - _step__MIN","batchsize: 64 (Batchsize: partner: IQL) - _step__MAX","batchsize: 64 (Batchsize: partner: IQL) - score","batchsize: 64 (Batchsize: partner: IQL) - score__MIN","batchsize: 64 (Batchsize: partner: IQL) - score__MAX","batchsize: 128 (Batchsize: partner: IQL) - _step","batchsize: 128 (Batchsize: partner: IQL) - _step__MIN","batchsize: 128 (Batchsize: partner: IQL) - _step__MAX","batchsize: 128 (Batchsize: partner: IQL) - score","batchsize: 128 (Batchsize: partner: IQL) - score__MIN","batchsize: 128 (Batchsize: partner: IQL) - score__MAX","batchsize: 256 (Batchsize: partner: IQL) - _step","batchsize: 256 (Batchsize: partner: IQL) - _step__MIN","batchsize: 256 (Batchsize: partner: IQL) - _step__MAX","batchsize: 256 (Batchsize: partner: IQL) - score","batchsize: 256 (Batchsize: partner: IQL) - score__MIN","batchsize: 256 (Batchsize: partner: IQL) - score__MAX","batchsize: 512 (Batchsize: partner: IQL) - _step","batchsize: 512 (Batchsize: partner: IQL) - _step__MIN","batchsize: 512 (Batchsize: partner: IQL) - _step__MAX","batchsize: 512 (Batchsize: partner: IQL) - score","batchsize: 512 (Batchsize: partner: IQL) - score__MIN","batchsize: 512 (Batchsize: partner: IQL) - score__MAX","batchsize: 1024 (Batchsize: partner: IQL) - _step","batchsize: 1024 (Batchsize: partner: IQL) - _step__MIN","batchsize: 1024 (Batchsize: partner: IQL) - _step__MAX","batchsize: 1024 (Batchsize: partner: IQL) - score","batchsize: 1024 (Batchsize: partner: IQL) - score__MIN","batchsize: 1024 (Batchsize: partner: IQL) - score__MAX"
"3589682","","","","","","","","","","","","","354","354","354","23.307","23.307","23.307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3590124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174","174","174","23.399","23.399","23.399","","","","","","","","","","","",""
"3590164","","","","","","","","","","","","","358","358","358","23.246","23.246","23.246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3591050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","64","64","23.27","23.27","23.27"
"3591725","","","","","","","","","","","","","344","344","344","23.175","23.175","23.175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3591914","","","","","","","","","","","","","","","","","","","","","","","","","332","332","332","22.931","22.931","22.931","","","","","","","","","","","","","","","","","",""
"3591959","459","459","459","23.15","23.15","23.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3593020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","23.112","23.112","23.112","","","","","",""
"3593034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167","167","167","23.144","23.144","23.144","","","","","","","","","","","",""
"3593334","","","","","","","418","418","418","23.15","23.15","23.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3593968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","84","84","23.195","23.195","23.195"
"3594729","","","","","","","","","","","","","","","","","","","313","313","313","23.231","23.231","23.231","","","","","","","","","","","","","","","","","","","","","","","",""
"3595823","","","","","","","","","","","","","","","","","","","","","","","","","246","246","246","23.221","23.221","23.221","","","","","","","","","","","","","","","","","",""
"3596802","","","","","","","","","","","","","","","","","","","304","304","304","23.342","23.342","23.342","","","","","","","","","","","","","","","","","","","","","","","",""
"3596927","","","","","","","","","","","","","","","","","","","311","311","311","23.211","23.211","23.211","","","","","","","","","","","","","","","","","","","","","","","",""
"3597333","","","","","","","412","412","412","23.24","23.24","23.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3597337","","","","","","","","","","","","","","","","","","","","","","","","","247","247","247","23.1","23.1","23.1","","","","","","","","","","","","","","","","","",""
"3598430","","","","","","","","","","","","","","","","","","","","","","","","","248","248","248","23.283","23.283","23.283","","","","","","","","","","","","","","","","","",""
"3599401","","","","","","","","","","","","","","","","","","","","","","","","","243","243","243","23.277","23.277","23.277","","","","","","","","","","","","","","","","","",""
"3599671","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168","168","168","23.287","23.287","23.287","","","","","","","","","","","",""
"3599883","460","460","460","22.967","22.967","22.967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3599984","","","","","","","","","","","","","355","355","355","23.231","23.231","23.231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3600743","","","","","","","","","","","","","359","359","359","23.166","23.166","23.166","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3601706","","","","","","","","","","","","","","","","","","","","","","","","","249","249","249","23.151","23.151","23.151","","","","","","","","","","","","","","","","","",""
"3601806","","","","","","","419","419","419","23.096","23.096","23.096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3601821","","","","","","","","","","","","","345","345","345","23.197","23.197","23.197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3602636","","","","","","","","","","","","","","","","","","","","","","","","","333","333","333","22.94","22.94","22.94","","","","","","","","","","","","","","","","","",""
"3602975","","","","","","","","","","","","","","","","","","","","","","","","","240","240","240","23.227","23.227","23.227","","","","","","","","","","","","","","","","","",""
"3603568","","","","","","","","","","","","","","","","","","","","","","","","","250","250","250","23.13","23.13","23.13","","","","","","","","","","","","","","","","","",""
"3603936","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132","132","132","23.218","23.218","23.218","","","","","",""
"3605923","","","","","","","413","413","413","23.173","23.173","23.173","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3606600","","","","","","","","","","","","","","","","","","","314","314","314","23.335","23.335","23.335","","","","","","","","","","","","","","","","","","","","","","","",""
"3607491","461","461","461","23.146","23.146","23.146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3608532","","","","","","","","","","","","","","","","","","","305","305","305","23.235","23.235","23.235","","","","","","","","","","","","","","","","","","","","","","","",""
"3609009","","","","","","","","","","","","","","","","","","","312","312","312","23.071","23.071","23.071","","","","","","","","","","","","","","","","","","","","","","","",""
"3610111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175","175","175","23.075","23.075","23.075","","","","","","","","","","","",""
"3610306","","","","","","","","","","","","","356","356","356","23.312","23.312","23.312","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3610361","","","","","","","","","","","","","","","","","","","","","","","","","247","247","247","23.147","23.147","23.147","","","","","","","","","","","","","","","","","",""
"3610674","","","","","","","","","","","","","360","360","360","23.284","23.284","23.284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3610679","","","","","","","420","420","420","23.319","23.319","23.319","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3611969","","","","","","","","","","","","","","","","","","","","","","","","","248","248","248","23.185","23.185","23.185","","","","","","","","","","","","","","","","","",""
"3611999","","","","","","","","","","","","","346","346","346","23.24","23.24","23.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3613061","","","","","","","","","","","","","","","","","","","","","","","","","249","249","249","23.226","23.226","23.226","","","","","","","","","","","","","","","","","",""
"3614077","","","","","","","","","","","","","","","","","","","","","","","","","334","334","334","23.127","23.127","23.127","","","","","","","","","","","","","","","","","",""
"3614326","","","","","","","","","","","","","","","","","","","","","","","","","244","244","244","23.353","23.353","23.353","","","","","","","","","","","","","","","","","",""
"3614639","","","","","","","414","414","414","23.24","23.24","23.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3615415","462","462","462","23.005","23.005","23.005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3615708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168","168","168","23.253","23.253","23.253","","","","","","","","","","","",""
"3616417","","","","","","","","","","","","","","","","","","","","","","","","","250","250","250","23.128","23.128","23.128","","","","","","","","","","","","","","","","","",""
"3617904","","","","","","","","","","","","","","","","","","","315","315","315","23.257","23.257","23.257","","","","","","","","","","","","","","","","","","","","","","","",""
"3617950","","","","","","","","","","","","","","","","","","","","","","","","","241","241","241","23.104","23.104","23.104","","","","","","","","","","","","","","","","","",""
"3618053","","","","","","","","","","","","","","","","","","","","","","","","","251","251","251","23.207","23.207","23.207","","","","","","","","","","","","","","","","","",""
"3619431","","","","","","","421","421","421","23.107","23.107","23.107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3620073","","","","","","","","","","","","","","","","","","","306","306","306","23.319","23.319","23.319","","","","","","","","","","","","","","","","","","","","","","","",""
"3620444","","","","","","","","","","","","","357","357","357","23.207","23.207","23.207","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3620445","","","","","","","","","","","","","361","361","361","23.133","23.133","23.133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3621191","","","","","","","","","","","","","","","","","","","313","313","313","23.267","23.267","23.267","","","","","","","","","","","","","","","","","","","","","","","",""
"3621416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169","169","169","23.163","23.163","23.163","","","","","","","","","","","",""
"3622505","","","","","","","","","","","","","347","347","347","23.206","23.206","23.206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3623380","463","463","463","23.007","23.007","23.007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3623540","","","","","","","415","415","415","23.036","23.036","23.036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3624617","","","","","","","","","","","","","","","","","","","","","","","","","335","335","335","22.993","22.993","22.993","","","","","","","","","","","","","","","","","",""
"3625205","","","","","","","","","","","","","","","","","","","","","","","","","248","248","248","23.248","23.248","23.248","","","","","","","","","","","","","","","","","",""
"3626437","","","","","","","","","","","","","","","","","","","","","","","","","249","249","249","23.262","23.262","23.262","","","","","","","","","","","","","","","","","",""
"3626453","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","107","107","23.114","23.114","23.114","","","","","",""
"3627314","","","","","","","","","","","","","","","","","","","","","","","","","250","250","250","23.066","23.066","23.066","","","","","","","","","","","","","","","","","",""
"3627627","","","","","","","422","422","422","23.259","23.259","23.259","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3629197","","","","","","","","","","","","","","","","","","","","","","","","","245","245","245","23.231","23.231","23.231","","","","","","","","","","","","","","","","","",""
"3629437","","","","","","","","","","","","","","","","","","","316","316","316","23.185","23.185","23.185","","","","","","","","","","","","","","","","","","","","","","","",""
"3629501","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","23.287","23.287","23.287","","","","","",""
"3630668","","","","","","","","","","","","","362","362","362","23.226","23.226","23.226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3631051","","","","","","","","","","","","","","","","","","","","","","","","","251","251","251","23.219","23.219","23.219","176","176","176","23.197","23.197","23.197","","","","","","","","","","","",""
"3631199","464","464","464","23.108","23.108","23.108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3631313","","","","","","","","","","","","","358","358","358","23.218","23.218","23.218","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3631679","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133","133","133","23.147","23.147","23.147","","","","","",""
"3631690","","","","","","","","","","","","","","","","","","","307","307","307","23.287","23.287","23.287","","","","","","","","","","","","","","","","","","","","","","","",""
"3632393","","","","","","","","","","","","","348","348","348","23.194","23.194","23.194","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3632616","","","","","","","416","416","416","23.202","23.202","23.202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3632708","","","","","","","","","","","","","","","","","","","","","","","","","252","252","252","23.247","23.247","23.247","","","","","","","","","","","","","","","","","",""
"3633145","","","","","","","","","","","","","","","","","","","314","314","314","23.298","23.298","23.298","","","","","","","","","","","","","","","","","","","","","","","",""
"3633459","","","","","","","","","","","","","","","","","","","","","","","","","242","242","242","23.18","23.18","23.18","","","","","","","","","","","","","","","","","",""
"3633535","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","23.047","23.047","23.047"
"3635476","","","","","","","","","","","","","","","","","","","","","","","","","336","336","336","23.011","23.011","23.011","","","","","","","","","","","","","","","","","",""
"3636013","","","","","","","423","423","423","23.094","23.094","23.094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3638373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169","169","169","23.111","23.111","23.111","","","","","","","","","","","",""
"3639164","465","465","465","23.145","23.145","23.145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3639852","","","","","","","","","","","","","","","","","","","","","","","","","249","249","249","23.26","23.26","23.26","","","","","","","","","","","","","","","","","",""
"3640541","","","","","","","","","","","","","363","363","363","23.271","23.271","23.271","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3640886","","","","","","","","","","","","","","","","","","","317","317","317","23.168","23.168","23.168","","","","","","","","","","","","","","","","","","","","","","","",""
"3640980","","","","","","","417","417","417","23.133","23.133","23.133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3641247","","","","","","","","","","","","","","","","","","","","","","","","","250","250","250","23.097","23.097","23.097","","","","","","","","","","","","","","","","","",""
"3641484","","","","","","","","","","","","","359","359","359","23.128","23.128","23.128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3641707","","","","","","","","","","","","","","","","","","","","","","","","","251","251","251","23.211","23.211","23.211","","","","","","","","","","","","","","","","","",""
"3642643","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170","170","170","23.268","23.268","23.268","","","","","","","","","","","",""
"3642761","","","","","","","","","","","","","349","349","349","23.155","23.155","23.155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3643750","","","","","","","","","","","","","","","","","","","308","308","308","23.142","23.142","23.142","","","","","","","","","","","","","","","","","","","","","","","",""
"3643784","","","","","","","","","","","","","","","","","","","","","","","","","246","246","246","23.258","23.258","23.258","","","","","","","","","","","","","","","","","",""
"3644779","","","","","","","","","","","","","","","","","","","315","315","315","23.322","23.322","23.322","","","","","","","","","","","","","","","","","","","","","","","",""
"3644913","","","","","","","424","424","424","23.173","23.173","23.173","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3645417","","","","","","","","","","","","","","","","","","","","","","","","","252","252","252","23.212","23.212","23.212","","","","","","","","","","","","","","","","","",""
"3646995","","","","","","","","","","","","","","","","","","","","","","","","","337","337","337","23.101","23.101","23.101","","","","","","","","","","","","","","","","","",""
"3647104","466","466","466","23.028","23.028","23.028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3647319","","","","","","","","","","","","","","","","","","","","","","","","","253","253","253","23.192","23.192","23.192","","","","","","","","","","","","","","","","","",""
"3647542","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","65","65","23.181","23.181","23.181"
"3648394","","","","","","","","","","","","","","","","","","","","","","","","","243","243","243","23.22","23.22","23.22","","","","","","","","","","","","","","","","","",""
"3649297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","65","65","23.232","23.232","23.232"
"3649763","","","","","","","418","418","418","23.157","23.157","23.157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3651108","","","","","","","","","","","","","364","364","364","23.217","23.217","23.217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3651360","","","","","","","","","","","","","360","360","360","23.331","23.331","23.331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3651868","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177","177","177","23.021","23.021","23.021","","","","","","","","","","","",""
"3652569","","","","","","","","","","","","","","","","","","","318","318","318","23.224","23.224","23.224","","","","","","","","","","","","","","","","","","","","","","","",""
"3653088","","","","","","","","","","","","","350","350","350","23.345","23.345","23.345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3653649","","","","","","","425","425","425","23.17","23.17","23.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3654667","","","","","","","","","","","","","","","","","","","","","","","","","250","250","250","23.038","23.038","23.038","","","","","","","","","","","","","","","","","",""
"3655262","467","467","467","23.109","23.109","23.109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3655460","","","","","","","","","","","","","","","","","","","309","309","309","23.214","23.214","23.214","","","","","","","","","","","","","","","","","","","","","","","",""
"3655858","","","","","","","","","","","","","","","","","","","","","","","","","251","251","251","23.226","23.226","23.226","","","","","","","","","","","","","","","","","",""
"3656170","","","","","","","","","","","","","","","","","","","","","","","","","252","252","252","23.085","23.085","23.085","","","","","","","","","","","","","","","","","",""
"3656715","","","","","","","","","","","","","","","","","","","316","316","316","23.148","23.148","23.148","","","","","","","","","","","","","","","","","","","","","","","",""
"3658244","","","","","","","","","","","","","","","","","","","","","","","","","338","338","338","23.04","23.04","23.04","","","","","","","","","","","","","","","","","",""
"3658431","","","","","","","419","419","419","23.163","23.163","23.163","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3658490","","","","","","","","","","","","","","","","","","","","","","","","","247","247","247","23.089","23.089","23.089","","","","","","","","","","","","","","","","","",""
"3658978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134","134","134","23.253","23.253","23.253","","","","","",""
"3659506","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170","170","170","23.185","23.185","23.185","","","","","","","","","","","",""
"3660017","","","","","","","","","","","","","","","","","","","","","","","","","253","253","253","23.112","23.112","23.112","","","","","","","","","","","","","","","","","",""
"3660962","","","","","","","","","","","","","365","365","365","23.145","23.145","23.145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3661767","","","","","","","","","","","","","","","","","","","","","","","","","254","254","254","23.247","23.247","23.247","","","","","","","","","","","","","","","","","",""
"3661838","","","","","","","","","","","","","361","361","361","23.235","23.235","23.235","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3662161","","","","","","","426","426","426","23.173","23.173","23.173","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3662448","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","108","108","23.23","23.23","23.23","","","","","",""
"3663173","468","468","468","23.046","23.046","23.046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3663439","","","","","","","","","","","","","351","351","351","23.143","23.143","23.143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3663945","","","","","","","","","","","","","","","","","","","","","","","","","244","244","244","23.377","23.377","23.377","","","","","","","","","","","","","","","","","",""
"3663969","","","","","","","","","","","","","","","","","","","319","319","319","23.239","23.239","23.239","","","","","","","","","","","","","","","","","","","","","","","",""
"3665162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171","171","171","23.253","23.253","23.253","","","","","","","","","","","",""
"3665684","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","101","101","23.156","23.156","23.156","","","","","",""
"3666644","","","","","","","420","420","420","23.217","23.217","23.217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3666858","","","","","","","","","","","","","","","","","","","310","310","310","23.258","23.258","23.258","","","","","","","","","","","","","","","","","","","","","","","",""
"3668494","","","","","","","","","","","","","","","","","","","317","317","317","23.213","23.213","23.213","","","","","","","","","","","","","","","","","","","","","","","",""
"3669489","","","","","","","","","","","","","","","","","","","","","","","","","251","251","251","23.223","23.223","23.223","","","","","","","","","","","","","","","","","",""
"3669809","","","","","","","","","","","","","","","","","","","","","","","","","339","339","339","23.033","23.033","23.033","","","","","","","","","","","","","","","","","",""
"3670584","","","","","","","","","","","","","","","","","","","","","","","","","252","252","252","23.225","23.225","23.225","","","","","","","","","","","","","","","","","",""
"3670883","","","","","","","","","","","","","","","","","","","","","","","","","253","253","253","23.215","23.215","23.215","","","","","","","","","","","","","","","","","",""
"3670998","","","","","","","427","427","427","23.068","23.068","23.068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3671051","469","469","469","23.073","23.073","23.073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3671176","","","","","","","","","","","","","366","366","366","23.201","23.201","23.201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3671798","","","","","","","","","","","","","362","362","362","23.307","23.307","23.307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3673425","","","","","","","","","","","","","","","","","","","","","","","","","248","248","248","23.196","23.196","23.196","","","","","","","","","","","","","","","","","",""
"3673452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","86","86","23.106","23.106","23.106"
"3673593","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","178","178","178","23.277","23.277","23.277","","","","","","","","","","","",""
"3673653","","","","","","","","","","","","","352","352","352","23.252","23.252","23.252","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3674527","","","","","","","","","","","","","","","","","","","","","","","","","254","254","254","23.327","23.327","23.327","","","","","","","","","","","","","","","","","",""
"3675477","","","","","","","421","421","421","23.14","23.14","23.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3675715","","","","","","","","","","","","","","","","","","","320","320","320","23.222","23.222","23.222","","","","","","","","","","","","","","","","","","","","","","","",""
"3676277","","","","","","","","","","","","","","","","","","","","","","","","","255","255","255","23.245","23.245","23.245","","","","","","","","","","","","","","","","","",""
"3678906","","","","","","","","","","","","","","","","","","","","","","","","","245","245","245","23.265","23.265","23.265","","","","","","","","","","","","","","","","","",""
"3679039","470","470","470","23.046","23.046","23.046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3679187","","","","","","","","","","","","","","","","","","","311","311","311","23.275","23.275","23.275","","","","","","","","","","","","","","","","","","","","","","","",""
"3679334","","","","","","","428","428","428","23.173","23.173","23.173","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3680220","","","","","","","","","","","","","","","","","","","318","318","318","23.231","23.231","23.231","","","","","","","","","","","","","","","","","","","","","","","",""
"3681068","","","","","","","","","","","","","367","367","367","23.211","23.211","23.211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3681104","","","","","","","","","","","","","","","","","","","","","","","","","340","340","340","23.142","23.142","23.142","","","","","","","","","","","","","","","","","",""
"3682127","","","","","","","","","","","","","363","363","363","23.312","23.312","23.312","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3682243","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171","171","171","23.218","23.218","23.218","","","","","","","","","","","",""
"3683897","","","","","","","","","","","","","353","353","353","23.277","23.277","23.277","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3683940","","","","","","","422","422","422","23.246","23.246","23.246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3684221","","","","","","","","","","","","","","","","","","","","","","","","","252","252","252","23.219","23.219","23.219","","","","","","","","","","","","","","","","","",""
"3685315","","","","","","","","","","","","","","","","","","","","","","","","","253","253","253","23.151","23.151","23.151","","","","","","","","","","","","","","","","","",""
"3685806","","","","","","","","","","","","","","","","","","","","","","","","","254","254","254","23.239","23.239","23.239","","","","","","","","","","","","","","","","","",""
"3686155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172","172","172","23.175","23.175","23.175","","","","","","","","","","","",""
"3686441","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135","135","135","23.174","23.174","23.174","","","","","",""
"3687301","471","471","471","23.169","23.169","23.169","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3687676","","","","","","","","","","","","","","","","","","","321","321","321","23.193","23.193","23.193","","","","","","","","","","","","","","","","","","","","","","","",""
"3688271","","","","","","","429","429","429","23.068","23.068","23.068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3688520","","","","","","","","","","","","","","","","","","","","","","","","","249","249","249","23.15","23.15","23.15","","","","","","","","","","","","","","","","","",""
"3688985","","","","","","","","","","","","","","","","","","","","","","","","","255","255","255","23.29","23.29","23.29","","","","","","","","","","","","","","","","","",""
"3690861","","","","","","","","","","","","","","","","","","","","","","","","","256","256","256","23.202","23.202","23.202","","","","","","","","","","","","","","","","","",""
"3690905","","","","","","","","","","","","","368","368","368","23.377","23.377","23.377","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3691230","","","","","","","","","","","","","","","","","","","312","312","312","23.159","23.159","23.159","","","","","","","","","","","","","","","","","","","","","","","",""
"3691572","","","","","","","","","","","","","","","","","","","","","","","","","341","341","341","23.108","23.108","23.108","","","","","","","","","","","","","","","","","",""
"3691580","","","","","","","","","","","","","","","","","","","319","319","319","23.264","23.264","23.264","","","","","","","","","","","","","","","","","","","","","","","",""
"3691959","","","","","","","","","","","","","364","364","364","23.253","23.253","23.253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3692421","","","","","","","423","423","423","23.14","23.14","23.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3694337","","","","","","","","","","","","","","","","","","","","","","","","","246","246","246","23.168","23.168","23.168","","","","","","","","","","","","","","","","","",""
"3694566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179","179","179","23.278","23.278","23.278","","","","","","","","","","","",""
"3694653","","","","","","","","","","","","","354","354","354","23.322","23.322","23.322","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3695180","472","472","472","22.984","22.984","22.984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3697039","","","","","","","430","430","430","23.235","23.235","23.235","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3698113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109","109","109","23.232","23.232","23.232","","","","","",""
"3698639","","","","","","","","","","","","","","","","","","","","","","","","","253","253","253","23.081","23.081","23.081","","","","","","","","","","","","","","","","","",""
"3699332","","","","","","","","","","","","","","","","","","","322","322","322","23.269","23.269","23.269","","","","","","","","","","","","","","","","","","","","","","","",""
