"num_samples","num_thread: 5 (threads: partner OBL5) - _step","num_thread: 5 (threads: partner OBL5) - _step__MIN","num_thread: 5 (threads: partner OBL5) - _step__MAX","num_thread: 5 (threads: partner OBL5) - score","num_thread: 5 (threads: partner OBL5) - score__MIN","num_thread: 5 (threads: partner OBL5) - score__MAX","num_thread: 10 (threads: partner OBL5) - _step","num_thread: 10 (threads: partner OBL5) - _step__MIN","num_thread: 10 (threads: partner OBL5) - _step__MAX","num_thread: 10 (threads: partner OBL5) - score","num_thread: 10 (threads: partner OBL5) - score__MIN","num_thread: 10 (threads: partner OBL5) - score__MAX","num_thread: 20 (threads: partner OBL5) - _step","num_thread: 20 (threads: partner OBL5) - _step__MIN","num_thread: 20 (threads: partner OBL5) - _step__MAX","num_thread: 20 (threads: partner OBL5) - score","num_thread: 20 (threads: partner OBL5) - score__MIN","num_thread: 20 (threads: partner OBL5) - score__MAX","num_thread: 40 (threads: partner OBL5) - _step","num_thread: 40 (threads: partner OBL5) - _step__MIN","num_thread: 40 (threads: partner OBL5) - _step__MAX","num_thread: 40 (threads: partner OBL5) - score","num_thread: 40 (threads: partner OBL5) - score__MIN","num_thread: 40 (threads: partner OBL5) - score__MAX","num_thread: 80 (threads: partner OBL5) - _step","num_thread: 80 (threads: partner OBL5) - _step__MIN","num_thread: 80 (threads: partner OBL5) - _step__MAX","num_thread: 80 (threads: partner OBL5) - score","num_thread: 80 (threads: partner OBL5) - score__MIN","num_thread: 80 (threads: partner OBL5) - score__MAX","num_thread: 120 (threads: partner OBL5) - _step","num_thread: 120 (threads: partner OBL5) - _step__MIN","num_thread: 120 (threads: partner OBL5) - _step__MAX","num_thread: 120 (threads: partner OBL5) - score","num_thread: 120 (threads: partner OBL5) - score__MIN","num_thread: 120 (threads: partner OBL5) - score__MAX","num_thread: 160 (threads: partner OBL5) - _step","num_thread: 160 (threads: partner OBL5) - _step__MIN","num_thread: 160 (threads: partner OBL5) - _step__MAX","num_thread: 160 (threads: partner OBL5) - score","num_thread: 160 (threads: partner OBL5) - score__MIN","num_thread: 160 (threads: partner OBL5) - score__MAX"
"4120452","","","","","","","815","815","815","21.424","21.424","21.424","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4120807","","","","","","","","","","","","","305","305","305","22.516","22.516","22.516","","","","","","","","","","","","","","","","","","","","","","","",""
"4121307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116","116","116","22.899","22.899","22.899"
"4121913","","","","","","","806","806","806","21.881","21.881","21.881","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4122774","","","","","","","798","798","798","21.572","21.572","21.572","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4122895","","","","","","","","","","","","","298","298","298","22.59","22.59","22.59","","","","","","","","","","","","","","","","","","","","","","","",""
"4122985","","","","","","","","","","","","","","","","","","","140","140","140","22.978","22.978","22.978","","","","","","","","","","","","","","","","","",""
"4123392","","","","","","","","","","","","","310","310","310","22.799","22.799","22.799","","","","","","","","","","","","","","","","","","","","","","","",""
"4123710","","","","","","","817","817","817","21.671","21.671","21.671","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4123877","","","","","","","","","","","","","","","","","","","","","","","","","102","102","102","22.659","22.659","22.659","","","","","","","","","","","",""
"4124515","","","","","","","","","","","","","310","310","310","22.308","22.308","22.308","","","","","","","","","","","","","","","","","","","","","","","",""
"4125146","","","","","","","","","","","","","419","419","419","22.403","22.403","22.403","","","","","","","","","","","","","","","","","","","","","","","",""
"4125433","","","","","","","","","","","","","","","","","","","","","","","","","109","109","109","22.79","22.79","22.79","","","","","","","","","","","",""
"4125536","","","","","","","816","816","816","21.687","21.687","21.687","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4126317","","","","","","","","","","","","","","","","","","","153","153","153","22.678","22.678","22.678","","","","","","","","","","","","","","","","","",""
"4127154","","","","","","","807","807","807","21.857","21.857","21.857","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4127513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","78","78","22.813","22.813","22.813","","","","","",""
"4127673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","77","77","22.501","22.501","22.501","","","","","",""
"4127774","","","","","","","","","","","","","","","","","","","149","149","149","22.677","22.677","22.677","","","","","","","","","","","","","","","","","",""
"4127882","","","","","","","799","799","799","21.8","21.8","21.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4128757","","","","","","","818","818","818","21.739","21.739","21.739","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4129606","","","","","","","","","","","","","302","302","302","22.666","22.666","22.666","","","","","","","","","","","","","","","","","","","","","","","",""
"4129962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146","146","146","23.014","23.014","23.014","","","","","",""
"4130493","","","","","","","","","","","","","303","303","303","22.798","22.798","22.798","","","","","","","","","","","","","","","","","","","","","","","",""
"4130668","","","","","","","","","","","","","","","","","","","229","229","229","22.734","22.734","22.734","","","","","","","","","","","","","","","","","",""
"4130689","","","","","","","817","817","817","21.681","21.681","21.681","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4131221","","","","","","","","","","","","","309","309","309","22.549","22.549","22.549","","","","","","","","","","","","","","","","","","","","","","","",""
"4132410","","","","","","","808","808","808","21.724","21.724","21.724","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4133020","","","","","","","800","800","800","21.694","21.694","21.694","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4133102","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98","22.673","22.673","22.673","","","","","","","","","","","",""
"4133973","","","","","","","819","819","819","21.917","21.917","21.917","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4135033","","","","","","","","","","","","","306","306","306","22.887","22.887","22.887","","","","","","","","","","","","","","","","","","","","","","","",""
"4135088","","","","","","","","","","","","","420","420","420","22.569","22.569","22.569","","","","","","","","","","","","","","","","","","","","","","","",""
"4135509","","","","","","","","","","","","","","","","","","","161","161","161","22.852","22.852","22.852","","","","","","","","","","","","","","","","","",""
"4135748","","","","","","","818","818","818","21.605","21.605","21.605","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4136687","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","77","77","22.535","22.535","22.535","","","","","",""
"4136898","","","","","","","","","","","","","311","311","311","22.796","22.796","22.796","","","","","","","","","","","","","","","","","","","","","","","",""
"4137095","","","","","","","","","","","","","299","299","299","22.373","22.373","22.373","","","","","","","","","","","","","","","","","","","","","","","",""
"4137599","","","","","","","809","809","809","21.964","21.964","21.964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4137652","","","","","","","","","","","","","311","311","311","22.645","22.645","22.645","","","","","","","","","","","","","","","","","","","","","","","",""
"4138130","","","","","","","801","801","801","21.754","21.754","21.754","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4138538","","","","","","","","","","","","","","","","","","","","","","","","","169","169","169","22.894","22.894","22.894","","","","","","","","","","","",""
"4139058","","","","","","","820","820","820","21.463","21.463","21.463","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4139833","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","22.833","22.833","22.833"
"4140947","","","","","","","819","819","819","21.523","21.523","21.523","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4142770","","","","","","","810","810","810","21.672","21.672","21.672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4143265","","","","","","","802","802","802","21.614","21.614","21.614","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4143306","","","","","","","","","","","","","303","303","303","22.516","22.516","22.516","","","","","","","","","","","","","","","","","","","","","","","",""
"4144135","","","","","","","821","821","821","21.734","21.734","21.734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4144517","","","","","","","","","","","","","304","304","304","22.631","22.631","22.631","","","","","","","","","","","","","","","","","","","","","","","",""
"4144540","","","","","","","","","","","","","310","310","310","22.559","22.559","22.559","","","","","","","","","","","","","","","","","","","","","","","",""
"4145500","","","","","","","","","","","","","421","421","421","22.35","22.35","22.35","","","","","","","","","","","","","","","","","","","","","","","",""
"4146039","","","","","","","820","820","820","21.523","21.523","21.523","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4147905","","","","","","","811","811","811","21.88","21.88","21.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4148108","","","","","","","","","","","","","","","","","","","","","","","","","106","106","106","22.674","22.674","22.674","","","","","","","","","","","",""
"4148251","","","","","","","","","","","","","","","","","","","230","230","230","22.743","22.743","22.743","","","","","","","","","","","","","","","","","",""
"4148421","","","","","","","803","803","803","21.342","21.342","21.342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4148702","","","","","","","","","","","","","307","307","307","22.671","22.671","22.671","","","","","","","","","","","","","","","","","","","","","","","",""
"4149271","","","","","","","822","822","822","22.004","22.004","22.004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4150527","","","","","","","","","","","","","312","312","312","22.578","22.578","22.578","","","","","","","","","","","","","","","","","","","","","","","",""
"4150996","","","","","","","","","","","","","300","300","300","22.768","22.768","22.768","","","","","","","","","","","","","","","","","","","","","","","",""
"4151110","","","","","","","","","","","","","312","312","312","22.621","22.621","22.621","","","","","","","","","","","","","","","","","","","","","","","",""
"4151150","","","","","","","821","821","821","21.349","21.349","21.349","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4153147","","","","","","","812","812","812","21.739","21.739","21.739","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4153338","","","","","","","","","","","","","","","","","","","154","154","154","22.874","22.874","22.874","","","","","","","","","","","","","","","","","",""
"4153622","","","","","","","804","804","804","21.723","21.723","21.723","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4153981","","","","","","","","","","","","","","","","","","","141","141","141","22.924","22.924","22.924","","","","","","","","","","","","","","","","","",""
"4154419","","","","","","","823","823","823","21.705","21.705","21.705","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4154894","","","","","","","","","","","","","","","","","","","","","","","","","107","107","107","22.714","22.714","22.714","","","","","","","","","","","",""
"4155676","","","","","","","","","","","","","422","422","422","22.211","22.211","22.211","","","","","","","","","","","","","","","","","","","","","","","",""
"4156411","","","","","","","822","822","822","21.483","21.483","21.483","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4156995","","","","","","","","","","","","","","","","","","","150","150","150","22.828","22.828","22.828","","","","","","","","","","","","","","","","","",""
"4157103","","","","","","","","","","","","","304","304","304","22.779","22.779","22.779","","","","","","","","","","","","","","","","","","","","","","","",""
"4157272","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","117","117","22.738","22.738","22.738"
"4157844","","","","","","","","","","","","","311","311","311","22.708","22.708","22.708","","","","","","","","","","","","","","","","","","","","","","","",""
"4158347","","","","","","","813","813","813","21.559","21.559","21.559","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4158723","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147","147","147","22.506","22.506","22.506","","","","","",""
"4158770","","","","","","","805","805","805","21.765","21.765","21.765","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4158956","","","","","","","","","","","","","305","305","305","22.614","22.614","22.614","","","","","","","","","","","","","","","","","","","","","","","",""
"4158994","","","","","","","","","","","","","","","","","","","","","","","","","104","104","104","22.976","22.976","22.976","","","","","","","","","","","",""
"4159425","","","","","","","824","824","824","21.669","21.669","21.669","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4161047","","","","","","","","","","","","","","","","","","","","","","","","","97","97","97","22.485","22.485","22.485","","","","","","","","","","","",""
"4161229","","","","","","","","","","","","","","","","","","","","","","","","","110","110","110","22.791","22.791","22.791","","","","","","","","","","","",""
"4161363","","","","","","","","","","","","","","","","","","","162","162","162","22.856","22.856","22.856","","","","","","","","","","","","","","","","","",""
"4161430","","","","","","","823","823","823","21.657","21.657","21.657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4162067","","","","","","","","","","","","","","","","","","","","","","","","","170","170","170","22.814","22.814","22.814","","","","","","","","","","","",""
"4162721","","","","","","","","","","","","","308","308","308","22.687","22.687","22.687","","","","","","","","","","","","","","","","","","","","","","","",""
"4163515","","","","","","","814","814","814","21.918","21.918","21.918","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4163548","","","","","","","","","","","","","","","","","","","","","","","","","103","103","103","22.865","22.865","22.865","","","","","","","","","","","",""
"4163719","","","","","","","","","","","","","313","313","313","22.675","22.675","22.675","","","","","","","","","","","","","","","","","","","","","","","",""
"4163841","","","","","","","806","806","806","21.906","21.906","21.906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4164568","","","","","","","825","825","825","21.623","21.623","21.623","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4164609","","","","","","","","","","","","","313","313","313","22.754","22.754","22.754","","","","","","","","","","","","","","","","","","","","","","","",""
"4164744","","","","","","","","","","","","","301","301","301","22.512","22.512","22.512","","","","","","","","","","","","","","","","","","","","","","","",""
"4165617","","","","","","","","","","","","","","","","","","","231","231","231","22.775","22.775","22.775","","","","","","","","","","","","","","","","","",""
"4166079","","","","","","","","","","","","","423","423","423","22.505","22.505","22.505","","","","","","","","","","","","","","","","","","","","","","","",""
"4166510","","","","","","","824","824","824","21.438","21.438","21.438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4166697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","80","22.622","22.622","22.622","","","","","",""
"4168766","","","","","","","815","815","815","21.86","21.86","21.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4168978","","","","","","","807","807","807","21.738","21.738","21.738","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4169630","","","","","","","826","826","826","21.793","21.793","21.793","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4170478","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","69","69","22.649","22.649","22.649"
"4171084","","","","","","","","","","","","","312","312","312","22.71","22.71","22.71","","","","","","","","","","","","","","","","","","","","","","","",""
"4171410","","","","","","","","","","","","","305","305","305","22.865","22.865","22.865","","","","","","","","","","","","","","","","","","","","","","","",""
"4171541","","","","","","","825","825","825","21.639","21.639","21.639","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4173060","","","","","","","","","","","","","306","306","306","22.818","22.818","22.818","","","","","","","","","","","","","","","","","","","","","","","",""
"4173728","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","22.692","22.692","22.692","","","","","","","","","","","",""
"4174021","","","","","","","816","816","816","22.099","22.099","22.099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4174124","","","","","","","808","808","808","21.891","21.891","21.891","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4174682","","","","","","","827","827","827","21.822","21.822","21.822","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4175745","","","","","","","","","","","","","424","424","424","22.56","22.56","22.56","","","","","","","","","","","","","","","","","","","","","","","",""
"4176317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","62","62","22.674","22.674","22.674"
"4176569","","","","","","","","","","","","","309","309","309","22.578","22.578","22.578","","","","","","","","","","","","","","","","","","","","","","","",""
"4176755","","","","","","","826","826","826","21.722","21.722","21.722","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4177299","","","","","","","","","","","","","314","314","314","22.841","22.841","22.841","","","","","","","","","","","","","","","","","","","","","","","",""
"4177931","","","","","","","","","","","","","314","314","314","22.643","22.643","22.643","","","","","","","","","","","","","","","","","","","","","","","",""
"4178305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","66","66","22.458","22.458","22.458"
"4179108","","","","","","","","","","","","","302","302","302","22.712","22.712","22.712","","","","","","","","","","","","","","","","","","","","","","","",""
"4179255","","","","","","","817","817","817","21.723","21.723","21.723","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4179261","","","","","","","809","809","809","21.496","21.496","21.496","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4179711","","","","","","","828","828","828","21.86","21.86","21.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4180927","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","101","101","22.968","22.968","22.968"
"4181277","","","","","","","","","","","","","","","","","","","155","155","155","22.92","22.92","22.92","","","","","","","","","","","","","","","","","",""
"4181423","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","79","79","22.486","22.486","22.486","","","","","",""
"4181792","","","","","","","827","827","827","21.59","21.59","21.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4183021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","78","78","22.735","22.735","22.735","","","","","",""
"4183290","","","","","","","","","","","","","","","","","","","232","232","232","23.118","23.118","23.118","","","","","","","","","","","","","","","","","",""
"4183666","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148","148","148","22.851","22.851","22.851","","","","","",""
"4184228","","","","","","","","","","","","","","","","","","","142","142","142","22.696","22.696","22.696","","","","","","","","","","","","","","","","","",""
"4184362","","","","","","","810","810","810","21.819","21.819","21.819","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4184367","","","","","","","","","","","","","313","313","313","22.636","22.636","22.636","","","","","","","","","","","","","","","","","","","","","","","",""
"4184463","","","","","","","818","818","818","21.818","21.818","21.818","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4184679","","","","","","","829","829","829","21.579","21.579","21.579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4185152","","","","","","","","","","","","","306","306","306","23.014","23.014","23.014","","","","","","","","","","","","","","","","","","","","","","","",""
"4185546","","","","","","","","","","","","","425","425","425","22.438","22.438","22.438","","","","","","","","","","","","","","","","","","","","","","","",""
"4185618","","","","","","","","","","","","","","","","","","","151","151","151","22.58","22.58","22.58","","","","","","","","","","","","","","","","","",""
"4186073","","","","","","","","","","","","","","","","","","","","","","","","","171","171","171","23","23","23","","","","","","","","","","","",""
"4186279","","","","","","","","","","","","","307","307","307","22.698","22.698","22.698","","","","","","","","","","","","","","","","","","","","","","","",""
"4186925","","","","","","","828","828","828","21.637","21.637","21.637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4187177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118","118","118","22.888","22.888","22.888"
"4187215","","","","","","","","","","","","","","","","","","","","","","","","","107","107","107","22.535","22.535","22.535","","","","","","","","","","","",""
"4187784","","","","","","","","","","","","","","","","","","","163","163","163","22.786","22.786","22.786","","","","","","","","","","","","","","","","","",""
"4188869","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","78","78","22.421","22.421","22.421","","","","","",""
"4189521","","","","","","","811","811","811","21.741","21.741","21.741","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4189625","","","","","","","819","819","819","22.105","22.105","22.105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4189669","","","","","","","830","830","830","21.768","21.768","21.768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4190414","","","","","","","","","","","","","310","310","310","22.59","22.59","22.59","","","","","","","","","","","","","","","","","","","","","","","",""
"4190955","","","","","","","","","","","","","315","315","315","22.646","22.646","22.646","","","","","","","","","","","","","","","","","","","","","","","",""
"4191983","","","","","","","","","","","","","315","315","315","22.542","22.542","22.542","","","","","","","","","","","","","","","","","","","","","","","",""
"4192051","","","","","","","829","829","829","21.955","21.955","21.955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4192770","","","","","","","","","","","","","303","303","303","22.509","22.509","22.509","","","","","","","","","","","","","","","","","","","","","","","",""
"4193881","","","","","","","","","","","","","","","","","","","","","","","","","108","108","108","22.931","22.931","22.931","","","","","","","","","","","",""
"4194697","","","","","","","820","820","820","21.815","21.815","21.815","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4194730","","","","","","","831","831","831","21.534","21.534","21.534","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4194789","","","","","","","812","812","812","21.816","21.816","21.816","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4195586","","","","","","","","","","","","","426","426","426","22.418","22.418","22.418","","","","","","","","","","","","","","","","","","","","","","","",""
"4197163","","","","","","","830","830","830","21.849","21.849","21.849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4197347","","","","","","","","","","","","","","","","","","","","","","","","","111","111","111","22.685","22.685","22.685","","","","","","","","","","","",""
"4197869","","","","","","","","","","","","","314","314","314","22.599","22.599","22.599","","","","","","","","","","","","","","","","","","","","","","","",""
"4198788","","","","","","","","","","","","","307","307","307","22.626","22.626","22.626","","","","","","","","","","","","","","","","","","","","","","","",""
"4199115","","","","","","","","","","","","","","","","","","","","","","","","","105","105","105","22.987","22.987","22.987","","","","","","","","","","","",""
"4199738","","","","","","","","","","","","","308","308","308","22.709","22.709","22.709","","","","","","","","","","","","","","","","","","","","","","","",""
"4199882","","","","","","","813","813","813","21.511","21.511","21.511","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4199905","","","","","","","832","832","832","21.838","21.838","21.838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4199946","","","","","","","821","821","821","21.758","21.758","21.758","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4201634","","","","","","","","","","","","","","","","","","","233","233","233","22.602","22.602","22.602","","","","","","","","","","","","","","","","","",""
"4202250","","","","","","","831","831","831","21.687","21.687","21.687","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4203647","","","","","","","","","","","","","","","","","","","","","","","","","104","104","104","22.764","22.764","22.764","","","","","","","","","","","",""
"4204217","","","","","","","","","","","","","311","311","311","22.741","22.741","22.741","","","","","","","","","","","","","","","","","","","","","","","",""
"4204511","","","","","","","","","","","","","316","316","316","22.824","22.824","22.824","","","","","","","","","","","","","","","","","","","","","","","",""
"4204846","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98","22.822","22.822","22.822","","","","","","","","","","","",""
"4204987","","","","","","","833","833","833","21.857","21.857","21.857","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4205055","","","","","","","814","814","814","21.603","21.603","21.603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4205161","","","","","","","822","822","822","21.987","21.987","21.987","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4205384","","","","","","","","","","","","","316","316","316","22.61","22.61","22.61","","","","","","","","","","","","","","","","","","","","","","","",""
"4205395","","","","","","","","","","","","","427","427","427","22.305","22.305","22.305","","","","","","","","","","","","","","","","","","","","","","","",""
"4206992","","","","","","","","","","","","","304","304","304","22.58","22.58","22.58","","","","","","","","","","","","","","","","","","","","","","","",""
"4207299","","","","","","","832","832","832","22.055","22.055","22.055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4207549","","","","","","","","","","","","","","","","","","","156","156","156","22.562","22.562","22.562","","","","","","","","","","","","","","","","","",""
"4209174","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149","149","149","22.872","22.872","22.872","","","","","",""
"4210059","","","","","","","834","834","834","21.814","21.814","21.814","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4210225","","","","","","","815","815","815","21.76","21.76","21.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4210349","","","","","","","823","823","823","21.956","21.956","21.956","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4211216","","","","","","","","","","","","","315","315","315","22.556","22.556","22.556","","","","","","","","","","","","","","","","","","","","","","","",""
"4211597","","","","","","","","","","","","","","","","","","","","","","","","","172","172","172","22.954","22.954","22.954","","","","","","","","","","","",""
"4212484","","","","","","","833","833","833","21.59","21.59","21.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4212728","","","","","","","","","","","","","308","308","308","22.623","22.623","22.623","","","","","","","","","","","","","","","","","","","","","","","",""
"4212806","","","","","","","","","","","","","309","309","309","22.628","22.628","22.628","","","","","","","","","","","","","","","","","","","","","","","",""
"4213946","","","","","","","","","","","","","","","","","","","164","164","164","22.758","22.758","22.758","","","","","","","","","","","","","","","","","",""
"4214096","","","","","","","","","","","","","","","","","","","152","152","152","22.7","22.7","22.7","","","","","","","","","","","","","","","","","",""
"4214115","","","","","","","","","","","","","","","","","","","143","143","143","22.975","22.975","22.975","","","","","","","","","","","","","","","","","",""
"4214728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","81","81","22.718","22.718","22.718","","","","","",""
"4215127","","","","","","","835","835","835","21.879","21.879","21.879","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4215247","","","","","","","816","816","816","21.831","21.831","21.831","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4215484","","","","","","","824","824","824","21.617","21.617","21.617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4216028","","","","","","","","","","","","","428","428","428","22.449","22.449","22.449","","","","","","","","","","","","","","","","","","","","","","","",""
"4216821","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","22.738","22.738","22.738","","","","","","","","","","","",""
"4217502","","","","","","","834","834","834","21.881","21.881","21.881","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4217993","","","","","","","","","","","","","317","317","317","22.682","22.682","22.682","","","","","","","","","","","","","","","","","","","","","","","",""
"4218182","","","","","","","","","","","","","312","312","312","22.662","22.662","22.662","","","","","","","","","","","","","","","","","","","","","","","",""
"4218982","","","","","","","","","","","","","317","317","317","22.746","22.746","22.746","","","","","","","","","","","","","","","","","","","","","","","",""
"4218986","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119","119","119","22.929","22.929","22.929"
"4219652","","","","","","","","","","","","","","","","","","","234","234","234","22.843","22.843","22.843","","","","","","","","","","","","","","","","","",""
"4220207","","","","","","","836","836","836","21.959","21.959","21.959","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4220387","","","","","","","817","817","817","21.711","21.711","21.711","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4220704","","","","","","","825","825","825","22.061","22.061","22.061","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4220987","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","102","102","22.641","22.641","22.641"
"4221472","","","","","","","","","","","","","305","305","305","22.396","22.396","22.396","","","","","","","","","","","","","","","","","","","","","","","",""
"4222550","","","","","","","835","835","835","21.362","21.362","21.362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4224993","","","","","","","","","","","","","316","316","316","22.529","22.529","22.529","","","","","","","","","","","","","","","","","","","","","","","",""
"4225231","","","","","","","837","837","837","21.591","21.591","21.591","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4225482","","","","","","","","","","","","","","","","","","","","","","","","","108","108","108","22.731","22.731","22.731","","","","","","","","","","","",""
"4225483","","","","","","","818","818","818","21.895","21.895","21.895","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4225850","","","","","","","826","826","826","21.855","21.855","21.855","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4225900","","","","","","","","","","","","","429","429","429","22.24","22.24","22.24","","","","","","","","","","","","","","","","","","","","","","","",""
