"num_samples","lr: 0.00000625 (learning rate: partner IQL) - _step","lr: 0.00000625 (learning rate: partner IQL) - _step__MIN","lr: 0.00000625 (learning rate: partner IQL) - _step__MAX","lr: 0.00000625 (learning rate: partner IQL) - perfect","lr: 0.00000625 (learning rate: partner IQL) - perfect__MIN","lr: 0.00000625 (learning rate: partner IQL) - perfect__MAX","lr: 0.00001 (learning rate: partner IQL) - _step","lr: 0.00001 (learning rate: partner IQL) - _step__MIN","lr: 0.00001 (learning rate: partner IQL) - _step__MAX","lr: 0.00001 (learning rate: partner IQL) - perfect","lr: 0.00001 (learning rate: partner IQL) - perfect__MIN","lr: 0.00001 (learning rate: partner IQL) - perfect__MAX","lr: 0.0000625 (learning rate: partner IQL) - _step","lr: 0.0000625 (learning rate: partner IQL) - _step__MIN","lr: 0.0000625 (learning rate: partner IQL) - _step__MAX","lr: 0.0000625 (learning rate: partner IQL) - perfect","lr: 0.0000625 (learning rate: partner IQL) - perfect__MIN","lr: 0.0000625 (learning rate: partner IQL) - perfect__MAX","lr: 0.0001 (learning rate: partner IQL) - _step","lr: 0.0001 (learning rate: partner IQL) - _step__MIN","lr: 0.0001 (learning rate: partner IQL) - _step__MAX","lr: 0.0001 (learning rate: partner IQL) - perfect","lr: 0.0001 (learning rate: partner IQL) - perfect__MIN","lr: 0.0001 (learning rate: partner IQL) - perfect__MAX","lr: 0.000625 (learning rate: partner IQL) - _step","lr: 0.000625 (learning rate: partner IQL) - _step__MIN","lr: 0.000625 (learning rate: partner IQL) - _step__MAX","lr: 0.000625 (learning rate: partner IQL) - perfect","lr: 0.000625 (learning rate: partner IQL) - perfect__MIN","lr: 0.000625 (learning rate: partner IQL) - perfect__MAX","lr: 0.001 (learning rate: partner IQL) - _step","lr: 0.001 (learning rate: partner IQL) - _step__MIN","lr: 0.001 (learning rate: partner IQL) - _step__MAX","lr: 0.001 (learning rate: partner IQL) - perfect","lr: 0.001 (learning rate: partner IQL) - perfect__MIN","lr: 0.001 (learning rate: partner IQL) - perfect__MAX"
"4174236","","","","","","","","","","","","","","","","","","","","","","","","","94","94","94","27.1","27.1","27.1","","","","","",""
"4176069","","","","","","","145","145","145","25","25","25","","","","","","","","","","","","","","","","","","","","","","","",""
"4176409","94","94","94","16.3","16.3","16.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4186436","87","87","87","16.2","16.2","16.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4187810","","","","","","","78","78","78","22","22","22","","","","","","","","","","","","","","","","","","","","","","","",""
"4189393","","","","","","","","","","","","","","","","","","","93","93","93","34","34","34","","","","","","","","","","","",""
"4190577","","","","","","","","","","","","","","","","","","","","","","","","","86","86","86","24.3","24.3","24.3","","","","","",""
"4196046","","","","","","","","","","","","","93","93","93","33.300000000000004","33.300000000000004","33.300000000000004","","","","","","","","","","","","","","","","","",""
"4198768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","96","96","24.4","24.4","24.4"
"4202411","","","","","","","","","","","","","95","95","95","29.299999999999997","29.299999999999997","29.299999999999997","","","","","","","","","","","","","","","","","",""
"4202573","","","","","","","","","","","","","","","","","","","146","146","146","33.4","33.4","33.4","","","","","","","","","","","",""
"4204631","","","","","","","","","","","","","","","","","","","97","97","97","31.4","31.4","31.4","","","","","","","","","","","",""
"4206153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","28.9","28.9","28.9"
"4206477","","","","","","","146","146","146","27.800000000000004","27.800000000000004","27.800000000000004","","","","","","","","","","","","","","","","","","","","","","","",""
"4208149","","","","","","","","","","","","","93","93","93","31.3","31.3","31.3","","","","","","","","","","","","","","","","","",""
"4211908","","","","","","","87","87","87","19.400000000000002","19.400000000000002","19.400000000000002","","","","","","","","","","","","","","","","","","","","","","","",""
"4213455","","","","","","","","","","","","","","","","","","","","","","","","","95","95","95","28.799999999999997","28.799999999999997","28.799999999999997","","","","","",""
"4214866","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","93","93","21.9","21.9","21.9"
"4218615","","","","","","","","","","","","","","","","","","","","","","","","","95","95","95","24.3","24.3","24.3","","","","","",""
"4220271","90","90","90","15.2","15.2","15.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4221804","95","95","95","17.8","17.8","17.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4230570","","","","","","","","","","","","","","","","","","","147","147","147","30.5","30.5","30.5","","","","","","","","","","","",""
"4235179","88","88","88","17.4","17.4","17.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4235571","","","","","","","","","","","","","","","","","","","94","94","94","31.7","31.7","31.7","","","","","","","","","","","",""
"4236311","","","","","","","147","147","147","25.6","25.6","25.6","","","","","","","","","","","","","","","","","","","","","","","",""
"4239652","","","","","","","79","79","79","20.3","20.3","20.3","","","","","","","","","","","","","","","","","","","","","","","",""
"4241657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","97","97","21.2","21.2","21.2"
"4244499","","","","","","","","","","","","","","","","","","","","","","","","","87","87","87","27.6","27.6","27.6","","","","","",""
"4244723","","","","","","","","","","","","","94","94","94","30.4","30.4","30.4","","","","","","","","","","","","","","","","","",""
"4247618","","","","","","","","","","","","","96","96","96","30","30","30","","","","","","","","","","","","","","","","","",""
"4249378","","","","","","","","","","","","","","","","","","","98","98","98","32.4","32.4","32.4","","","","","","","","","","","",""
"4252882","","","","","","","","","","","","","94","94","94","33.7","33.7","33.7","","","","","","","","","","","","","","","","","",""
"4256307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","86","86","27.1","27.1","27.1"
"4257502","","","","","","","","","","","","","","","","","","","","","","","","","96","96","96","30.3","30.3","30.3","","","","","",""
"4258305","","","","","","","88","88","88","22.3","22.3","22.3","","","","","","","","","","","","","","","","","","","","","","","",""
"4258317","","","","","","","","","","","","","","","","","","","148","148","148","32.300000000000004","32.300000000000004","32.300000000000004","","","","","","","","","","","",""
"4259106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","94","94","26.5","26.5","26.5"
"4262384","","","","","","","","","","","","","","","","","","","","","","","","","96","96","96","30.4","30.4","30.4","","","","","",""
"4264507","","","","","","","148","148","148","24","24","24","","","","","","","","","","","","","","","","","","","","","","","",""
"4265707","96","96","96","19.1","19.1","19.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4269620","91","91","91","18.2","18.2","18.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4282403","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98","23.5","23.5","23.5"
"4282536","","","","","","","","","","","","","","","","","","","95","95","95","31.3","31.3","31.3","","","","","","","","","","","",""
"4282788","89","89","89","15.8","15.8","15.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4286472","","","","","","","","","","","","","","","","","","","149","149","149","30.8","30.8","30.8","","","","","","","","","","","",""
"4289963","","","","","","","","","","","","","95","95","95","32.800000000000004","32.800000000000004","32.800000000000004","","","","","","","","","","","","","","","","","",""
"4290971","","","","","","","80","80","80","20.5","20.5","20.5","","","","","","","","","","","","","","","","","","","","","","","",""
"4291955","","","","","","","","","","","","","","","","","","","99","99","99","27.1","27.1","27.1","","","","","","","","","","","",""
"4292276","","","","","","","","","","","","","97","97","97","30","30","30","","","","","","","","","","","","","","","","","",""
"4292894","","","","","","","149","149","149","24.2","24.2","24.2","","","","","","","","","","","","","","","","","","","","","","","",""
"4298350","","","","","","","","","","","","","95","95","95","32.9","32.9","32.9","","","","","","","","","","","","","","","","","",""
"4299758","","","","","","","","","","","","","","","","","","","","","","","","","88","88","88","23.1","23.1","23.1","","","","","",""
"4301430","","","","","","","","","","","","","","","","","","","","","","","","","97","97","97","25.3","25.3","25.3","","","","","",""
"4304241","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","95","95","27.1","27.1","27.1"
"4304523","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","87","87","29.9","29.9","29.9"
"4304920","","","","","","","","","","","","","","","","","","","","","","","","","97","97","97","26","26","26","","","","","",""
"4306174","","","","","","","89","89","89","19.900000000000002","19.900000000000002","19.900000000000002","","","","","","","","","","","","","","","","","","","","","","","",""
"4310245","97","97","97","17.1","17.1","17.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4311435","","","","","","","","","","","","","","","","","","","150","150","150","33.4","33.4","33.4","","","","","","","","","","","",""
"4318812","92","92","92","15","15","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4323812","","","","","","","150","150","150","25.1","25.1","25.1","","","","","","","","","","","","","","","","","","","","","","","",""
"4326745","","","","","","","","","","","","","","","","","","","96","96","96","31.6","31.6","31.6","","","","","","","","","","","",""
"4328678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","19.2","19.2","19.2"
"4332209","90","90","90","17","17","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4335193","","","","","","","","","","","","","96","96","96","29.4","29.4","29.4","","","","","","","","","","","","","","","","","",""
"4336455","","","","","","","","","","","","","","","","","","","100","100","100","32.300000000000004","32.300000000000004","32.300000000000004","","","","","","","","","","","",""
"4337144","","","","","","","","","","","","","98","98","98","29.5","29.5","29.5","","","","","","","","","","","","","","","","","",""
"4340303","","","","","","","","","","","","","","","","","","","151","151","151","28.599999999999998","28.599999999999998","28.599999999999998","","","","","","","","","","","",""
"4344253","","","","","","","","","","","","","96","96","96","30.4","30.4","30.4","","","","","","","","","","","","","","","","","",""
"4345204","","","","","","","81","81","81","18.8","18.8","18.8","","","","","","","","","","","","","","","","","","","","","","","",""
"4348783","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98","25.1","25.1","25.1","","","","","",""
"4349362","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98","26.5","26.5","26.5","","","","","",""
"4349494","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","96","96","22.2","22.2","22.2"
"4350694","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","88","88","29.7","29.7","29.7"
"4351495","","","","","","","151","151","151","24.6","24.6","24.6","","","","","","","","","","","","","","","","","","","","","","","",""
"4351745","","","","","","","90","90","90","19.3","19.3","19.3","","","","","","","","","","","","","","","","","","","","","","","",""
"4353851","98","98","98","19.5","19.5","19.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4354588","","","","","","","","","","","","","","","","","","","","","","","","","89","89","89","27.400000000000002","27.400000000000002","27.400000000000002","","","","","",""
"4364402","93","93","93","16.8","16.8","16.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4369077","","","","","","","","","","","","","","","","","","","152","152","152","32.1","32.1","32.1","","","","","","","","","","","",""
"4371830","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","27.3","27.3","27.3"
"4373539","","","","","","","","","","","","","","","","","","","97","97","97","31","31","31","","","","","","","","","","","",""
"4378869","","","","","","","152","152","152","23.200000000000003","23.200000000000003","23.200000000000003","","","","","","","","","","","","","","","","","","","","","","","",""
"4379191","91","91","91","17.2","17.2","17.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4379345","","","","","","","","","","","","","","","","","","","101","101","101","31.3","31.3","31.3","","","","","","","","","","","",""
"4380457","","","","","","","","","","","","","97","97","97","29.099999999999998","29.099999999999998","29.099999999999998","","","","","","","","","","","","","","","","","",""
"4381669","","","","","","","","","","","","","99","99","99","29.4","29.4","29.4","","","","","","","","","","","","","","","","","",""
"4390098","","","","","","","","","","","","","97","97","97","30.3","30.3","30.3","","","","","","","","","","","","","","","","","",""
"4393572","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","26.3","26.3","26.3","","","","","",""
"4394005","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","27.700000000000003","27.700000000000003","27.700000000000003","","","","","",""
"4394545","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","97","97","24.099999999999998","24.099999999999998","24.099999999999998"
"4396293","","","","","","","","","","","","","","","","","","","153","153","153","34.599999999999994","34.599999999999994","34.599999999999994","","","","","","","","","","","",""
"4398505","99","99","99","17.8","17.8","17.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4399441","","","","","","","91","91","91","21.099999999999998","21.099999999999998","21.099999999999998","","","","","","","","","","","","","","","","","","","","","","","",""
"4399714","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","89","89","28.299999999999997","28.299999999999997","28.299999999999997"
"4400220","","","","","","","82","82","82","18.8","18.8","18.8","","","","","","","","","","","","","","","","","","","","","","","",""
"4407567","","","","","","","153","153","153","24.7","24.7","24.7","","","","","","","","","","","","","","","","","","","","","","","",""
"4408946","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","27.200000000000003","27.200000000000003","27.200000000000003","","","","","",""
"4413418","94","94","94","17.7","17.7","17.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4417103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","101","101","27.1","27.1","27.1"
"4419211","","","","","","","","","","","","","","","","","","","98","98","98","31.900000000000002","31.900000000000002","31.900000000000002","","","","","","","","","","","",""
"4424775","","","","","","","","","","","","","","","","","","","102","102","102","31.4","31.4","31.4","","","","","","","","","","","",""
"4426348","","","","","","","","","","","","","98","98","98","31.8","31.8","31.8","","","","","","","","","","","","","","","","","",""
"4427603","92","92","92","17.4","17.4","17.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4427662","","","","","","","","","","","","","","","","","","","154","154","154","33.300000000000004","33.300000000000004","33.300000000000004","","","","","","","","","","","",""
"4428866","","","","","","","","","","","","","100","100","100","31.4","31.4","31.4","","","","","","","","","","","","","","","","","",""
"4435339","","","","","","","154","154","154","28.4","28.4","28.4","","","","","","","","","","","","","","","","","","","","","","","",""
"4435467","","","","","","","","","","","","","98","98","98","29.099999999999998","29.099999999999998","29.099999999999998","","","","","","","","","","","","","","","","","",""
"4437127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98","28.599999999999998","28.599999999999998","28.599999999999998"
"4438413","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","26.400000000000002","26.400000000000002","26.400000000000002","","","","","",""
"4438414","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","25.8","25.8","25.8","","","","","",""
"4442617","100","100","100","15.6","15.6","15.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4445569","","","","","","","92","92","92","20.8","20.8","20.8","","","","","","","","","","","","","","","","","","","","","","","",""
"4446991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","25.1","25.1","25.1"
"4453839","","","","","","","83","83","83","22.400000000000002","22.400000000000002","22.400000000000002","","","","","","","","","","","","","","","","","","","","","","","",""
"4456126","","","","","","","","","","","","","","","","","","","155","155","155","30.099999999999998","30.099999999999998","30.099999999999998","","","","","","","","","","","",""
"4460366","95","95","95","18.8","18.8","18.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4460743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","102","102","26.5","26.5","26.5"
"4462893","","","","","","","","","","","","","","","","","","","","","","","","","91","91","91","27.3","27.3","27.3","","","","","",""
"4464858","","","","","","","155","155","155","24.6","24.6","24.6","","","","","","","","","","","","","","","","","","","","","","","",""
"4465052","","","","","","","","","","","","","","","","","","","99","99","99","30.3","30.3","30.3","","","","","","","","","","","",""
"4468148","","","","","","","","","","","","","","","","","","","103","103","103","34.1","34.1","34.1","","","","","","","","","","","",""
"4470967","","","","","","","","","","","","","99","99","99","31","31","31","","","","","","","","","","","","","","","","","",""
"4474437","","","","","","","","","","","","","101","101","101","30.3","30.3","30.3","","","","","","","","","","","","","","","","","",""
"4475933","93","93","93","18.7","18.7","18.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4480333","","","","","","","","","","","","","99","99","99","28.4","28.4","28.4","","","","","","","","","","","","","","","","","",""
"4481501","","","","","","","","","","","","","","","","","","","","","","","","","101","101","101","26.200000000000003","26.200000000000003","26.200000000000003","","","","","",""
"4482346","","","","","","","","","","","","","","","","","","","","","","","","","101","101","101","27.1","27.1","27.1","","","","","",""
"4482923","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","26","26","26"
"4485619","101","101","101","18.099999999999998","18.099999999999998","18.099999999999998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4486791","","","","","","","","","","","","","","","","","","","156","156","156","31.2","31.2","31.2","","","","","","","","","","","",""
"4491172","","","","","","","93","93","93","22.3","22.3","22.3","","","","","","","","","","","","","","","","","","","","","","","",""
"4493377","","","","","","","156","156","156","22.6","22.6","22.6","","","","","","","","","","","","","","","","","","","","","","","",""
"4496984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","91","91","21.099999999999998","21.099999999999998","21.099999999999998"
"4502031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","103","103","27.700000000000003","27.700000000000003","27.700000000000003"
"4506270","","","","","","","84","84","84","20.3","20.3","20.3","","","","","","","","","","","","","","","","","","","","","","","",""
"4506946","96","96","96","19.6","19.6","19.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4509865","","","","","","","","","","","","","","","","","","","100","100","100","30.5","30.5","30.5","","","","","","","","","","","",""
"4514708","","","","","","","","","","","","","","","","","","","104","104","104","35.099999999999994","35.099999999999994","35.099999999999994","","","","","","","","","","","",""
"4515257","","","","","","","","","","","","","100","100","100","32.5","32.5","32.5","","","","","","","","","","","","","","","","","",""
"4515686","","","","","","","","","","","","","","","","","","","157","157","157","28.9","28.9","28.9","","","","","","","","","","","",""
"4517674","","","","","","","","","","","","","","","","","","","","","","","","","92","92","92","25.5","25.5","25.5","","","","","",""
"4520028","","","","","","","","","","","","","102","102","102","30.599999999999998","30.599999999999998","30.599999999999998","","","","","","","","","","","","","","","","","",""
"4521806","","","","","","","157","157","157","23.5","23.5","23.5","","","","","","","","","","","","","","","","","","","","","","","",""
"4522060","94","94","94","17.8","17.8","17.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4524942","","","","","","","","","","","","","100","100","100","29.799999999999997","29.799999999999997","29.799999999999997","","","","","","","","","","","","","","","","","",""
"4526899","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","27.6","27.6","27.6"
"4526912","","","","","","","","","","","","","","","","","","","","","","","","","102","102","102","31.5","31.5","31.5","","","","","",""
"4528394","102","102","102","17.4","17.4","17.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4528816","","","","","","","","","","","","","","","","","","","","","","","","","102","102","102","25.3","25.3","25.3","","","","","",""
"4539953","","","","","","","94","94","94","23.400000000000002","23.400000000000002","23.400000000000002","","","","","","","","","","","","","","","","","","","","","","","",""
"4545196","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104","104","104","28.9","28.9","28.9"
"4546091","","","","","","","","","","","","","","","","","","","158","158","158","31.8","31.8","31.8","","","","","","","","","","","",""
"4546584","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","92","92","29.9","29.9","29.9"
"4550087","","","","","","","158","158","158","24.5","24.5","24.5","","","","","","","","","","","","","","","","","","","","","","","",""
"4553552","","","","","","","","","","","","","","","","","","","101","101","101","31.7","31.7","31.7","","","","","","","","","","","",""
"4556804","97","97","97","18.099999999999998","18.099999999999998","18.099999999999998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4557778","","","","","","","","","","","","","","","","","","","105","105","105","30.5","30.5","30.5","","","","","","","","","","","",""
"4559977","","","","","","","85","85","85","19.900000000000002","19.900000000000002","19.900000000000002","","","","","","","","","","","","","","","","","","","","","","","",""
"4562505","","","","","","","","","","","","","101","101","101","28.799999999999997","28.799999999999997","28.799999999999997","","","","","","","","","","","","","","","","","",""
"4565565","","","","","","","","","","","","","103","103","103","31.4","31.4","31.4","","","","","","","","","","","","","","","","","",""
"4568222","95","95","95","19","19","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4571480","","","","","","","","","","","","","101","101","101","31.8","31.8","31.8","","","","","","","","","","","","","","","","","",""
"4571924","","","","","","","","","","","","","","","","","","","","","","","","","93","93","93","32","32","32","","","","","",""
"4572448","","","","","","","","","","","","","","","","","","","","","","","","","103","103","103","30.9","30.9","30.9","","","","","",""
"4573012","103","103","103","19.1","19.1","19.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4574064","","","","","","","","","","","","","","","","","","","","","","","","","103","103","103","22.900000000000002","22.900000000000002","22.900000000000002","","","","","",""
"4574642","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","101","101","26.8","26.8","26.8"
"4575909","","","","","","","","","","","","","","","","","","","159","159","159","32.2","32.2","32.2","","","","","","","","","","","",""
"4581363","","","","","","","159","159","159","25.4","25.4","25.4","","","","","","","","","","","","","","","","","","","","","","","",""
"4587200","","","","","","","95","95","95","21.3","21.3","21.3","","","","","","","","","","","","","","","","","","","","","","","",""
"4589395","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","105","105","26.6","26.6","26.6"
"4595387","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","93","93","28.9","28.9","28.9"
"4600198","","","","","","","","","","","","","","","","","","","106","106","106","28.4","28.4","28.4","","","","","","","","","","","",""
"4601051","","","","","","","","","","","","","","","","","","","102","102","102","29.5","29.5","29.5","","","","","","","","","","","",""
"4601901","98","98","98","17.7","17.7","17.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4603563","","","","","","","","","","","","","","","","","","","160","160","160","32.800000000000004","32.800000000000004","32.800000000000004","","","","","","","","","","","",""
"4607676","","","","","","","","","","","","","102","102","102","29.2","29.2","29.2","","","","","","","","","","","","","","","","","",""
"4608720","","","","","","","160","160","160","24.099999999999998","24.099999999999998","24.099999999999998","","","","","","","","","","","","","","","","","","","","","","","",""
"4609415","","","","","","","","","","","","","104","104","104","31.2","31.2","31.2","","","","","","","","","","","","","","","","","",""
"4614049","","","","","","","86","86","86","20.7","20.7","20.7","","","","","","","","","","","","","","","","","","","","","","","",""
"4615186","96","96","96","20.200000000000003","20.200000000000003","20.200000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4617161","","","","","","","","","","","","","102","102","102","29.2","29.2","29.2","","","","","","","","","","","","","","","","","",""
"4617408","104","104","104","20.1","20.1","20.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4617770","","","","","","","","","","","","","","","","","","","","","","","","","104","104","104","28.1","28.1","28.1","","","","","",""
"4618244","","","","","","","","","","","","","","","","","","","","","","","","","104","104","104","31.7","31.7","31.7","","","","","",""
"4620553","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","102","102","25.900000000000002","25.900000000000002","25.900000000000002"
"4625749","","","","","","","","","","","","","","","","","","","","","","","","","94","94","94","30.8","30.8","30.8","","","","","",""
"4635015","","","","","","","","","","","","","","","","","","","161","161","161","28.299999999999997","28.299999999999997","28.299999999999997","","","","","","","","","","","",""
"4635029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","106","106","25.4","25.4","25.4"
"4635107","","","","","","","96","96","96","22.6","22.6","22.6","","","","","","","","","","","","","","","","","","","","","","","",""
"4638175","","","","","","","161","161","161","24.8","24.8","24.8","","","","","","","","","","","","","","","","","","","","","","","",""
"4643106","","","","","","","","","","","","","","","","","","","107","107","107","29.2","29.2","29.2","","","","","","","","","","","",""
"4643920","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","94","94","23","23","23"
"4646620","","","","","","","","","","","","","","","","","","","103","103","103","33.300000000000004","33.300000000000004","33.300000000000004","","","","","","","","","","","",""
"4649130","99","99","99","17.299999999999997","17.299999999999997","17.299999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4654349","","","","","","","","","","","","","103","103","103","31.4","31.4","31.4","","","","","","","","","","","","","","","","","",""
"4655187","","","","","","","","","","","","","105","105","105","30.3","30.3","30.3","","","","","","","","","","","","","","","","","",""
"4662014","105","105","105","18.4","18.4","18.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4662057","","","","","","","","","","","","","","","","","","","","","","","","","105","105","105","28.599999999999998","28.599999999999998","28.599999999999998","","","","","",""
"4662627","","","","","","","","","","","","","103","103","103","33.2","33.2","33.2","","","","","","","","","","","","","","","","","",""
"4662702","","","","","","","","","","","","","","","","","","","","","","","","","105","105","105","29.299999999999997","29.299999999999997","29.299999999999997","","","","","",""
"4662923","97","97","97","15.8","15.8","15.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4663024","","","","","","","","","","","","","","","","","","","162","162","162","33.4","33.4","33.4","","","","","","","","","","","",""
"4666888","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","103","103","24.099999999999998","24.099999999999998","24.099999999999998"
"4666890","","","","","","","87","87","87","19.400000000000002","19.400000000000002","19.400000000000002","","","","","","","","","","","","","","","","","","","","","","","",""
"4667439","","","","","","","162","162","162","25.5","25.5","25.5","","","","","","","","","","","","","","","","","","","","","","","",""
"4679440","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","107","107","20.4","20.4","20.4"
"4679625","","","","","","","","","","","","","","","","","","","","","","","","","95","95","95","25.5","25.5","25.5","","","","","",""
"4680636","","","","","","","97","97","97","23","23","23","","","","","","","","","","","","","","","","","","","","","","","",""
"4685739","","","","","","","","","","","","","","","","","","","108","108","108","32.2","32.2","32.2","","","","","","","","","","","",""
"4691064","","","","","","","","","","","","","","","","","","","104","104","104","30.8","30.8","30.8","","","","","","","","","","","",""
"4692178","","","","","","","","","","","","","","","","","","","163","163","163","34.699999999999996","34.699999999999996","34.699999999999996","","","","","","","","","","","",""
"4693406","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","95","95","26.700000000000003","26.700000000000003","26.700000000000003"
"4695695","100","100","100","17.2","17.2","17.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4695950","","","","","","","163","163","163","26.3","26.3","26.3","","","","","","","","","","","","","","","","","","","","","","","",""
"4699386","","","","","","","","","","","","","104","104","104","32","32","32","","","","","","","","","","","","","","","","","",""
"4699522","","","","","","","","","","","","","106","106","106","28.1","28.1","28.1","","","","","","","","","","","","","","","","","",""
"4705269","106","106","106","17","17","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4705996","","","","","","","","","","","","","104","104","104","30.2","30.2","30.2","","","","","","","","","","","","","","","","","",""
"4706198","","","","","","","","","","","","","","","","","","","","","","","","","106","106","106","27.400000000000002","27.400000000000002","27.400000000000002","","","","","",""
"4708005","98","98","98","18.4","18.4","18.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4709654","","","","","","","","","","","","","","","","","","","","","","","","","106","106","106","23.3","23.3","23.3","","","","","",""
"4709809","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104","104","104","29.099999999999998","29.099999999999998","29.099999999999998"
"4720669","","","","","","","","","","","","","","","","","","","164","164","164","34.699999999999996","34.699999999999996","34.699999999999996","","","","","","","","","","","",""
"4720765","","","","","","","88","88","88","21","21","21","","","","","","","","","","","","","","","","","","","","","","","",""
"4721520","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","108","108","29.5","29.5","29.5"
"4725723","","","","","","","164","164","164","27.3","27.3","27.3","","","","","","","","","","","","","","","","","","","","","","","",""
"4727858","","","","","","","98","98","98","21.3","21.3","21.3","","","","","","","","","","","","","","","","","","","","","","","",""
"4730135","","","","","","","","","","","","","","","","","","","109","109","109","32.4","32.4","32.4","","","","","","","","","","","",""
