"num_samples","lr: 0.00000625 (learning rate: partner IQL) - _step","lr: 0.00000625 (learning rate: partner IQL) - _step__MIN","lr: 0.00000625 (learning rate: partner IQL) - _step__MAX","lr: 0.00000625 (learning rate: partner IQL) - score","lr: 0.00000625 (learning rate: partner IQL) - score__MIN","lr: 0.00000625 (learning rate: partner IQL) - score__MAX","lr: 0.00001 (learning rate: partner IQL) - _step","lr: 0.00001 (learning rate: partner IQL) - _step__MIN","lr: 0.00001 (learning rate: partner IQL) - _step__MAX","lr: 0.00001 (learning rate: partner IQL) - score","lr: 0.00001 (learning rate: partner IQL) - score__MIN","lr: 0.00001 (learning rate: partner IQL) - score__MAX","lr: 0.0000625 (learning rate: partner IQL) - _step","lr: 0.0000625 (learning rate: partner IQL) - _step__MIN","lr: 0.0000625 (learning rate: partner IQL) - _step__MAX","lr: 0.0000625 (learning rate: partner IQL) - score","lr: 0.0000625 (learning rate: partner IQL) - score__MIN","lr: 0.0000625 (learning rate: partner IQL) - score__MAX","lr: 0.0001 (learning rate: partner IQL) - _step","lr: 0.0001 (learning rate: partner IQL) - _step__MIN","lr: 0.0001 (learning rate: partner IQL) - _step__MAX","lr: 0.0001 (learning rate: partner IQL) - score","lr: 0.0001 (learning rate: partner IQL) - score__MIN","lr: 0.0001 (learning rate: partner IQL) - score__MAX","lr: 0.000625 (learning rate: partner IQL) - _step","lr: 0.000625 (learning rate: partner IQL) - _step__MIN","lr: 0.000625 (learning rate: partner IQL) - _step__MAX","lr: 0.000625 (learning rate: partner IQL) - score","lr: 0.000625 (learning rate: partner IQL) - score__MIN","lr: 0.000625 (learning rate: partner IQL) - score__MAX","lr: 0.001 (learning rate: partner IQL) - _step","lr: 0.001 (learning rate: partner IQL) - _step__MIN","lr: 0.001 (learning rate: partner IQL) - _step__MAX","lr: 0.001 (learning rate: partner IQL) - score","lr: 0.001 (learning rate: partner IQL) - score__MIN","lr: 0.001 (learning rate: partner IQL) - score__MAX"
"4085385","","","","","","","","","","","","","","","","","","","","","","","","","92","92","92","23.194","23.194","23.194","","","","","",""
"4086392","","","","","","","","","","","","","","","","","","","","","","","","","84","84","84","22.957","22.957","22.957","","","","","",""
"4087927","92","92","92","22.461","22.461","22.461","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4088579","","","","","","","","","","","","","","","","","","","142","142","142","23.316","23.316","23.316","","","","","","","","","","","",""
"4088921","","","","","","","142","142","142","22.95","22.95","22.95","","","","","","","","","","","","","","","","","","","","","","","",""
"4092577","85","85","85","22.185","22.185","22.185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4097823","","","","","","","","","","","","","","","","","","","91","91","91","23.279","23.279","23.279","","","","","","","","","","","",""
"4105647","","","","","","","","","","","","","91","91","91","23.216","23.216","23.216","","","","","","","","","","","","","","","","","",""
"4108722","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","83","83","22.97","22.97","22.97"
"4110779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","94","94","22.817","22.817","22.817"
"4113180","","","","","","","","","","","","","93","93","93","23.094","23.094","23.094","","","","","","","","","","","","","","","","","",""
"4115071","","","","","","","","","","","","","","","","","","","95","95","95","23.32","23.32","23.32","","","","","","","","","","","",""
"4116682","","","","","","","143","143","143","22.928","22.928","22.928","","","","","","","","","","","","","","","","","","","","","","","",""
"4116708","","","","","","","","","","","","","","","","","","","143","143","143","23.314","23.314","23.314","","","","","","","","","","","",""
"4118514","","","","","","","","","","","","","91","91","91","23.238","23.238","23.238","","","","","","","","","","","","","","","","","",""
"4120385","","","","","","","85","85","85","22.647","22.647","22.647","","","","","","","","","","","","","","","","","","","","","","","",""
"4123644","","","","","","","","","","","","","","","","","","","","","","","","","93","93","93","22.89","22.89","22.89","","","","","",""
"4126232","88","88","88","22.489","22.489","22.489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4126698","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","91","91","22.799","22.799","22.799"
"4130478","","","","","","","","","","","","","","","","","","","","","","","","","93","93","93","22.939","22.939","22.939","","","","","",""
"4131751","93","93","93","22.402","22.402","22.402","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4134021","","","","","","","77","77","77","22.751","22.751","22.751","","","","","","","","","","","","","","","","","","","","","","","",""
"4137560","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","23.049","23.049","23.049","","","","","",""
"4138638","86","86","86","22.253","22.253","22.253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4143758","","","","","","","","","","","","","","","","","","","92","92","92","23.301","23.301","23.301","","","","","","","","","","","",""
"4144554","","","","","","","","","","","","","","","","","","","144","144","144","23.302","23.302","23.302","","","","","","","","","","","",""
"4146671","","","","","","","144","144","144","22.921","22.921","22.921","","","","","","","","","","","","","","","","","","","","","","","",""
"4151858","","","","","","","","","","","","","92","92","92","23.227","23.227","23.227","","","","","","","","","","","","","","","","","",""
"4154983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","95","95","22.892","22.892","22.892"
"4156743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","84","84","22.956","22.956","22.956"
"4159092","","","","","","","","","","","","","94","94","94","23.314","23.314","23.314","","","","","","","","","","","","","","","","","",""
"4159849","","","","","","","","","","","","","","","","","","","96","96","96","23.313","23.313","23.313","","","","","","","","","","","",""
"4163956","","","","","","","","","","","","","92","92","92","23.274","23.274","23.274","","","","","","","","","","","","","","","","","",""
"4166362","","","","","","","86","86","86","22.636","22.636","22.636","","","","","","","","","","","","","","","","","","","","","","","",""
"4168055","","","","","","","","","","","","","","","","","","","","","","","","","94","94","94","23.204","23.204","23.204","","","","","",""
"4172271","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","92","92","22.958","22.958","22.958"
"4172535","89","89","89","22.444","22.444","22.444","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4173747","","","","","","","","","","","","","","","","","","","145","145","145","23.407","23.407","23.407","","","","","","","","","","","",""
"4174236","","","","","","","","","","","","","","","","","","","","","","","","","94","94","94","22.977","22.977","22.977","","","","","",""
"4176069","","","","","","","145","145","145","22.912","22.912","22.912","","","","","","","","","","","","","","","","","","","","","","","",""
"4176409","94","94","94","22.197","22.197","22.197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4186436","87","87","87","22.331","22.331","22.331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4187810","","","","","","","78","78","78","22.62","22.62","22.62","","","","","","","","","","","","","","","","","","","","","","","",""
"4189393","","","","","","","","","","","","","","","","","","","93","93","93","23.362","23.362","23.362","","","","","","","","","","","",""
"4190577","","","","","","","","","","","","","","","","","","","","","","","","","86","86","86","22.814","22.814","22.814","","","","","",""
"4196046","","","","","","","","","","","","","93","93","93","23.369","23.369","23.369","","","","","","","","","","","","","","","","","",""
"4198768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","96","96","23.058","23.058","23.058"
"4202411","","","","","","","","","","","","","95","95","95","23.223","23.223","23.223","","","","","","","","","","","","","","","","","",""
"4202573","","","","","","","","","","","","","","","","","","","146","146","146","23.277","23.277","23.277","","","","","","","","","","","",""
"4204631","","","","","","","","","","","","","","","","","","","97","97","97","23.269","23.269","23.269","","","","","","","","","","","",""
"4206153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","23.112","23.112","23.112"
"4206477","","","","","","","146","146","146","22.945","22.945","22.945","","","","","","","","","","","","","","","","","","","","","","","",""
"4208149","","","","","","","","","","","","","93","93","93","23.295","23.295","23.295","","","","","","","","","","","","","","","","","",""
"4211908","","","","","","","87","87","87","22.612","22.612","22.612","","","","","","","","","","","","","","","","","","","","","","","",""
"4213455","","","","","","","","","","","","","","","","","","","","","","","","","95","95","95","23.071","23.071","23.071","","","","","",""
"4214866","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","93","93","22.791","22.791","22.791"
"4218615","","","","","","","","","","","","","","","","","","","","","","","","","95","95","95","22.829","22.829","22.829","","","","","",""
"4220271","90","90","90","22.371","22.371","22.371","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4221804","95","95","95","22.537","22.537","22.537","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4230570","","","","","","","","","","","","","","","","","","","147","147","147","23.288","23.288","23.288","","","","","","","","","","","",""
"4235179","88","88","88","22.46","22.46","22.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4235571","","","","","","","","","","","","","","","","","","","94","94","94","23.225","23.225","23.225","","","","","","","","","","","",""
"4236311","","","","","","","147","147","147","22.937","22.937","22.937","","","","","","","","","","","","","","","","","","","","","","","",""
"4239652","","","","","","","79","79","79","22.573","22.573","22.573","","","","","","","","","","","","","","","","","","","","","","","",""
"4241657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","97","97","22.601","22.601","22.601"
"4244499","","","","","","","","","","","","","","","","","","","","","","","","","87","87","87","23.209","23.209","23.209","","","","","",""
"4244723","","","","","","","","","","","","","94","94","94","23.119","23.119","23.119","","","","","","","","","","","","","","","","","",""
"4247618","","","","","","","","","","","","","96","96","96","23.278","23.278","23.278","","","","","","","","","","","","","","","","","",""
"4249378","","","","","","","","","","","","","","","","","","","98","98","98","23.232","23.232","23.232","","","","","","","","","","","",""
"4252882","","","","","","","","","","","","","94","94","94","23.241","23.241","23.241","","","","","","","","","","","","","","","","","",""
"4256307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","86","86","22.947","22.947","22.947"
"4257502","","","","","","","","","","","","","","","","","","","","","","","","","96","96","96","23.253","23.253","23.253","","","","","",""
"4258305","","","","","","","88","88","88","22.62","22.62","22.62","","","","","","","","","","","","","","","","","","","","","","","",""
"4258317","","","","","","","","","","","","","","","","","","","148","148","148","23.361","23.361","23.361","","","","","","","","","","","",""
"4259106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","94","94","23.066","23.066","23.066"
"4262384","","","","","","","","","","","","","","","","","","","","","","","","","96","96","96","23.233","23.233","23.233","","","","","",""
"4264507","","","","","","","148","148","148","22.928","22.928","22.928","","","","","","","","","","","","","","","","","","","","","","","",""
"4265707","96","96","96","22.574","22.574","22.574","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4269620","91","91","91","22.427","22.427","22.427","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4282403","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98","22.747","22.747","22.747"
"4282536","","","","","","","","","","","","","","","","","","","95","95","95","23.206","23.206","23.206","","","","","","","","","","","",""
"4282788","89","89","89","22.506","22.506","22.506","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4286472","","","","","","","","","","","","","","","","","","","149","149","149","23.254","23.254","23.254","","","","","","","","","","","",""
"4289963","","","","","","","","","","","","","95","95","95","23.296","23.296","23.296","","","","","","","","","","","","","","","","","",""
"4290971","","","","","","","80","80","80","22.714","22.714","22.714","","","","","","","","","","","","","","","","","","","","","","","",""
"4291955","","","","","","","","","","","","","","","","","","","99","99","99","23.177","23.177","23.177","","","","","","","","","","","",""
"4292276","","","","","","","","","","","","","97","97","97","23.224","23.224","23.224","","","","","","","","","","","","","","","","","",""
"4292894","","","","","","","149","149","149","22.732","22.732","22.732","","","","","","","","","","","","","","","","","","","","","","","",""
"4298350","","","","","","","","","","","","","95","95","95","23.315","23.315","23.315","","","","","","","","","","","","","","","","","",""
"4299758","","","","","","","","","","","","","","","","","","","","","","","","","88","88","88","22.396","22.396","22.396","","","","","",""
"4301430","","","","","","","","","","","","","","","","","","","","","","","","","97","97","97","22.97","22.97","22.97","","","","","",""
"4304241","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","95","95","23.057","23.057","23.057"
"4304523","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","87","87","23.1","23.1","23.1"
"4304920","","","","","","","","","","","","","","","","","","","","","","","","","97","97","97","23.059","23.059","23.059","","","","","",""
"4306174","","","","","","","89","89","89","22.717","22.717","22.717","","","","","","","","","","","","","","","","","","","","","","","",""
"4310245","97","97","97","22.379","22.379","22.379","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4311435","","","","","","","","","","","","","","","","","","","150","150","150","23.392","23.392","23.392","","","","","","","","","","","",""
"4318812","92","92","92","22.484","22.484","22.484","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4323812","","","","","","","150","150","150","22.927","22.927","22.927","","","","","","","","","","","","","","","","","","","","","","","",""
"4326745","","","","","","","","","","","","","","","","","","","96","96","96","23.38","23.38","23.38","","","","","","","","","","","",""
"4328678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","22.596","22.596","22.596"
"4332209","90","90","90","22.17","22.17","22.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4335193","","","","","","","","","","","","","96","96","96","23.17","23.17","23.17","","","","","","","","","","","","","","","","","",""
"4336455","","","","","","","","","","","","","","","","","","","100","100","100","23.313","23.313","23.313","","","","","","","","","","","",""
"4337144","","","","","","","","","","","","","98","98","98","23.146","23.146","23.146","","","","","","","","","","","","","","","","","",""
"4340303","","","","","","","","","","","","","","","","","","","151","151","151","23.218","23.218","23.218","","","","","","","","","","","",""
"4344253","","","","","","","","","","","","","96","96","96","23.195","23.195","23.195","","","","","","","","","","","","","","","","","",""
"4345204","","","","","","","81","81","81","22.555","22.555","22.555","","","","","","","","","","","","","","","","","","","","","","","",""
"4348783","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98","23.034","23.034","23.034","","","","","",""
"4349362","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98","22.866","22.866","22.866","","","","","",""
"4349494","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","96","96","22.883","22.883","22.883"
"4350694","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","88","88","23.224","23.224","23.224"
"4351495","","","","","","","151","151","151","22.758","22.758","22.758","","","","","","","","","","","","","","","","","","","","","","","",""
"4351745","","","","","","","90","90","90","22.534","22.534","22.534","","","","","","","","","","","","","","","","","","","","","","","",""
"4353851","98","98","98","22.466","22.466","22.466","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4354588","","","","","","","","","","","","","","","","","","","","","","","","","89","89","89","22.968","22.968","22.968","","","","","",""
"4364402","93","93","93","22.278","22.278","22.278","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4369077","","","","","","","","","","","","","","","","","","","152","152","152","23.294","23.294","23.294","","","","","","","","","","","",""
"4371830","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","23.043","23.043","23.043"
"4373539","","","","","","","","","","","","","","","","","","","97","97","97","23.324","23.324","23.324","","","","","","","","","","","",""
"4378869","","","","","","","152","152","152","22.905","22.905","22.905","","","","","","","","","","","","","","","","","","","","","","","",""
"4379191","91","91","91","22.45","22.45","22.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4379345","","","","","","","","","","","","","","","","","","","101","101","101","23.342","23.342","23.342","","","","","","","","","","","",""
"4380457","","","","","","","","","","","","","97","97","97","23.247","23.247","23.247","","","","","","","","","","","","","","","","","",""
"4381669","","","","","","","","","","","","","99","99","99","23.159","23.159","23.159","","","","","","","","","","","","","","","","","",""
"4390098","","","","","","","","","","","","","97","97","97","23.218","23.218","23.218","","","","","","","","","","","","","","","","","",""
"4393572","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","22.914","22.914","22.914","","","","","",""
"4394005","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","23.107","23.107","23.107","","","","","",""
"4394545","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","97","97","22.651","22.651","22.651"
"4396293","","","","","","","","","","","","","","","","","","","153","153","153","23.397","23.397","23.397","","","","","","","","","","","",""
"4398505","99","99","99","22.361","22.361","22.361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4399441","","","","","","","91","91","91","22.659","22.659","22.659","","","","","","","","","","","","","","","","","","","","","","","",""
"4399714","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","89","89","23.087","23.087","23.087"
"4400220","","","","","","","82","82","82","22.511","22.511","22.511","","","","","","","","","","","","","","","","","","","","","","","",""
"4407567","","","","","","","153","153","153","22.839","22.839","22.839","","","","","","","","","","","","","","","","","","","","","","","",""
"4408946","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","23.101","23.101","23.101","","","","","",""
"4413418","94","94","94","22.268","22.268","22.268","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4417103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","101","101","23.093","23.093","23.093"
"4419211","","","","","","","","","","","","","","","","","","","98","98","98","23.281","23.281","23.281","","","","","","","","","","","",""
"4424775","","","","","","","","","","","","","","","","","","","102","102","102","23.28","23.28","23.28","","","","","","","","","","","",""
"4426348","","","","","","","","","","","","","98","98","98","23.232","23.232","23.232","","","","","","","","","","","","","","","","","",""
"4427603","92","92","92","22.481","22.481","22.481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4427662","","","","","","","","","","","","","","","","","","","154","154","154","23.289","23.289","23.289","","","","","","","","","","","",""
"4428866","","","","","","","","","","","","","100","100","100","23.291","23.291","23.291","","","","","","","","","","","","","","","","","",""
"4435339","","","","","","","154","154","154","22.971","22.971","22.971","","","","","","","","","","","","","","","","","","","","","","","",""
"4435467","","","","","","","","","","","","","98","98","98","23.187","23.187","23.187","","","","","","","","","","","","","","","","","",""
"4437127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98","23.147","23.147","23.147"
"4438413","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","22.979","22.979","22.979","","","","","",""
"4438414","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","23.032","23.032","23.032","","","","","",""
"4442617","100","100","100","22.401","22.401","22.401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4445569","","","","","","","92","92","92","22.663","22.663","22.663","","","","","","","","","","","","","","","","","","","","","","","",""
"4446991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","23.015","23.015","23.015"
"4453839","","","","","","","83","83","83","22.726","22.726","22.726","","","","","","","","","","","","","","","","","","","","","","","",""
"4456126","","","","","","","","","","","","","","","","","","","155","155","155","23.108","23.108","23.108","","","","","","","","","","","",""
"4460366","95","95","95","22.519","22.519","22.519","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4460743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","102","102","22.879","22.879","22.879"
"4462893","","","","","","","","","","","","","","","","","","","","","","","","","91","91","91","22.955","22.955","22.955","","","","","",""
"4464858","","","","","","","155","155","155","22.829","22.829","22.829","","","","","","","","","","","","","","","","","","","","","","","",""
"4465052","","","","","","","","","","","","","","","","","","","99","99","99","23.152","23.152","23.152","","","","","","","","","","","",""
"4468148","","","","","","","","","","","","","","","","","","","103","103","103","23.345","23.345","23.345","","","","","","","","","","","",""
"4470967","","","","","","","","","","","","","99","99","99","23.201","23.201","23.201","","","","","","","","","","","","","","","","","",""
"4474437","","","","","","","","","","","","","101","101","101","23.233","23.233","23.233","","","","","","","","","","","","","","","","","",""
"4475933","93","93","93","22.392","22.392","22.392","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4480333","","","","","","","","","","","","","99","99","99","23.112","23.112","23.112","","","","","","","","","","","","","","","","","",""
"4481501","","","","","","","","","","","","","","","","","","","","","","","","","101","101","101","22.917","22.917","22.917","","","","","",""
"4482346","","","","","","","","","","","","","","","","","","","","","","","","","101","101","101","23.071","23.071","23.071","","","","","",""
"4482923","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","22.803","22.803","22.803"
"4485619","101","101","101","22.499","22.499","22.499","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4486791","","","","","","","","","","","","","","","","","","","156","156","156","23.153","23.153","23.153","","","","","","","","","","","",""
"4491172","","","","","","","93","93","93","22.773","22.773","22.773","","","","","","","","","","","","","","","","","","","","","","","",""
"4493377","","","","","","","156","156","156","22.871","22.871","22.871","","","","","","","","","","","","","","","","","","","","","","","",""
"4496984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","91","91","22.688","22.688","22.688"
"4502031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","103","103","22.975","22.975","22.975"
"4506270","","","","","","","84","84","84","22.6","22.6","22.6","","","","","","","","","","","","","","","","","","","","","","","",""
"4506946","96","96","96","22.544","22.544","22.544","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4509865","","","","","","","","","","","","","","","","","","","100","100","100","23.368","23.368","23.368","","","","","","","","","","","",""
"4514708","","","","","","","","","","","","","","","","","","","104","104","104","23.429","23.429","23.429","","","","","","","","","","","",""
"4515257","","","","","","","","","","","","","100","100","100","23.307","23.307","23.307","","","","","","","","","","","","","","","","","",""
"4515686","","","","","","","","","","","","","","","","","","","157","157","157","23.139","23.139","23.139","","","","","","","","","","","",""
"4517674","","","","","","","","","","","","","","","","","","","","","","","","","92","92","92","22.987","22.987","22.987","","","","","",""
"4520028","","","","","","","","","","","","","102","102","102","23.163","23.163","23.163","","","","","","","","","","","","","","","","","",""
"4521806","","","","","","","157","157","157","22.915","22.915","22.915","","","","","","","","","","","","","","","","","","","","","","","",""
"4522060","94","94","94","22.26","22.26","22.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4524942","","","","","","","","","","","","","100","100","100","23.233","23.233","23.233","","","","","","","","","","","","","","","","","",""
"4526899","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","23.095","23.095","23.095"
"4526912","","","","","","","","","","","","","","","","","","","","","","","","","102","102","102","23.137","23.137","23.137","","","","","",""
"4528394","102","102","102","22.334","22.334","22.334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4528816","","","","","","","","","","","","","","","","","","","","","","","","","102","102","102","23.045","23.045","23.045","","","","","",""
"4539953","","","","","","","94","94","94","22.737","22.737","22.737","","","","","","","","","","","","","","","","","","","","","","","",""
"4545196","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104","104","104","23.151","23.151","23.151"
"4546091","","","","","","","","","","","","","","","","","","","158","158","158","23.411","23.411","23.411","","","","","","","","","","","",""
"4546584","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","92","92","23.151","23.151","23.151"
"4550087","","","","","","","158","158","158","22.977","22.977","22.977","","","","","","","","","","","","","","","","","","","","","","","",""
"4553552","","","","","","","","","","","","","","","","","","","101","101","101","23.308","23.308","23.308","","","","","","","","","","","",""
"4556804","97","97","97","22.352","22.352","22.352","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4557778","","","","","","","","","","","","","","","","","","","105","105","105","23.304","23.304","23.304","","","","","","","","","","","",""
"4559977","","","","","","","85","85","85","22.536","22.536","22.536","","","","","","","","","","","","","","","","","","","","","","","",""
"4562505","","","","","","","","","","","","","101","101","101","23.127","23.127","23.127","","","","","","","","","","","","","","","","","",""
"4565565","","","","","","","","","","","","","103","103","103","23.271","23.271","23.271","","","","","","","","","","","","","","","","","",""
"4568222","95","95","95","22.607","22.607","22.607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4571480","","","","","","","","","","","","","101","101","101","23.361","23.361","23.361","","","","","","","","","","","","","","","","","",""
"4571924","","","","","","","","","","","","","","","","","","","","","","","","","93","93","93","23.259","23.259","23.259","","","","","",""
"4572448","","","","","","","","","","","","","","","","","","","","","","","","","103","103","103","23.174","23.174","23.174","","","","","",""
"4573012","103","103","103","22.484","22.484","22.484","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4574064","","","","","","","","","","","","","","","","","","","","","","","","","103","103","103","22.811","22.811","22.811","","","","","",""
"4574642","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","101","101","22.964","22.964","22.964"
"4575909","","","","","","","","","","","","","","","","","","","159","159","159","23.306","23.306","23.306","","","","","","","","","","","",""
"4581363","","","","","","","159","159","159","22.983","22.983","22.983","","","","","","","","","","","","","","","","","","","","","","","",""
"4587200","","","","","","","95","95","95","22.684","22.684","22.684","","","","","","","","","","","","","","","","","","","","","","","",""
"4589395","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","105","105","22.901","22.901","22.901"
"4595387","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","93","93","23.101","23.101","23.101"
"4600198","","","","","","","","","","","","","","","","","","","106","106","106","23.187","23.187","23.187","","","","","","","","","","","",""
"4601051","","","","","","","","","","","","","","","","","","","102","102","102","23.179","23.179","23.179","","","","","","","","","","","",""
"4601901","98","98","98","22.495","22.495","22.495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4603563","","","","","","","","","","","","","","","","","","","160","160","160","23.325","23.325","23.325","","","","","","","","","","","",""
"4607676","","","","","","","","","","","","","102","102","102","23.153","23.153","23.153","","","","","","","","","","","","","","","","","",""
"4608720","","","","","","","160","160","160","22.98","22.98","22.98","","","","","","","","","","","","","","","","","","","","","","","",""
"4609415","","","","","","","","","","","","","104","104","104","23.313","23.313","23.313","","","","","","","","","","","","","","","","","",""
"4614049","","","","","","","86","86","86","22.583","22.583","22.583","","","","","","","","","","","","","","","","","","","","","","","",""
"4615186","96","96","96","22.576","22.576","22.576","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4617161","","","","","","","","","","","","","102","102","102","23.275","23.275","23.275","","","","","","","","","","","","","","","","","",""
"4617408","104","104","104","22.728","22.728","22.728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4617770","","","","","","","","","","","","","","","","","","","","","","","","","104","104","104","23.037","23.037","23.037","","","","","",""
"4618244","","","","","","","","","","","","","","","","","","","","","","","","","104","104","104","23.192","23.192","23.192","","","","","",""
"4620553","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","102","102","22.844","22.844","22.844"
"4625749","","","","","","","","","","","","","","","","","","","","","","","","","94","94","94","23.177","23.177","23.177","","","","","",""
"4635015","","","","","","","","","","","","","","","","","","","161","161","161","23.148","23.148","23.148","","","","","","","","","","","",""
"4635029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","106","106","23.097","23.097","23.097"
"4635107","","","","","","","96","96","96","22.811","22.811","22.811","","","","","","","","","","","","","","","","","","","","","","","",""
"4638175","","","","","","","161","161","161","22.882","22.882","22.882","","","","","","","","","","","","","","","","","","","","","","","",""
"4643106","","","","","","","","","","","","","","","","","","","107","107","107","23.133","23.133","23.133","","","","","","","","","","","",""
"4643920","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","94","94","22.871","22.871","22.871"
"4646620","","","","","","","","","","","","","","","","","","","103","103","103","23.382","23.382","23.382","","","","","","","","","","","",""
"4649130","99","99","99","22.496","22.496","22.496","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4654349","","","","","","","","","","","","","103","103","103","23.296","23.296","23.296","","","","","","","","","","","","","","","","","",""
"4655187","","","","","","","","","","","","","105","105","105","23.215","23.215","23.215","","","","","","","","","","","","","","","","","",""
"4662014","105","105","105","22.569","22.569","22.569","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4662057","","","","","","","","","","","","","","","","","","","","","","","","","105","105","105","23.124","23.124","23.124","","","","","",""
"4662627","","","","","","","","","","","","","103","103","103","23.351","23.351","23.351","","","","","","","","","","","","","","","","","",""
"4662702","","","","","","","","","","","","","","","","","","","","","","","","","105","105","105","23.037","23.037","23.037","","","","","",""
